BAR_CODE,PRODUCT_NAME,MEASURE_UNIT,CURRENT_PRICE,ITEMS_SOLD,PREVIOUS_PRICE,COST,MARGIN,TOTAL_SOLD_$,TOTAL_MARGIN,stock,DAYS,ITEM_TYPE
779004582488,GRANIX COOKIES SURTIDAS FIESTA 350 GRS,350,790,1,610.0,402.93,51.39,610,402.93,-1,11,2
779004582696,GRANIX ARITOS FRUTALES 130 GRS,130,650,7,560.0,372.69,50.26,3920,2608.83,-2,11,2
779004500086,GRANIX COOKIE GRANOVITA COCO 140 GRS,140,390,2,390.0,256.85,51.84,780,513.7,-1,95,2
779004582539,GRANIX COOKIE FRUTIGRAN OATS CHIA Y LINSEED 24,240,790,3,700.0,466.75,49.97,2100,1400.25,-1,17,2
779004500118,GRANIX COOKIES FRUTIGRAN OATS Y RAISINS 250 G,250,810,3,720.0,479.45,50.17,2160,1438.35,-2,11,2
779004500119,GRANIX COOKIES FRUTIGRAN BRAN 250 GRS,250,690,1,500.0,332.75,50.26,500,332.75,-1,17,2
779004582489,GRANIX COOKIES FRUTIGRAN CHIPS DE CHOCOLATES,255,890,2,770.0,511.9,50.42,1540,1023.8,-1,11,2
779004582345,GRANIX COOKIES FRUTIGRAN TROPICAL 250 GRS,250,1050,2,670.0,446.57,50.03,1340,893.14,-1,17,2
779004582540,GRANIX COOKIES FRUTIGRAN SESAME SEEDS AMA,260,610,2,610.0,402.93,51.39,1220,805.86,-1,81,2
779004500160,GRANIX SKARCHITOS 240 GRS,240,690,7,620.0,409.26,51.49,4340,2864.82,-2,17,2
779004000356,BAGLEY COOKIES REX 75 GRS,75,500,1,410.0,271.04,51.27,410,271.04,-1,4,2
779040703101,AGUILA CHOCOLATE TAZA 100 GRS,100,1330,1,1080.0,718.74,50.26,1080,718.74,-3,17,2
779007031829,LUCCHETTI TALLARINES 500 GRS,500,990,2,770.0,516.73,49.01,1540,1033.46,-2,5,2
779007031833,LUCCHETTI NOODLES MOSTACHOL 500 GRS,500,990,1,760.0,516.6,47.12,760,516.6,-2,5,2
779007031834,LUCCHETTI NOODLES CODITO 500 G,500,760,1,760.0,516.6,47.12,760,516.6,-1,52,2
779050319912,DOS HERMANOS RICE LARGO FINE 500 G,500,690,4,690.0,463.43,48.89,2760,1853.72,-2,32,2
779050319845,DOS HERMANOS RICE LARGO FINE 1KG,1,1240,5,1240.0,825.98,50.12,6200,4129.9,-3,32,2
779400059840,KNORR SOUP CREAM VEGETABLES VARIAS  48 GRS,48,510,3,510.0,335.6,51.97,1530,1006.8,-1,95,2
779147603401,EGRAN LENTILS EGRAN 400 GRS,400,1390,5,1020.0,680.83,49.8,5050,3371.3,-1,4,2
779015069644,ALICANTE FLAVOR CUBES VEGETABLES,10,110,3,110.0,50.82,116.45,330,152.46,-1,60,2
779015043935,ALICANTE FLAVOR IN POWDER  FOUR CHEESES ALICAN,1,110,11,110.0,69.45,58.38,1210,763.95,-2,66,2
779015046540,ALICANTE GROUND CUMIN ALICANTE 25 GRS,25,510,1,310.0,203.37,52.44,310,203.37,-1,10,2
779015047030,ALICANTE CONDIMENT FOR RICE 25 GR,25,320,4,290.0,189.97,52.66,1160,759.88,-2,23,2
779015069605,ALICANTE SAUCE 4 CHEESES P/PREPARAR 3,37,360,1,360.0,240.0,50.0,360,240.0,-1,235,2
779015054018,ALICANTE OREGANO 25 GRS,25,470,4,360.0,235.44,52.9,1440,941.76,-1,23,2
779112200023,BAKING POWDER VELEZ,50,290,2,290.0,189.01,53.43,580,378.02,-1,95,2
779095000016,GANCIA AMERICANO 950,950,2750,1,2090.0,1347.85,55.06,2090,1347.85,-1,9,2
789113605200,CAMPARI CAMPARI 750 CC,750,5160,1,3220.0,2132.0,51.03,3220,2132.0,-1,9,2
779031405538,ESTANCIA MINDOZA WINE RED MERLOT  MALBEC ES,750,1880,0,1880.0,629.5,24.66,0,1259.0,-1,74,2
779018900112,DON DAVID MALBEC /TORRONTES 750 ML,750,3750,1,3070.0,2047.17,49.96,3070,2047.17,-1,1,2
779018902102,ELEMINTOS MALBEC,750,2130,2,1980.0,1320.96,49.89,3960,2641.91,-1,29,2
779024004210,ALMA MORA MALBEC,750,2500,3,2030.0,1353.93,49.93,6090,4061.8,-1,1,2
779184300829,VIÑAS DE BALBO RED,1125,1550,8,1432.86,957.09,49.72,11440,7639.58,-1,2,2
779012700026,DULCOR GREEN OLIVES VANOLI DOY PACK 180 G,180,530,3,530.0,351.58,50.75,1590,1054.74,-1,53,2
779012700033,DULCOR GREEN OLIVES RELL.MORRON DOY PACK,180,690,2,690.0,459.84,50.05,1380,919.68,-1,53,2
779012700030,BLACK OLIVES VANOLI DP,180,670,2,560.0,372.0,50.54,1120,744.0,-1,18,2
779012700048,DULCOR SAUCE AJI HOT VANOLI 190 GRS,190,880,1,880.0,606.0,45.21,880,606.0,-1,110,2
779029010160,BRANCA FERNET 750 CC,750,5950,11,5510.0,3710.0,48.52,60610,40810.0,-1,9,2
779029000117,BRANCA 450 CC,450,3890,7,3550.0,2400.0,47.92,24850,16800.0,-1,16,2
779279800371,CORONA 710 CC,710,1650,14,1417.27,504.0,181.21,19760,7056.0,-3,9,2
779279800235,PATAGONIA AMBER LAGER 740 CC,740,1580,10,1411.43,534.0,164.31,14230,5340.0,-2,9,2
779279800749,BRAHMA 1 LTS,1,1380,7,1210.0,377.81,220.27,8390,2644.67,-11,9,2
779279800738,QUILMES BEER QUILMES CRISTAL 1 LTS,1000,1380,13,1192.86,369.2,223.1,15070,4799.6,-1,9,2
779314757084,GROLSCH 925CC,925,1950,2,1700.0,538.0,215.99,3400,1076.0,-1,33,2
779089564180,"CEPITA ORANGE BOT. 1,5 LTS",1500,1150,4,1150.0,96.0,500.0,4600,384.0,-1,4,2
779808568012,CITRIC JUICE ORANGE 500 ML,500,840,5,630.0,419.9,50.04,3150,2099.5,-1,5,2
779089564159,CEPITA 200 ML,200,380,3,370.0,35.56,500.0,1110,106.68,-2,4,2
779808568014,CITRIC JUICE ORANGE 1 LTS,1000,1410,8,1250.0,830.0,50.6,10000,6640.0,-7,5,2
810886011379,TIA MARUCA BISCUITS,250,570,2,570.0,381.15,49.55,1140,762.3,-2,40,2
779217004200,GATORADE APPLE 473 ML,473,750,1,630.0,215.43,192.44,630,215.43,-4,8,2
779089500610,POWERADEV 995 ML,995,1100,4,900.0,46.0,500.0,3600,184.0,-1,4,2
779089500328,AQUARIUS GRAPEFRUIT/MANZA/ORANGE 2.25 LTS,2250,1350,1,1300.0,52.0,500.0,1300,52.0,-1,4,2
779089500274,COCA COLA/ZERO/FANTA/SPRITE LATA 310 CC,354,520,19,490.0,41.48,500.0,9300,788.12,-3,4,2
779811922001,SPEED ENERGIZER 250 CC,250,590,6,510.0,339.0,50.44,3060,2034.0,-7,27,2
900249010007,RED BULL ENERGIZER 250 CC,250,720,4,720.0,187.0,285.03,2880,748.0,-2,85,2
779181355504,PEPSI LINEA 1.50 LTS,1500,1050,24,890.0,313.0,184.34,21360,7512.0,-3,8,2
779181355500,PEPSI PEPSI 2 LTS RECCO,2000,950,4,840.0,290.0,189.66,3360,1160.0,-8,8,2
779191300104,PRITTY LEMON 3 LTS,3,1150,15,950.0,415.0,128.92,14250,6225.0,-1,2,2
779191300074,PRITTY PRITTY LEMON 2.25 LTS,2250,880,8,793.75,323.0,145.74,6350,2584.0,-4,10,2
779191300116,PRITTY PRITTY LEMON  CERO 2.25 LTS,2250,880,5,806.0,323.0,149.54,4030,1615.0,-2,10,2
779089500043,COCA COLA / ZERO/POM/TON/FANTA/SPRITE 1.50 LT,1500,1250,87,1080.52,75.0,500.0,93700,6525.0,-9,4,2
779191300117,PRITTY LEMON CERO 1.50 LTS,1500,650,6,605.0,253.0,139.13,3630,1518.0,-2,10,2
779191300026,PRITTY LEMON 1.50 LTS,1500,650,11,606.36,253.0,139.67,6670,2783.0,-2,10,2
779089506816,COCA COLA 2.50 RET.,2250,1300,23,1134.21,84.0,500.0,26050,1932.0,-5,4,2
779089500021,COCA COLA/FANTA/SPRITE/GRAPEFRUIT RET 2L,2,1100,122,985.0,66.8,500.0,120100,8149.6,-21,4,2
779089500537,COCA COLA/FANTA/SPRITE GLASS 1.25,1250,850,47,747.83,54.0,500.0,35150,2538.0,-8,4,2
779089500145,COCA COLA COCA COLA LIGHT 1.50 LTS DESC.,1500,1250,1,1000.0,75.08,500.0,1000,75.08,-1,4,2
779089506757,COCA COLA COCA COLA ZERO 2.25 LTS DESC,2250,1650,5,1500.0,105.0,500.0,7500,525.0,-2,4,2
779089500579,COCA COLA/ZERO  2.50 DESC,2500,1750,1,1600.0,105.0,500.0,1600,105.0,-3,4,2
779089500078,COCA COLA/ ZERO/FANTA /SPR/GRAPEFRUIT 500 CC,500,600,68,538.98,66.66,500.0,36700,4532.88,-4,4,2
779089500517,COCA COLA COCA COLA GLASS 350 CC,350,450,4,450.0,85.0,429.41,1800,340.0,-1,4,2
779008001087,SANCOR BUTTER SANCOR 200 GRS,200,1160,4,1070.0,712.21,50.24,4280,2848.84,-2,23,2
779008004014,SANCOR MINDICRIM LIGHT 300 GRS,300,1180,3,1180.0,811.04,45.49,3540,2433.12,-1,68,2
779008001086,SANCOR BUTTER 100 GRS,100,710,2,640.0,423.79,51.02,1280,847.58,-3,33,2
779389300196,PIAMONTESA SAUSAGE PANCHIN X 6 UN,6,440,21,393.33,263.19,49.44,8240,5513.86,-6,17,2
779007062128,LA SALTENA RAVIOLES,500,1150,10,930.0,618.97,50.28,9300,6189.65,-2,10,2
779806085001,BUTTER TONADITA 100 GRS,100,450,5,450.0,285.0,57.89,2250,1425.0,-1,54,2
779039810008,LA PAULINA BUTTER LA PAULINA 200 GRS,200,1450,2,870.0,550.27,58.1,1740,1100.54,-1,3,2
779105800060,MANFREY MILK SACHET 1 LTS,1,600,33,525.36,372.28,41.12,17350,12295.86,-2,5,2
779067005072,PATY HAMBURGUESAS FINITAS X 2 110 GRS,110,640,18,560.0,370.93,50.96,10220,6767.56,-5,3,2
779067005076,PATY MEDALLONES DE CARNE EXPRESS X 4,4,1390,10,1145.71,756.48,51.51,11400,7518.5,-7,3,2
779031098418,DORITOS CHEESE  40GRS,36,650,5,620.0,410.25,51.13,3100,2051.25,-1,4,2
77929891,PARLIAMINT 20,1,1400,3,1240.0,280.0,342.86,3720,840.0,-1,23,2
77900883,RED POINT 20,1,650,5,620.0,432.0,43.52,3100,2160.0,-1,6,2
77918482,MARLBORO BOX 20,1,1250,26,1150.0,243.27,340.91,29900,6831.0,-1,23,2
77971913,PHILIP MORRIS 10 CONV.,1,700,12,600.0,120.8,396.69,7200,1449.6,-1,23,2
77913418,PHILIP MORRIS 10,1,700,15,600.0,120.4,398.34,9000,1806.0,-3,23,2
77976994,LUCKY STRIKE 12 CONVERTIBLE DOBLE CLICK,1,700,46,600.0,39.0,500.0,27600,1794.0,0,17,2
77912879,PHILIP MORRIS 20 KS,1,1000,38,900.0,209.0,330.62,34200,7942.0,-2,23,2
77976505,LUCKY STRIKE 12 COMUN,1,700,44,600.0,181.5,230.58,26400,7986.0,-1,17,2
77977038,LUCKY STRIKE BOX 20 CONVERTIBLE COOL,1,1200,28,1150.0,423.5,171.55,32200,11858.0,-2,17,2
77958631,MINTHOPLUS CHERRY,1,250,8,210.0,90.0,133.33,1680,720.0,-2,3,2
77916419,GUM TOPLINE ULTRA3NSE,1,200,8,130.0,26.97,382.02,1040,215.76,-1,3,2
77916426,GUM TOPLINE MINTA,1,200,10,130.0,50.82,155.8,1300,508.2,-3,3,2
789100024879,KIT KAT NESTLE 45 GRS,45,450,2,450.0,290.59,54.86,900,581.18,-1,73,2
77931764,GUM TOPLINE SEVIN,1,350,28,260.0,170.61,52.39,7280,4777.08,0,3,2
779058034651,OBLEA BON O BON BLACK 30 GRS,30,440,5,280.0,182.0,53.85,1400,910.0,0,18,2
779058034661,OBLEA BON O BON WHITE 30 GRS,30,440,1,280.0,182.0,53.85,280,182.0,-1,15,2
779151970200,CONDOMS PRIME,1,1380,2,1240.0,775.0,60.0,2480,1550.0,-1,6,2
779040003045,ADHESIVO PARA ZAPATILLAS ECCOLE 9 GRS,9,2070,1,2070.0,1385.0,49.46,2070,1385.0,-1,75,2
30052765,OCB PAPEL SEDA X50U,50,560,23,503.91,334.74,50.56,11590,7699.0,-2,6,2
899900267196,ENERGIZER BATTERIES MAX AA X 1,1,550,2,550.0,363.0,51.52,1100,726.0,0,32,2
899900267206,ENERGIZER BATTERIES MAX AAA X 1,1,550,3,550.0,363.0,51.52,1650,1089.0,-1,32,2
70330913431,INCINDEDOR BIC MINI,1,490,3,490.0,325.0,50.77,1470,975.0,-1,53,2
779008001470,SANCOR CHEESE RALLADO 40 GRS,40,560,12,480.0,319.04,50.45,5760,3828.48,-6,3,2
779536141843,TAGLIARINI EGG NOODLES WIDE/FINE  400 GR,400,1065,2,840.0,560.0,50.0,1680,1120.0,-1,6,2
779129001219,CIF DETERGENT CIF 500 ML,600,760,3,760.0,506.34,50.1,2280,1519.02,-2,60,2
779003694818,SI DIET SWEETENER SI DIET 200 ML,200,840,3,840.0,536.66,56.52,2520,1609.98,-1,60,2
779015000612,LA VIRGINIA COFFEE MOLIDO 250 GRS,250,2070,7,1627.14,1088.18,49.52,11390,7617.24,-1,10,2
779003600034,BAGGIO BAGGIO PRONTO  1 LTS,1000,1100,1,890.0,591.25,50.53,890,591.25,-2,12,2
779003600046,BAGGIO PRONTO MULTIFRUTA 1 LTS,1000,1200,6,890.0,591.25,50.53,5340,3547.5,-1,5,2
779125000134,SMIRNOFF VODKA CLASIC 700 ML,700,3600,3,2540.0,1416.54,79.31,7620,4249.62,-1,1,2
761328729421,NESCAFE COFFEE DOLCA PARA BATIR SUAVE 50 GRS,50,1430,1,1200.0,799.0,50.19,1200,799.0,-2,10,2
779105800244,MANFREY FLAN SIN HUEVO FLAVOR VANILLA 120 GRS,120,490,2,340.0,232.25,46.4,680,464.5,-1,5,2
779105800044,MANFREY CREAM DE MILK 200 GRS,200,690,29,687.69,447.1,53.86,19960,12957.2,-3,9,2
77953124,ARCOR CHOCOL. BLOCK 38 GRS,38,430,21,381.58,250.33,52.41,7990,5243.26,-4,15,2
779058010336,ARCOR CHOCOL.COFLER AIR MILK 27 GRS,27,510,2,460.0,304.92,50.86,920,609.84,-1,17,2
779336067420,ARCOR MAYONNAISE BC 250 CM,250,430,4,430.0,298.87,43.88,1720,1195.48,-2,51,2
779095013332,TERMA SERRANO CERO 1.35 LTS,1350,680,15,680.0,466.0,45.92,10200,6990.0,-1,51,2
779400059751,KNOR CALDOS KNORR  VERDURA X 6,12,230,1,230.0,154.15,49.2,230,154.15,-1,67,2
779015006706,ALICANTE SAUCE BLANCA ALICANTE 40 GRS,40,380,2,380.0,242.0,57.02,760,484.0,-1,121,2
779015056480,ALICANTE PIMINTON DULCE 25 GRS,25,330,8,330.0,214.69,53.71,2640,1717.52,-1,38,2
779325300444,AYUDIN BLEACH AYUDIN CLASSIC.2 LTS,2000,910,7,760.0,511.0,48.73,5320,3577.0,-1,18,2
779008003319,SANCOR CREAM DE MILK 200 GRS,200,770,17,770.0,518.57,48.49,13090,8814.66,-3,26,2
779191300033,SALDAN SODA SALDAN 1.5 LTS,1500,540,5,546.0,215.0,153.95,2730,1075.0,-1,10,2
779007901082,PALADINI SAUSAGES PALADINI 6 UN,225,1050,16,930.0,620.0,50.0,14880,9920.0,-5,4,2
779089500141,COCA COLA / ZERO 1 L DESC,1,950,18,847.22,100.0,500.0,15250,1800.0,-1,4,2
77903792,ALFAJOR,70,490,29,450.0,296.54,51.75,13050,8599.66,-3,11,2
779031406382,TORO WINE 1 L RED,1,1650,1,1150.0,779.0,47.63,1150,779.0,-3,11,2
779089506760,COCA COLA COCA COLA ZERO 350 ML,350,450,1,450.0,85.0,429.41,450,85.0,-2,4,2
779089500386,BONAQUA MINERAL WATER 500 ML,500,550,7,476.67,18.58,500.0,3340,130.06,0,4,2
779031500043,VILLAVICINCIO MINERAL WATER 1.50 L,1500,770,11,600.0,384.4,56.48,6600,4244.0,-4,6,2
779031500042,VILLAVICINCIO MINERAL WATER  2 LT,2000,950,18,690.0,389.33,77.23,12420,7007.94,-3,6,2
779105800239,MANFREY YOGURT 1 LTS,1,630,31,630.0,417.45,50.92,19530,12940.95,-2,41,2
761328729289,NESTLE COFFEE DOLCA SUAVE 100 GRS,100,2380,3,1690.0,1124.0,50.36,5070,3372.0,-1,10,2
779220000015,CAÑUELAS COOKIES 9 DE ORO 200 GRS,200,620,4,440.0,286.79,53.43,1760,1147.16,-1,3,2
779191300075,SALDAN SODA SIFON 2 LTS,200,700,34,619.7,253.0,144.94,21050,8602.0,-7,10,2
779170861137,VINEZIANA PAN MULTICEREAL CHICO,410,1430,1,1160.0,770.0,50.65,1160,770.0,-1,3,2
779162000225,MAYONNAISE FIESTA 100 CM,100,170,4,170.0,109.31,55.53,680,437.24,-1,73,2
779004031420,LIA COOKIES  POWDERRITAS 80 GRS,80,250,20,220.0,148.38,48.27,4400,2967.6,-10,3,2
779089500099,"COCA COLA / FANTA / SPRITE 2,25 LTS DESC",2250,1650,27,1476.09,165.0,500.0,40000,4455.0,-3,4,2
779004072010,ARCOR COOKIES MANA LIVIANA 145 GRS,145,470,9,390.0,244.42,59.56,3510,2199.78,-1,15,2
779004037460,ARCOR COOKIES SALADIX DUO HAM/CHEESE 80 GRS,80,620,5,550.0,366.63,50.02,2750,1833.15,-3,9,2
779058069730,ARCOR COOKIES SALADIX  100 GRS,100,620,7,533.33,353.52,50.87,3750,2487.76,-1,17,2
779058071670,ARCOR COOKIES SALADIX HAM 100 GRS,100,620,4,503.33,355.34,41.51,2060,1432.64,-4,17,2
779811814001,DIPASCUALE DISCO HORNO Y FREIR 300 G,1,400,36,350.0,229.0,52.84,12600,8244.0,-1,11,2
779811814003,DIPASCUALE DISCO ARABE X 12,1,520,17,450.0,298.0,51.01,7650,5066.0,0,11,2
779811814024,DIPASCUALE NOQUIS 500 GRS,500,660,2,570.0,379.0,50.4,1140,758.0,-1,17,2
779811814007,DIPASCUALE TAPA PASCUALINA 400 G,1,640,9,560.0,369.0,51.76,5040,3321.0,-2,11,2
779747000058,MAROLIO PURE TOMATE TETRA 520 GRS,520,390,7,390.0,268.79,45.1,2730,1881.53,-2,67,2
779004093050,ARCOR COOKIES RUMBA Y AMOR Y MERENGADAS,112,510,13,410.0,274.52,49.36,5330,3568.73,0,4,2
77916389,ARCOR GUM TOPLINE FRUTA,1,170,3,130.0,26.97,382.02,390,80.91,0,23,2
779191300408,PRITTY PRITTY LEMON 1 LTS,1000,580,6,535.0,215.0,148.84,3210,1290.0,-1,10,2
779036072038,SWIFT PATE,90,350,6,278.0,188.28,47.3,1650,1120.0,-3,27,2
779304600721,DULCOR MARMALADE CORMILLOT PEACH LIGHT SIN,390,1380,1,1170.0,777.08,50.56,1170,777.08,-1,25,2
779004500158,GRANIX COPOS DE CORN GRANIX 160 GRS,160,490,7,411.43,271.67,51.43,2880,1901.7,-2,11,2
779129001170,ALA POWDER DETERGENT ALA MATIC 400G,400,470,1,420.0,254.1,65.29,420,254.1,-1,19,2
779186600055,CADA DIA MAYONNAISE CADA DIA LIVIANA 237 GRS,237,300,1,250.0,165.27,51.26,250,165.27,-1,33,2
779004040560,ARCOR ALFAJOR TATIN  TRIPLE BLACK,1,250,4,250.0,147.62,69.35,1000,590.48,-1,45,2
779818104024,NACHOS TEXANITOS MEX 230 GRS,230,950,8,850.0,510.0,66.67,6800,4080.0,-2,4,2
