Sale Date,Day of Week,Item Name,Repeat Customer Y/N,Quantity,Price,Coupon Code,Coupon Details,Discount Amount,Shipping Discount,Order Shipping,Order Sales Tax,Item Total,Currency,Ship State,Ship Country,Order ID,,,,,,,,,,,,,,,,,,
2/2/2022,Wednesday,M&M with White Chocolate Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,WI,United States,2366295740,,,,,,,,,,,,,,,,,,
2/2/2022,Wednesday,S'mores Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,MI,United States,2366603455,,,,,,,,,,,,,,,,,,
2/2/2022,Wednesday,S'mores Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,FL,United States,2367318772,,,,,,,,,,,,,,,,,,
2/2/2022,Wednesday,White Chocolate Toffee,Y,1,15,,,0,0,0,0,15,USD,FL,United States,2366647728,,,,,,,,,,,,,,,,,,
2/2/2022,Wednesday,White Chocolate Toffee,,1,15,,,0,0,0,0,15,USD,CO,United States,2366381443,,,,,,,,,,,,,,,,,,
2/3/2022,Thursday,Dried Cranberries and White Chocolate Bars,,1,20,FREESHIP;FREESHIP,FREESHIP - % off shipping;FREESHIP - % off shipping,0,5,0,0,20,USD,NJ,United States,2367711611,,,,,,,,,,,,,,,,,,
2/3/2022,Thursday,M&M with White Chocolate Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,OH,United States,2367489489,,,,,,,,,,,,,,,,,,
2/3/2022,Thursday,M&M with White Chocolate Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,AL,United States,2368492376,,,,,,,,,,,,,,,,,,
2/3/2022,Thursday,Milk Chocolate Toffee,Y,1,15,FREESHIP,FREESHIP - % off shipping,0,5,0,0,15,USD,MN,United States,2367867078,,,,,,,,,,,,,,,,,,
2/3/2022,Thursday,Milk Chocolate Toffee,Y,1,15,FREESHIP,FREESHIP - % off shipping,0,5,0,0,15,USD,KY,United States,2368175696,,,,,,,,,,,,,,,,,,
2/3/2022,Thursday,S'mores Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,MA,United States,2367833254,,,,,,,,,,,,,,,,,,
2/3/2022,Thursday,S'mores Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,0,0,0,20,USD,ME,United States,2368042344,,,,,,,,,,,,,,,,,,
2/3/2022,Thursday,S'mores Bars,,1,20,FREESHIP;FREESHIP,FREESHIP - % off shipping;FREESHIP - % off shipping,0,0,0,0,20,USD,NJ,United States,2367711611,,,,,,,,,,,,,,,,,,
2/3/2022,Thursday,S'mores Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,0,0,0,20,USD,NH,United States,2368016664,,,,,,,,,,,,,,,,,,
2/3/2022,Thursday,White Chocolate Toffee,,1,15,FREESHIP,FREESHIP - % off shipping,0,5,0,0,15,USD,ME,United States,2368042344,,,,,,,,,,,,,,,,,,
2/3/2022,Thursday,White Chocolate Toffee,,1,15,FREESHIP,FREESHIP - % off shipping,0,5,0,0,15,USD,NH,United States,2368016664,,,,,,,,,,,,,,,,,,
2/4/2022,Friday,Caramel Pecan Bars,Y,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,KY,United States,2368333319,,,,,,,,,,,,,,,,,,
2/4/2022,Friday,Caramel Pecan Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,VA,United States,2368700085,,,,,,,,,,,,,,,,,,
2/4/2022,Friday,Caramel Pecan Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,GA,United States,2367920437,,,,,,,,,,,,,,,,,,
2/4/2022,Friday,M&M with White Chocolate Bars,,1,20,FREESHIP;FREESHIP,FREESHIP - % off shipping;FREESHIP - % off shipping,0,0,0,0,20,USD,GA,United States,2368535877,,,,,,,,,,,,,,,,,,
2/4/2022,Friday,Milk Chocolate Toffee,Y,1,15,FREESHIP,FREESHIP - % off shipping,0,5,0,0,15,USD,MN,United States,2368985248,,,,,,,,,,,,,,,,,,
2/4/2022,Friday,S'mores Bars,,1,20,FREESHIP;FREESHIP,FREESHIP - % off shipping;FREESHIP - % off shipping,0,5,0,0,20,USD,GA,United States,2368535877,,,,,,,,,,,,,,,,,,
2/4/2022,Friday,S'mores Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,NC,United States,2368389301,,,,,,,,,,,,,,,,,,
2/4/2022,Friday,S'mores Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,LA,United States,2368780682,,,,,,,,,,,,,,,,,,
2/5/2022,Saturday,M&M with White Chocolate Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,AZ,United States,2371263456,,,,,,,,,,,,,,,,,,
2/5/2022,Saturday,M&M with White Chocolate Bars,Y,1,20,FREESHIP;THANKYOU,FREESHIP - % off shipping;THANKYOU - ,5,5,0,0,20,USD,MN,United States,2369350881,,,,,,,,,,,,,,,,,,
2/5/2022,Saturday,S'mores Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,PA,United States,2370098574,,,,,,,,,,,,,,,,,,
2/5/2022,Saturday,S'mores Bars,Y,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,NY,United States,2370608260,,,,,,,,,,,,,,,,,,
2/5/2022,Saturday,White Chocolate Toffee,,1,15,FREESHIP,FREESHIP - % off shipping,0,0,0,0,15,USD,AZ,United States,2371263456,,,,,,,,,,,,,,,,,,
2/5/2022,Saturday,White Chocolate Toffee,,2,15,,,0,0,0,0,30,USD,FL,United States,2370493984,,,,,,,,,,,,,,,,,,
2/5/2022,Saturday,White Chocolate Toffee,,1,15,,,0,0,0,0,15,USD,FL,United States,2370972812,,,,,,,,,,,,,,,,,,
2/6/2022,Sunday,M&M with White Chocolate Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,OH,United States,2371013845,,,,,,,,,,,,,,,,,,
2/6/2022,Sunday,Milk Chocolate Toffee,Y,1,15,FREESHIP,FREESHIP - % off shipping,0,5,0,0,15,USD,NY,United States,2370812519,,,,,,,,,,,,,,,,,,
2/6/2022,Sunday,S'mores Bars,Y,1,20,FREESHIP;THANKYOU,FREESHIP - % off shipping;THANKYOU - ,5,5,0,0,20,USD,MN,United States,2370415883,,,,,,,,,,,,,,,,,,
2/6/2022,Sunday,White Chocolate Toffee,,1,15,,,0,0,0,0,15,USD,IA,United States,2371326751,,,,,,,,,,,,,,,,,,
2/6/2022,Sunday,White Chocolate Toffee,,1,15,,,0,0,0,0,15,USD,NV,United States,2370776091,,,,,,,,,,,,,,,,,,
2/6/2022,Sunday,White Chocolate Toffee,,1,15,,,0,0,0,0,15,USD,MI,United States,2372241382,,,,,,,,,,,,,,,,,,
2/6/2022,Sunday,White Chocolate Toffee,,1,15,,,0,0,0,0,15,USD,MS,United States,2370117255,,,,,,,,,,,,,,,,,,
2/7/2022,Monday,M&M with White Chocolate Bars,Y,1,20,FREESHIP;THANKYOU,FREESHIP - % off shipping;THANKYOU - ,5,5,0,0,20,USD,MN,United States,2373612934,,,,,,,,,,,,,,,,,,
2/9/2022,Wednesday,Caramel Pecan Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,FL,United States,2375571954,,,,,,,,,,,,,,,,,,
2/9/2022,Wednesday,Milk Chocolate Toffee,,1,15,FREESHIP,FREESHIP - % off shipping,0,5,0,0,15,USD,TN,United States,2375097458,,,,,,,,,,,,,,,,,,
2/10/2022,Thursday,White Chocolate Toffee,,1,15,,,0,0,0,0,15,USD,IN,United States,2376417124,,,,,,,,,,,,,,,,,,
2/11/2022,Friday,Milk Chocolate Toffee,,1,15,FREESHIP,FREESHIP - % off shipping,0,5,0,0,15,USD,NY,United States,2376007051,,,,,,,,,,,,,,,,,,
2/11/2022,Friday,Milk Chocolate Toffee,,1,15,FREESHIP,FREESHIP - % off shipping,0,5,0,0,15,USD,WV,United States,2376526521,,,,,,,,,,,,,,,,,,
2/11/2022,Friday,White Chocolate Toffee,Y,1,15,THANKYOU,THANKYOU - ,5,0,0,0,15,USD,NY,United States,2377360388,,,,,,,,,,,,,,,,,,
2/11/2022,Friday,White Chocolate Toffee,,1,15,,,0,0,0,0,15,USD,IN,United States,2376241573,,,,,,,,,,,,,,,,,,
2/12/2022,Saturday,M&M with White Chocolate Bars,Y,1,20,FREESHIP;FREESHIP;THANKYOU,FREESHIP - % off shipping;FREESHIP - % off shipping;THANKYOU - ,5,5,0,0,20,USD,OR,United States,2377768139,,,,,,,,,,,,,,,,,,
2/12/2022,Saturday,S'mores Bars,Y,1,20,FREESHIP;FREESHIP;THANKYOU,FREESHIP - % off shipping;FREESHIP - % off shipping;THANKYOU - ,0,0,0,0,20,USD,OR,United States,2377768139,,,,,,,,,,,,,,,,,,
2/12/2022,Saturday,S'mores Bars,,1,20,FREESHIP,FREESHIP - % off shipping,0,5,0,0,20,USD,MO,United States,2378041332,,,,,,,,,,,,,,,,,,
2/13/2022,Sunday,Dried Cranberries and White Chocolate Bars,,1,20,FAMILY5;FREESHIP;FREESHIP,FAMILY5 - ;FREESHIP - % off shipping;FREESHIP - % off shipping,5,5,0,0,20,USD,WA,United States,2378961607,,,,,,,,,,,,,,,,,,
2/13/2022,Sunday,Milk Chocolate Toffee,,1,15,FREESHIP,FREESHIP - % off shipping,0,5,0,0,15,USD,NY,United States,2379011743,,,,,,,,,,,,,,,,,,
2/13/2022,Sunday,S'mores Bars,,1,20,FAMILY5;FREESHIP;FREESHIP,FAMILY5 - ;FREESHIP - % off shipping;FREESHIP - % off shipping,0,0,0,0,20,USD,WA,United States,2378961607,,,,,,,,,,,,,,,,,,
2/14/2022,Monday,Caramel Pecan Bars,,1,20,FREESHIP;FREESHIP,FREESHIP - % off shipping;FREESHIP - % off shipping,0,5,0,0,20,USD,IA,United States,2380169047,,,,,,,,,,,,,,,,,,
2/14/2022,Monday,S'mores Bars,,1,20,FREESHIP;FREESHIP,FREESHIP - % off shipping;FREESHIP - % off shipping,0,0,0,0,20,USD,IA,United States,2380169047,,,,,,,,,,,,,,,,,,
2/14/2022,Monday,White Chocolate Toffee,,1,15,FAMILY5,FAMILY5 - ,5,0,0,0,15,USD,NH,United States,2379692339,,,,,,,,,,,,,,,,,,
2/15/2022,Tuesday,S'mores Bars,,1,25,,,0,0,0,0,25,USD,RI,United States,2381057611,,,,,,,,,,,,,,,,,,
2/15/2022,Tuesday,S'mores Bars,,1,25,,,0,0,0,0,25,USD,NV,United States,2381626142,,,,,,,,,,,,,,,,,,
2/17/2022,Thursday,Caramel Pecan Bars,,1,25,,,0,0,0,0,25,USD,IL,United States,2383008021,,,,,,,,,,,,,,,,,,
2/17/2022,Thursday,S'mores Bars,,1,25,,,0,0,0,0,25,USD,MD,United States,2382937807,,,,,,,,,,,,,,,,,,
2/18/2022,Friday,S'mores Bars,Y,1,25,THANKYOU,THANKYOU - ,5,0,0,0,25,USD,NY,United States,2384463462,,,,,,,,,,,,,,,,,,
2/19/2022,Saturday,M&M with White Chocolate Bars,,1,30,,,0,0,5,0,30,USD,WI,United States,2384665427,,,,,,,,,,,,,,,,,,
2/19/2022,Saturday,Milk Chocolate Toffee,,2,15,,,0,5,0,0,30,USD,WI,United States,2385908310,,,,,,,,,,,,,,,,,,
2/19/2022,Saturday,White Chocolate Toffee,,1,15,,,0,0,0,0,15,USD,WI,United States,2385908310,,,,,,,,,,,,,,,,,,
2/20/2022,Sunday,Milk Chocolate Toffee,,1,15,,,0,0,5,0,15,USD,TX,United States,2385196249,,,,,,,,,,,,,,,,,,
2/22/2022,Tuesday,S'mores Bars,Y,1,30,,,0,0,5,0,30,USD,PA,United States,2388066453,,,,,,,,,,,,,,,,,,
2/23/2022,Wednesday,M&M with White Chocolate Bars,Y,1,30,,,0,0,5,0,30,USD,MA,United States,2388776555,,,,,,,,,,,,,,,,,,
2/24/2022,Thursday,Dried Cranberries and White Chocolate Bars,Y,1,30,,,0,0,0,0,30,USD,,,2389662915,,,,,,,,,,,,,,,,,,
2/25/2022,Friday,Milk Chocolate Toffee,,1,15,,,0,5,0,0,15,USD,GA,United States,2392159570,,,,,,,,,,,,,,,,,,
2/25/2022,Friday,S'mores Bars,,1,30,,,0,0,0,0,30,USD,GA,United States,2392159570,,,,,,,,,,,,,,,,,,
2/27/2022,Sunday,Caramel Pecan Bars,,1,30,,,0,0,0,0,30,USD,NJ,United States,2394587412,,,,,,,,,,,,,,,,,,
2/27/2022,Sunday,Caramel Pecan Bars,,1,30,,,0,0,5,0,30,USD,CO,United States,2394619854,,,,,,,,,,,,,,,,,,
2/27/2022,Sunday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,CO,United States,2393020139,,,,,,,,,,,,,,,,,,
2/27/2022,Sunday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,MN,United States,2393808076,,,,,,,,,,,,,,,,,,
2/27/2022,Sunday,White Chocolate Toffee,,1,15,,,0,5,0,0,15,USD,NJ,United States,2394587412,,,,,,,,,,,,,,,,,,
2/28/2022,Monday,M&M with White Chocolate Bars,,1,30,,,0,5,0,0,30,USD,NY,United States,2395666328,,,,,,,,,,,,,,,,,,
2/28/2022,Monday,M&M with White Chocolate Bars,,1,30,,,0,0,0,0,30,USD,CO,United States,2395222816,,,,,,,,,,,,,,,,,,
2/28/2022,Monday,S'mores Bars,,1,30,,,0,5,0,0,30,USD,CO,United States,2395222816,,,,,,,,,,,,,,,,,,
2/28/2022,Monday,White Chocolate Toffee,,2,15,,,0,0,0,0,30,USD,NY,United States,2395666328,,,,,,,,,,,,,,,,,,
3/1/2022,Tuesday,Dried Cranberries and White Chocolate Bars,,1,30,,,0,0,0,0,30,USD,CA,United States,2396687072,,,,,,,,,,,,,,,,,,
3/1/2022,Tuesday,S'mores Bars,,1,30,,,0,5,0,0,30,USD,CA,United States,2396687072,,,,,,,,,,,,,,,,,,
3/1/2022,Tuesday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,WI,United States,2396799570,,,,,,,,,,,,,,,,,,
3/1/2022,Tuesday,White Chocolate Toffee,,1,15,,,0,0,5,0,15,USD,NY,United States,2395747687,,,,,,,,,,,,,,,,,,
3/2/2022,Wednesday,Caramel Pecan Bars,,1,30,,,0,0,5,0,30,USD,ME,United States,2397790294,,,,,,,,,,,,,,,,,,
3/2/2022,Wednesday,Milk Chocolate Toffee,,1,15,,,0,0,0,0,15,USD,OR,United States,2396831095,,,,,,,,,,,,,,,,,,
3/2/2022,Wednesday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,CO,United States,2398006196,,,,,,,,,,,,,,,,,,
3/2/2022,Wednesday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,MN,United States,2397709994,,,,,,,,,,,,,,,,,,
3/2/2022,Wednesday,S'mores Bars,,1,30,,,0,5,0,0,30,USD,OR,United States,2396831095,,,,,,,,,,,,,,,,,,
3/3/2022,Thursday,Milk Chocolate Toffee,Y,1,15,,,0,0,5,0,15,USD,MO,United States,2399095108,,,,,,,,,,,,,,,,,,
3/3/2022,Thursday,Milk Chocolate Toffee,Y,1,15,,,0,0,5,0,15,USD,NC,United States,2398977888,,,,,,,,,,,,,,,,,,
3/4/2022,Friday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,TX,United States,2398665579,,,,,,,,,,,,,,,,,,
3/4/2022,Friday,S'mores Bars,Y,1,30,,,0,0,0,0,30,USD,CA,United States,2398979585,,,,,,,,,,,,,,,,,,
3/4/2022,Friday,White Chocolate Toffee,Y,1,15,,,0,5,0,0,15,USD,CA,United States,2398979585,,,,,,,,,,,,,,,,,,
3/5/2022,Saturday,Milk Chocolate Toffee,,1,15,,,0,0,5,0,15,USD,LA,United States,2399928521,,,,,,,,,,,,,,,,,,
3/5/2022,Saturday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,GA,United States,2399453795,,,,,,,,,,,,,,,,,,
3/5/2022,Saturday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,GA,United States,2400648506,,,,,,,,,,,,,,,,,,
3/5/2022,Saturday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,KS,United States,2399952635,,,,,,,,,,,,,,,,,,
3/6/2022,Sunday,Milk Chocolate Toffee,,1,15,,,0,5,0,0,15,USD,HI,United States,2401375210,,,,,,,,,,,,,,,,,,
3/6/2022,Sunday,S'mores Bars,,1,30,,,0,0,0,0,30,USD,HI,United States,2401375210,,,,,,,,,,,,,,,,,,
3/6/2022,Sunday,White Chocolate Toffee,Y,1,15,,,0,0,5,0,15,USD,PA,United States,2402194854,,,,,,,,,,,,,,,,,,
3/7/2022,Monday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,FL,United States,2401717485,,,,,,,,,,,,,,,,,,
3/8/2022,Tuesday,M&M with White Chocolate Bars,Y,1,30,THANKYOU,THANKYOU - ,5,0,5,0,30,USD,DE,United States,2403781907,,,,,,,,,,,,,,,,,,
3/8/2022,Tuesday,M&M with White Chocolate Bars,,1,30,,,0,0,5,0,30,USD,WI,United States,2403546251,,,,,,,,,,,,,,,,,,
3/9/2022,Wednesday,White Chocolate Toffee,,1,15,,,0,0,5,0,15,USD,IN,United States,2405076518,,,,,,,,,,,,,,,,,,
3/10/2022,Thursday,Cookies and Santa Cruz,Y,1,50,,,0,0,0,0,50,USD,,,2405850442,,,,,,,,,,,,,,,,,,
3/11/2022,Friday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,PA,United States,2407551026,,,,,,,,,,,,,,,,,,
