Paging_Time,faults,pgin,pgout,pgsin,pgsout,reclaims,scans,cycles,fsin,fsout,sr/fr
0:15:37,"358,8",1,"1,9",0,0,0,0,0,"1,0","1,9","0,0"
0:16:07,"2115,4","0,1",1,0,0,0,0,0,"0,1","1,0","0,0"
0:16:37,"304,2",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
0:17:07,284,0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
0:17:37,"253,4",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
0:18:07,"1932,1","0,1","1,3",0,0,0,0,0,"0,1","1,3","0,0"
0:18:37,"252,1",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
0:19:07,"252,3",0,1,0,0,0,0,0,"0,0","1,0","0,0"
0:19:37,"252,1",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
0:20:07,"3162,7","0,5","1,1",0,0,0,0,0,"0,5","1,1","0,0"
0:20:37,"252,3",0,2,0,0,0,0,0,"0,0","2,0","0,0"
0:21:07,"252,2",0,1,0,0,0,0,0,"0,0","1,0","0,0"
0:21:37,"252,3",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
0:22:07,"1927,9",0,1,0,0,0,0,0,"0,0","1,0","0,0"
0:22:37,"251,7",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
0:23:08,"5558,4","92,5","53,8",0,0,0,0,0,"92,5","53,8","0,0"
0:23:38,253,0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
0:24:08,"1938,4","0,4","3,3",0,0,0,0,0,"0,4","3,3","0,0"
0:24:38,"252,4",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
0:25:08,"1484,1","0,2","1,3",0,0,0,0,0,"0,2","1,3","0,0"
0:25:38,"251,6","0,5","1,5",0,0,0,0,0,"0,5","1,5","0,0"
0:26:08,"1932,3","0,1","0,9",0,0,0,0,0,"0,1","0,9","0,0"
0:26:38,"251,6",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
0:27:08,"252,2",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
0:27:38,"252,1",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
0:28:08,"2514,9","1,1","1,1",0,0,0,0,0,"1,1","1,1","0,0"
0:28:38,271,"0,1","2,2",0,0,0,0,0,"0,1","2,2","0,0"
0:29:08,"703,2",0,"2,3",0,0,0,0,0,"0,0","2,3","0,0"
0:29:38,"251,8",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
0:30:08,"3980,6","0,6","1,1",0,0,0,0,0,"0,6","1,1","0,0"
0:30:38,"239,1",0,"2,4",0,0,0,0,0,"0,0","2,4","0,0"
0:31:08,252,0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
0:31:38,"253,4",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
0:32:08,"1932,5","0,1","1,3",0,0,0,0,0,"0,1","1,3","0,0"
0:32:38,"252,3",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
0:33:08,"251,6",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
0:33:38,"252,7","0,1","0,9",0,0,0,0,0,"0,1","0,9","0,0"
0:34:08,1096,"0,1","1,2",0,0,0,0,0,"0,1","1,2","0,0"
0:34:38,"251,8",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
0:35:08,"2317,6","0,3","1,5",0,0,0,0,0,"0,3","1,5","0,0"
0:35:38,"252,3",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
0:36:08,"1088,8","0,1","1,1",0,0,0,0,0,"0,1","1,1","0,0"
0:36:38,"251,9",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
0:37:08,"1086,1",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
0:37:38,252,0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
0:38:08,1089,"0,1","1,1",0,0,0,0,0,"0,1","1,1","0,0"
0:38:38,"252,3",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
0:39:08,"1084,3",0,1,0,0,0,0,0,"0,0","1,0","0,0"
0:39:38,"252,1",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
0:40:08,"2340,8","0,3","1,1",0,0,0,0,0,"0,3","1,1","0,0"
0:40:38,252,0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
0:41:08,1088,0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
0:41:38,"251,8",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
0:42:08,"1090,5",0,1,0,0,0,0,0,"0,0","1,0","0,0"
0:42:38,"251,9",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
0:43:08,"1084,9",0,1,0,0,0,0,0,"0,0","1,0","0,0"
0:43:38,"251,9",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
0:44:08,1541,"0,1","1,5",0,0,0,0,0,"0,1","1,5","0,0"
0:44:38,"252,7",0,"2,2",0,0,0,0,0,"0,0","2,2","0,0"
0:45:08,"3149,5","0,4","1,1",0,0,0,0,0,"0,4","1,1","0,0"
0:45:38,252,0,"2,1",0,0,0,0,0,"0,0","2,1","0,0"
0:46:08,"1089,9","0,1","1,2",0,0,0,0,0,"0,1","1,2","0,0"
0:46:38,276,0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
0:47:08,"251,9",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
0:47:38,"1088,2",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
0:48:08,"1090,5","0,1","1,2",0,0,0,0,0,"0,1","1,2","0,0"
0:48:38,"253,9","0,3","1,6",0,0,0,0,0,"0,3","1,6","0,0"
0:49:08,"252,3",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
0:49:38,"252,3",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
0:50:08,3185,"0,2","1,3",0,0,0,0,0,"0,2","1,3","0,0"
0:50:38,"252,4",0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
0:51:08,"252,4",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
0:51:38,"252,1",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
0:52:08,"1929,4","0,1","1,1",0,0,0,0,0,"0,1","1,1","0,0"
0:52:38,"252,1",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
0:53:08,"5542,5","1,3","50,6",0,0,0,0,0,"1,3","50,6","0,0"
0:53:38,"267,7",0,"3,4",0,0,0,0,0,"0,0","3,4","0,0"
0:54:08,"1933,3",0,"2,1",0,0,0,0,0,"0,0","2,1","0,0"
0:54:38,"252,4",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
0:55:08,"1478,5","0,1","1,2",0,0,0,0,0,"0,1","1,2","0,0"
0:55:38,"252,5",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
0:56:08,"1924,1","0,1",1,0,0,0,0,0,"0,1","1,0","0,0"
0:56:38,"251,6",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
0:57:08,"252,1",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
0:57:38,"251,9",0,1,0,0,0,0,0,"0,0","1,0","0,0"
0:58:08,"1926,7","0,1","1,2",0,0,0,0,0,"0,1","1,2","0,0"
0:58:38,"553,9",0,"2,2",0,0,0,0,0,"0,0","2,2","0,0"
0:59:08,"705,6",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
0:59:38,"253,1",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:00:08,4185,"0,5","1,3",0,0,0,0,0,"0,5","1,3","0,0"
1:00:38,"253,1",0,"2,4",0,0,0,0,0,"0,0","2,4","0,0"
1:01:08,"252,3",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
1:01:38,"252,2",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:02:08,"1929,4","0,1",1,0,0,0,0,0,"0,1","1,0","0,0"
1:02:38,"276,1",0,"1,9",0,0,0,0,0,"0,0","1,9","0,0"
1:03:08,"252,3",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:03:38,259,0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:04:08,"1927,2",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:04:38,252,0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
1:05:08,"1481,5","0,1","1,3",0,0,0,0,0,"0,1","1,3","0,0"
1:05:38,"251,8",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
1:06:08,"1933,2",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
1:06:38,"251,9",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
1:07:08,"252,8",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:07:38,"252,8",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
1:08:08,"1929,1",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:08:38,"251,5",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
1:09:08,"252,2",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:09:38,252,0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:10:08,3183,"0,1","1,1",0,0,0,0,0,"0,1","1,1","0,0"
1:10:38,"251,7",0,2,0,0,0,0,0,"0,0","2,0","0,0"
1:11:08,"252,5",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:11:38,"251,6",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:12:08,"1931,1","0,1","0,9",0,0,0,0,0,"0,1","0,9","0,0"
1:12:38,"252,2",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
1:13:08,"252,3","0,1","1,2",0,0,0,0,0,"0,1","1,2","0,0"
1:13:38,"252,4",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:14:08,"2378,5","0,1","1,7",0,0,0,0,0,"0,1","1,7","0,0"
1:14:38,"252,1",0,"2,1",0,0,0,0,0,"0,0","2,1","0,0"
1:15:08,"2298,6","0,2","1,1",0,0,0,0,0,"0,2","1,1","0,0"
1:15:38,253,0,2,0,0,0,0,0,"0,0","2,0","0,0"
1:16:08,"1931,2",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
1:16:38,"252,3",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
1:17:08,"252,5",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:17:38,"252,1",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
1:18:08,"1925,7",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:18:38,276,0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
1:19:08,"252,4",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
1:19:38,"253,3",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
1:20:08,"3173,4",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
1:20:38,252,0,2,0,0,0,0,0,"0,0","2,0","0,0"
1:21:08,"251,9",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:21:38,252,0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:22:08,"1930,6",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:22:38,"251,7",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
1:23:08,"5551,1","1,2","51,3",0,0,0,0,0,"1,2","51,3","0,0"
1:23:38,"269,1",0,"3,1",0,0,0,0,0,"0,0","3,1","0,0"
1:24:08,"1934,5",0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
1:24:38,"252,6",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
1:25:08,"1487,1","0,1","1,2",0,0,0,0,0,"0,1","1,2","0,0"
1:25:38,"252,3",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
1:26:08,"1848,9",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:26:38,"251,6",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
1:27:08,"251,6",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:27:38,"251,4",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:28:08,"1928,7",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
1:28:38,"252,6",0,"2,1",0,0,0,0,0,"0,0","2,1","0,0"
1:29:08,"702,1",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
1:29:38,"251,9",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:30:08,"4008,5","0,2","1,2",0,0,0,0,0,"0,2","1,2","0,0"
1:30:38,"250,7",0,"2,4",0,0,0,0,0,"0,0","2,4","0,0"
1:31:08,"251,5",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:31:38,"251,4",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:32:08,"1928,4",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:32:38,"250,8",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
1:33:08,"251,3",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
1:33:38,"251,4",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:34:08,"1930,3","0,1","1,1",0,0,0,0,0,"0,1","1,1","0,0"
1:34:38,"275,7",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
1:35:08,1476,0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:35:38,"252,7",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
1:36:08,"1929,2",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
1:36:38,"251,6",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
1:37:08,"251,3",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:37:38,251,0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:38:08,"1930,4","0,1","1,2",0,0,0,0,0,"0,1","1,2","0,0"
1:38:38,"251,8",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
1:39:08,"251,5",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
1:39:38,"251,7",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
1:40:08,"3174,2","0,1","1,3",0,0,0,0,0,"0,1","1,3","0,0"
1:40:38,"251,8",0,"1,9",0,0,0,0,0,"0,0","1,9","0,0"
1:41:08,"251,9",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:41:38,"251,8",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:42:08,"1929,3",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:42:38,"251,4",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
1:43:08,"251,1",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:43:38,"252,3","0,3","2,5",0,0,0,0,0,"0,3","2,5","0,0"
1:44:08,"1537,1","0,1","1,6",0,0,0,0,0,"0,1","1,6","0,0"
1:44:38,"251,1",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
1:45:08,"3127,7","0,1","1,4",0,0,0,0,0,"0,1","1,4","0,0"
1:45:38,"251,7",0,2,0,0,0,0,0,"0,0","2,0","0,0"
1:46:08,"1090,1","0,1","1,1",0,0,0,0,0,"0,1","1,1","0,0"
1:46:38,"251,4",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
1:47:08,"1083,8",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:47:38,"250,8",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
1:48:08,1084,"0,1",1,0,0,0,0,0,"0,1","1,0","0,0"
1:48:38,"251,1",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
1:49:08,"251,6",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:49:38,"251,5",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:50:08,"3168,3","0,1","1,4",0,0,0,0,0,"0,1","1,4","0,0"
1:50:38,"275,8",0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
1:51:08,"251,2",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
1:51:38,"252,9",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:52:08,"1929,2",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
1:52:38,"251,3",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
1:53:08,"2516,5",0,37,0,0,0,0,0,"0,0","37,0","0,0"
1:53:38,"3234,8",0,"17,7",0,0,0,0,0,"0,0","17,7","0,0"
1:54:08,"1926,3",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:54:38,"251,9",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
1:55:08,"1481,3","0,1","1,3",0,0,0,0,0,"0,1","1,3","0,0"
1:55:38,"250,8",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
1:56:08,"1928,5",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:56:38,251,0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
1:57:08,252,0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
1:57:38,"251,2",0,1,0,0,0,0,0,"0,0","1,0","0,0"
1:58:08,"1927,5","0,1",1,0,0,0,0,0,"0,1","1,0","0,0"
1:58:38,"542,1",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
1:59:08,"704,2",0,"2,4",0,0,0,0,0,"0,0","2,4","0,0"
1:59:38,"252,3",0,1,0,0,0,0,0,"0,0","1,0","0,0"
2:00:08,"4093,9","0,3","1,4",0,0,0,0,0,"0,3","1,4","0,0"
2:00:38,"251,1",0,"2,2",0,0,0,0,0,"0,0","2,2","0,0"
2:01:08,"251,9",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
2:01:38,251,0,1,0,0,0,0,0,"0,0","1,0","0,0"
2:02:08,"1927,1",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
2:02:38,"252,3",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
2:03:08,"251,6",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:03:38,"251,8",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
2:04:08,"1935,4","0,1","1,1",0,0,0,0,0,"0,1","1,1","0,0"
2:04:38,"251,4",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
2:05:08,1478,0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
2:05:38,"251,6",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
2:06:08,"2539,7",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
2:06:38,"275,6",0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
2:07:08,"251,5",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:07:38,"252,6",0,1,0,0,0,0,0,"0,0","1,0","0,0"
2:08:08,"1926,6","0,1","1,3",0,0,0,0,0,"0,1","1,3","0,0"
2:08:38,"250,9",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
2:09:08,"252,1",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:09:38,"251,2",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
2:10:08,"3174,5","0,1","1,2",0,0,0,0,0,"0,1","1,2","0,0"
2:10:38,"252,1",0,"1,9",0,0,0,0,0,"0,0","1,9","0,0"
2:11:08,"251,7",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:11:38,"251,6",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
2:12:08,"1930,3",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
2:12:38,"250,9",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
2:13:08,"251,4",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
2:13:38,"251,1",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
2:14:08,"2385,6",0,"2,2",0,0,0,0,0,"0,0","2,2","0,0"
2:14:38,"252,2",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
2:15:08,"2296,7","0,1","1,7",0,0,0,0,0,"0,1","1,7","0,0"
2:15:38,"251,3",0,2,0,0,0,0,0,"0,0","2,0","0,0"
2:16:08,"1929,7",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
2:16:38,"251,3",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
2:17:08,251,0,1,0,0,0,0,0,"0,0","1,0","0,0"
2:17:38,"251,1",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:18:08,"1924,3",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
2:18:38,251,0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
2:19:08,"251,5",0,1,0,0,0,0,0,"0,0","1,0","0,0"
2:19:38,"251,6",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:20:08,"3173,4","0,1","1,1",0,0,0,0,0,"0,1","1,1","0,0"
2:20:38,"251,8",0,2,0,0,0,0,0,"0,0","2,0","0,0"
2:21:08,213,0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
2:21:38,"211,7",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:22:08,1926,"0,1",1,0,0,0,0,0,"0,1","1,0","0,0"
2:22:38,"275,4",0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
2:23:08,"251,3",0,1,0,0,0,0,0,"0,0","1,0","0,0"
2:23:38,"5578,7","1,2","46,4",0,0,0,0,0,"1,2","46,4","0,0"
2:24:08,1946,0,"3,2",0,0,0,0,0,"0,0","3,2","0,0"
2:24:38,"251,1",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
2:25:08,"1476,9",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
2:25:38,"251,2",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
2:26:08,"1931,4","0,1",1,0,0,0,0,0,"0,1","1,0","0,0"
2:26:38,"251,2",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
2:27:08,"251,7",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
2:27:38,"251,1",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
2:28:08,"1927,5",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
2:28:38,"251,5","0,3","1,8",0,0,0,0,0,"0,3","1,8","0,0"
2:29:08,701,0,1,0,0,0,0,0,"0,0","1,0","0,0"
2:29:38,"252,9",0,"2,4",0,0,0,0,0,"0,0","2,4","0,0"
2:30:08,"3996,4","0,1","1,2",0,0,0,0,0,"0,1","1,2","0,0"
2:30:38,"251,1",0,"2,6",0,0,0,0,0,"0,0","2,6","0,0"
2:31:08,"251,6",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
2:31:38,"251,2",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:32:08,"1932,5","0,1","1,1",0,0,0,0,0,"0,1","1,1","0,0"
2:32:38,"251,2",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
2:33:08,251,0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
2:33:38,"250,9",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:34:08,"1921,1","0,1",1,0,0,0,0,0,"0,1","1,0","0,0"
2:34:38,"251,3",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
2:35:08,"1477,5",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
2:35:38,"251,8",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
2:36:08,"1087,9",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:36:38,"251,4",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
2:37:08,"1089,9",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
2:37:38,"250,9",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
2:38:08,"1089,9",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:38:38,"275,9",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
2:39:08,"251,4",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
2:39:38,"1089,5",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
2:40:08,"2326,5","0,1","1,5",0,0,0,0,0,"0,1","1,5","0,0"
2:40:38,251,0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
2:41:08,"251,2",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
2:41:38,"251,9",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
2:42:08,1921,0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
2:42:38,"250,8",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
2:43:08,"251,4",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:43:38,"252,3",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
2:44:08,"2378,6",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
2:44:38,251,0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
2:45:08,"2295,6",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
2:45:38,"251,6",0,2,0,0,0,0,0,"0,0","2,0","0,0"
