Company,Payment_Month,Series,Invoice,UUID,En NOI,CFDI issue date,Payment date,RFC Issuer,RFC Receiver,Recipient Name,CFDI withheld ISR,Subsidy Caused CFDI,Subsidy Delivered CFDI,Total CFDI Payment,Total NOI Payment,Difference,Payroll No.,Payroll Date,CFDI NOI Status
5,January,PAYROLL,3746,FF29A5C8-7B52-6E44-91D4-3F87D5E35EFF,,13/01/2022 08:35:33 a. m.,13/01/2022,,,,1228.52,0,0,0.00,"7,647.11",,1,15/01/2022,Stamping
5,January,PAYROLL,3747,E99A5529-8661-46A0-BE8D-A1FF8B78FA92,,13/01/2022 08:35:33 a. m.,13/01/2022,,,,2564.94,0,0,0.00,"12,216.87",,1,15/01/2022,Stamping
5,January,PAYROLL,3748,636A65ED-2F6E-4AD7-AB01-1420D377AE01,,13/01/2022 08:35:33 a. m.,13/01/2022,,,,1228.52,0,0,0.00,"7,647.46",,1,15/01/2022,Stamping
5,January,PAYROLL,3749,B9DDF56C-F5EC-4616-8746-98E46CCF57E3,,13/01/2022 08:35:33 a. m.,13/01/2022,,,,4453.47,0,0,0.00,"17,711.94",,1,15/01/2022,Stamping
5,January,PAYROLL,3750,FDBCD1C1-FF94-4552-8014-9157C31B60ED,,13/01/2022 08:35:33 a. m.,13/01/2022,,,,3161.11,0,0,0.00,"14,083.01",,1,15/01/2022,Stamping
5,January,PAYROLL,3751,6535518A-B80F-46CB-9AD5-457552BA0560,,13/01/2022 08:35:34 a. m.,13/01/2022,,,,1661.64,0,0,0.00,"9,183.51",,1,15/01/2022,Stamping
5,January,PAYROLL,3752,391532BD-E243-44D9-8DF6-82B7F371F895,,13/01/2022 08:35:34 a. m.,13/01/2022,,,,1228.52,0,0,0.00,"7,647.46",,1,15/01/2022,Stamping
5,January,PAYROLL,3753,F017F687-8F49-4779-8961-224C6EF6CDCE,,13/01/2022 08:35:34 a. m.,13/01/2022,,,,903.67,0,0,0.00,"6,481.87",,1,15/01/2022,Stamping
5,January,PAYROLL,3754,80097AE5-6D2F-40FE-ADD2-8538707EAC65,,13/01/2022 08:35:34 a. m.,13/01/2022,,,,903.67,0,0,0.00,"4,643.59",,1,15/01/2022,Stamping
5,January,PAYROLL,3755,8E715B0E-1A5B-4E09-87A8-580A88807BC8,,13/01/2022 08:35:34 a. m.,13/01/2022,,,,1157.87,0,0,0.00,"7,422.51",,1,15/01/2022,Stamping
5,January,PAYROLL,3756,C27103D9-F67B-477B-89F1-B7D484F22AF6,,13/01/2022 08:35:34 a. m.,13/01/2022,,,,1986.52,0,0,0.00,"10,321.60",,1,15/01/2022,Stamping
5,January,PAYROLL,3757,AE49DDF1-91EE-42E6-8C1D-3EEE9424F66D,,13/01/2022 08:35:35 a. m.,13/01/2022,,,,1986.52,0,0,0.00,"9,995.41",,1,15/01/2022,Stamping
5,January,PAYROLL,3758,273A69AA-0B7F-4716-B112-AB5B1F301E1D,,13/01/2022 08:35:35 a. m.,13/01/2022,,,,1228.52,0,0,0.00,"7,648.15",,1,15/01/2022,Stamping
5,January,PAYROLL,3759,BD7511F3-E90A-40A1-A9F8-6773B90C61BB,,13/01/2022 08:35:35 a. m.,13/01/2022,,,,33634.2,0,0,0.00,"76,964.23",,1,15/01/2022,Stamping
5,January,PAYROLL,3760,79CCAF8A-FA6A-40C7-8A93-2D05BA00B0EC,,13/01/2022 08:35:35 a. m.,13/01/2022,,,,970.55,0,0,0.00,"6,746.61",,1,15/01/2022,Stamping
5,January,PAYROLL,3761,88BABD01-C219-4F2D-892B-156FFDFDCB2E,,13/01/2022 08:35:35 a. m.,13/01/2022,,,,1878.21,0,0,0.00,"9,951.90",,1,15/01/2022,Stamping
5,January,PAYROLL,3762,5EF1017A-485D-42AA-9335-A89355DEB4D8,,13/01/2022 08:35:35 a. m.,13/01/2022,,,,427.98,0,0,0.00,"4,498.07",,1,15/01/2022,Stamping
5,January,PAYROLL,3763,C9632C81-7056-456E-B44A-2111E53E8476,,13/01/2022 08:35:36 a. m.,13/01/2022,,,,1228.52,0,0,0.00,"7,647.80",,1,15/01/2022,Stamping
5,January,PAYROLL,3764,AEBE0C87-CDCB-43E4-A168-0E93E68A35FB,,13/01/2022 08:35:36 a. m.,13/01/2022,,,,599.71,0,0,0.00,"5,309.45",,1,15/01/2022,Stamping
5,January,PAYROLL,3765,8EE07D2E-B016-42C8-BE5D-D56D462988C9,,13/01/2022 08:35:36 a. m.,13/01/2022,,,,599.71,0,0,0.00,"5,309.45",,1,15/01/2022,Stamping
5,January,PAYROLL,3766,04F6849F-B191-4A0D-8227-4D18205C693E,,13/01/2022 08:35:36 a. m.,13/01/2022,,,,903.67,0,0,0.00,"6,482.16",,1,15/01/2022,Stamping
5,January,PAYROLL,3767,A4C8CA43-C41E-4797-9A7F-1DC2C2F1332E,,13/01/2022 08:35:36 a. m.,13/01/2022,,,,1687.77,0,0,0.00,"10,624.04",,1,15/01/2022,Stamping
5,January,PAYROLL,3768,EB4A2E8F-AEA6-417E-A348-E0EE3D73259E,,13/01/2022 08:35:36 a. m.,13/01/2022,,,,599.71,0,0,0.00,"5,319.40",,1,15/01/2022,Stamping
5,January,PAYROLL,3769,CD1D9139-0BDB-409B-9B51-019091DA782A,,13/01/2022 08:35:37 a. m.,13/01/2022,,,,1661.64,0,0,0.00,"9,183.94",,1,15/01/2022,Stamping
5,January,PAYROLL,3770,097AE6BC-5376-3C46-B23E-8A81FFED4FDF,,13/01/2022 08:35:37 a. m.,13/01/2022,,,,959.87,0,0,0.00,"6,381.35",,1,15/01/2022,Stamping
5,January,PAYROLL,3771,96A905A9-626E-41C9-9086-F6749DD51207,,13/01/2022 08:35:37 a. m.,13/01/2022,,,,3161.08,0,0,0.00,"14,083.57",,1,15/01/2022,Stamping
5,January,PAYROLL,3772,3E95CE06-0DBE-468C-B2E1-7F8371166C64,,13/01/2022 08:35:37 a. m.,13/01/2022,,,,1228.52,0,0,0.00,"7,054.89",,1,15/01/2022,Stamping
5,January,PAYROLL,3773,BA4D19AA-2D5C-4FD0-B6C8-A801D3C05A7A,,13/01/2022 08:35:37 a. m.,13/01/2022,,,,1006.43,0,0,0.00,"6,847.13",,1,15/01/2022,Stamping
5,January,PAYROLL,3774,07611E0E-94C5-4325-8F08-795DDC90E8A3,,13/01/2022 08:35:37 a. m.,13/01/2022,,,,942.12,0,0,0.00,"6,630.21",,1,15/01/2022,Stamping
5,January,PAYROLL,3775,14C340BA-ADFB-485E-B29A-ADACE42F2353,,13/01/2022 08:35:38 a. m.,13/01/2022,,,,1499.25,0,0,0.00,"9,633.13",,1,15/01/2022,Stamping
5,January,PAYROLL,3776,7A628575-44BA-4BEC-B056-842BF7E387ED,,13/01/2022 08:35:38 a. m.,13/01/2022,,,,1234.56,0,0,0.00,"7,704.46",,1,15/01/2022,Stamping
5,January,PAYROLL,3777,72BCCF97-0883-4EB5-8D32-4A7B6C391F91,,13/01/2022 08:35:38 a. m.,13/01/2022,,,,3161.11,0,0,0.00,"14,080.23",,1,15/01/2022,Stamping
5,January,PAYROLL,3778,11358FCA-6969-4DDB-8414-AB067BB67770,,13/01/2022 08:35:38 a. m.,13/01/2022,,,,3161.11,0,0,0.00,"14,083.69",,1,15/01/2022,Stamping
5,January,PAYROLL,3779,4C8A5CDD-3845-42D2-8349-93C689091E00,,13/01/2022 08:35:38 a. m.,13/01/2022,,,,2564.94,0,0,0.00,"12,218.61",,1,15/01/2022,Refused
5,January,PAYROLL,3780,26628ACD-BCE8-4C54-B2E4-FA492B9B77A9,,13/01/2022 08:35:38 a. m.,13/01/2022,,,,26739.74,0,0,0.00,"63,580.86",,1,15/01/2022,Stamping
5,January,PAYROLL,3781,21A08264-7467-4064-832A-129AD951CD6D,,13/01/2022 08:35:39 a. m.,13/01/2022,,,,1256.77,0,0,0.00,"7,763.17",,1,15/01/2022,Stamping
5,January,PAYROLL,3782,4CA137A9-41C8-41F5-B53F-9829299E88F9,,13/01/2022 08:35:39 a. m.,13/01/2022,,,,631.97,0,0,0.00,"5,033.11",,1,15/01/2022,Stamping
5,January,PAYROLL,3783,DC05C361-1311-47C2-94B7-47925E129E09,,13/01/2022 08:35:39 a. m.,13/01/2022,,,,660.1,0,0,0.00,"5,594.41",,1,15/01/2022,Stamping
5,January,PAYROLL,3784,4359F6E9-4FAA-45CB-AA42-394B6B2C7AC9,,13/01/2022 08:35:39 a. m.,13/01/2022,,,,1157.66,0,0,0.00,"7,430.09",,1,15/01/2022,Stamping
5,January,PAYROLL,3785,85101F70-70C7-42FF-8AED-86526CFB8B37,,13/01/2022 08:35:39 a. m.,13/01/2022,,,,903.67,0,0,0.00,"6,496.28",,1,15/01/2022,Stamping
5,January,PAYROLL,3786,8E671F63-F8DA-4985-A53D-CCC8EF166B49,,13/01/2022 08:35:39 a. m.,13/01/2022,,,,4213.9,0,0,0.00,"17,175.68",,1,15/01/2022,Stamping
5,January,PAYROLL,3787,D6CCED3B-68D9-45A8-B5DF-99DFE5F18B5E,,13/01/2022 09:06:50 a. m.,07/01/2022,,,,10255.69,0,0,0.00,"40,639.35",,1,15/01/2022,Stamping
5,January,PAYROLL,3788,4C0598CF-F304-4003-9141-3C56575E3FFB,,13/01/2022 09:07:21 a. m.,13/01/2022,,,,513.84,0,0,0.00,"4,379.12",,1,15/01/2022,Stamping
5,January,PAYROLL,3789,42E578E1-1CE6-4ADB-9177-CCB0B20F2047,,28/01/2022 08:24:19 a. m.,28/01/2022,,,,428,0,0,0.00,"4,510.65",,2,31/01/2022,Stamping
5,January,PAYROLL,3790,4527C21F-01A4-4DEE-80D2-4086BBBA41B3,,28/01/2022 08:24:19 a. m.,28/01/2022,,,,1328.97,0,0,0.00,"8,020.91",,2,31/01/2022,Stamping
5,January,PAYROLL,3791,0CB7D129-D0AC-42B7-811A-C310CCDEAFD6,,28/01/2022 08:24:19 a. m.,28/01/2022,,,,16398.08,0,0,0.00,"43,505.92",,2,31/01/2022,Stamping
5,January,PAYROLL,3792,7C977890-37B3-4B08-85BE-3B02D51C0267,,28/01/2022 08:24:19 a. m.,28/01/2022,,,,6734.71,0,0,0.00,"22,810.25",,2,31/01/2022,Stamping
5,January,PAYROLL,3793,105F23AB-CB6D-4E15-80F3-3277F7E3F6E9,,28/01/2022 08:24:19 a. m.,28/01/2022,,,,6734.71,0,0,0.00,"22,811.40",,2,31/01/2022,Stamping
5,January,PAYROLL,3794,92D3F181-1369-4013-AC40-43ED989278F5,,28/01/2022 08:24:19 a. m.,28/01/2022,,,,8255.56,0,0,0.00,"26,301.37",,2,31/01/2022,Stamping
5,January,PAYROLL,3795,6E96163A-4C82-44BE-A8C4-C4C3FC714EDB,,28/01/2022 08:24:20 a. m.,28/01/2022,,,,7038.88,0,0,0.00,"23,494.00",,2,31/01/2022,Stamping
5,January,PAYROLL,3796,7CF8D84F-C98B-444D-8488-26289BF6D93F,,28/01/2022 08:24:20 a. m.,28/01/2022,,,,8255.56,0,0,0.00,"26,301.37",,2,31/01/2022,Stamping
5,January,PAYROLL,3797,F9DA12E9-E92D-3546-9494-8A2C18E58AE3,,28/01/2022 08:24:20 a. m.,28/01/2022,,,,9460.79,0,0,0.00,"29,113.57",,2,31/01/2022,Stamping
5,January,PAYROLL,3798,68DE7A2C-10CB-4695-A2A5-A4B45DC57AB4,,28/01/2022 08:24:20 a. m.,28/01/2022,,,,7495.14,0,0,0.00,"24,527.03",,2,31/01/2022,Stamping
5,January,PAYROLL,3799,56A44F95-8AB2-4760-8E99-55A2D9292BDC,,28/01/2022 08:24:20 a. m.,28/01/2022,,,,7495.14,0,0,0.00,"22,195.31",,2,31/01/2022,Stamping
5,January,PAYROLL,3800,E7EB33FB-5EAA-41D0-BD9B-DF646E94ED34,,28/01/2022 08:24:20 a. m.,28/01/2022,,,,2564.93,0,0,0.00,"9,435.10",,2,31/01/2022,Stamping
5,January,PAYROLL,3801,78E8B85D-18D1-4972-88F1-4EC82603ABD5,,28/01/2022 08:24:21 a. m.,28/01/2022,,,,428,0,0,0.00,"3,453.88",,2,31/01/2022,Stamping
5,January,PAYROLL,3802,460A9FD5-A6B3-4F10-832B-405243799508,,28/01/2022 08:24:21 a. m.,28/01/2022,,,,1878.22,0,0,0.00,"6,507.57",,2,31/01/2022,Stamping
5,January,PAYROLL,3803,D997F9BE-F593-45A7-B89F-6928C64E154F,,28/01/2022 08:24:21 a. m.,28/01/2022,,,,8125.72,0,0,0.00,"27,989.83",,2,31/01/2022,Stamping
5,January,PAYROLL,3804,32490521-21C6-4DC8-8A01-714C9BAC5E4A,,28/01/2022 08:24:21 a. m.,28/01/2022,,,,2564.93,0,0,0.00,"12,216.30",,2,31/01/2022,Stamping
5,January,PAYROLL,3805,49DD5423-E46B-4913-8EC2-A9FB32BA01C6,,28/01/2022 08:24:21 a. m.,28/01/2022,,,,1345.99,0,0,0.00,"8,066.87",,2,31/01/2022,Stamping
5,January,PAYROLL,3806,22D87993-1D57-420D-ABC4-2A6B0B52CD01,,28/01/2022 08:24:21 a. m.,28/01/2022,,,,1489.74,0,0,0.00,"8,581.15",,2,31/01/2022,Stamping
5,January,PAYROLL,3807,8E970D1D-29C6-4C33-ACBB-3D0FB839507E,,28/01/2022 08:24:22 a. m.,28/01/2022,,,,2098.47,0,0,0.00,"10,737.60",,2,31/01/2022,Stamping
5,January,PAYROLL,3808,3F042341-9E20-48E6-969F-CA74CEC48D5E,,28/01/2022 08:24:22 a. m.,28/01/2022,,,,427.98,0,0,0.00,"4,497.50",,2,31/01/2022,Stamping
5,January,PAYROLL,3809,48048CD4-B3D4-42A8-A3FC-A90F8789FEF8,,28/01/2022 08:24:22 a. m.,28/01/2022,,,,1097.21,0,0,0.00,"7,185.97",,2,31/01/2022,Stamping
5,January,PAYROLL,3810,226EC26E-2C48-4CAF-A5CD-9EEF077A0A06,,28/01/2022 08:24:22 a. m.,28/01/2022,,,,2134.83,0,0,0.00,"10,864.54",,2,31/01/2022,Stamping
5,January,PAYROLL,3811,884A21AD-5815-4CED-B88D-DF2108627FCA,,28/01/2022 08:24:22 a. m.,28/01/2022,,,,795.39,0,0,0.00,"6,111.29",,2,31/01/2022,Stamping
5,January,PAYROLL,3812,A0916717-82BA-4F3F-BD23-AC7F07F20889,,28/01/2022 08:24:22 a. m.,28/01/2022,,,,876.99,0,0,0.00,"6,365.51",,2,31/01/2022,Stamping
5,January,PAYROLL,3813,7FEF1BF5-6359-4162-AD8B-C9FD4DCCCF69,,28/01/2022 08:24:23 a. m.,28/01/2022,,,,1228.51,0,0,0.00,"7,625.48",,2,31/01/2022,Stamping
5,January,PAYROLL,3814,E0F1D7F9-BB0E-4AF9-9AED-447A8C3FDDBB,,28/01/2022 08:24:23 a. m.,28/01/2022,,,,1661.63,0,0,0.00,"9,182.68",,2,31/01/2022,Stamping
5,January,PAYROLL,3815,3DF24555-4852-4C1D-A155-533FDD98C85B,,28/01/2022 08:24:23 a. m.,28/01/2022,,,,3518.81,0,0,0.00,"13,920.42",,2,31/01/2022,Stamping
5,January,PAYROLL,3816,1CF118D3-BFD7-451E-A6C3-08C60507A21F,,28/01/2022 08:24:23 a. m.,28/01/2022,,,,1519.71,0,0,0.00,"8,711.71",,2,31/01/2022,Stamping
5,January,PAYROLL,3817,F73F3B70-45CE-E64A-A916-F4732F1EEEE8,,28/01/2022 08:24:23 a. m.,28/01/2022,,,,1228.51,0,0,0.00,"7,647.12",,2,31/01/2022,Stamping
5,January,PAYROLL,3818,C130C5BA-E427-45A0-85F8-54E93253BE44,,28/01/2022 08:24:24 a. m.,28/01/2022,,,,2564.93,0,0,0.00,"12,216.88",,2,31/01/2022,Earring
5,January,PAYROLL,3819,50243AED-1540-49EF-8F25-2C1D43B45A2F,,28/01/2022 08:24:24 a. m.,28/01/2022,,,,1228.51,0,0,0.00,"7,647.47",,2,31/01/2022,Stamping
5,January,PAYROLL,3820,E473D0DE-0D9C-4207-8C98-8A64D143708F,,28/01/2022 08:24:24 a. m.,28/01/2022,,,,4453.46,0,0,0.00,"17,711.95",,2,31/01/2022,Stamping
5,January,PAYROLL,3821,748CC523-ACF5-456C-BD90-CBF61CBA9DFB,,28/01/2022 08:24:24 a. m.,28/01/2022,,,,3161.11,0,0,0.00,"14,083.01",,2,31/01/2022,Stamping
5,January,PAYROLL,3822,7008252F-B5EB-4189-AD26-D7A22A950462,,28/01/2022 08:24:24 a. m.,28/01/2022,,,,1661.63,0,0,0.00,"9,183.52",,2,31/01/2022,Stamping
5,January,PAYROLL,3823,31903C36-0BFD-44A7-9343-8EAEBBE74481,,28/01/2022 08:24:24 a. m.,28/01/2022,,,,1228.51,0,0,0.00,"7,647.47",,2,31/01/2022,Stamping
5,January,PAYROLL,3824,097ABE23-1BC9-4F5A-93AC-56D130C9D96A,,28/01/2022 08:24:25 a. m.,28/01/2022,,,,903.66,0,0,0.00,"6,481.88",,2,31/01/2022,Stamping
5,January,PAYROLL,3825,52674442-6496-41F0-9ED7-9AD12A491F9F,,28/01/2022 08:24:25 a. m.,28/01/2022,,,,903.66,0,0,0.00,"4,658.60",,2,31/01/2022,Stamping
5,January,PAYROLL,3826,BF2DFCD2-2EB1-4D37-A3B0-46EB58DB9BDF,,28/01/2022 08:24:25 a. m.,28/01/2022,,,,1010.92,0,0,0.00,"6,881.46",,2,31/01/2022,Stamping
5,January,PAYROLL,3827,95EBC0EA-EE74-4F11-9AAA-7166937A09A5,,28/01/2022 08:24:25 a. m.,28/01/2022,,,,1986.51,0,0,0.00,"10,321.61",,2,31/01/2022,Stamping
5,January,PAYROLL,3828,EE0985BD-72C0-4EB2-83E5-EE3186CDD018,,28/01/2022 08:24:25 a. m.,28/01/2022,,,,1986.51,0,0,0.00,"9,995.42",,2,31/01/2022,Stamping
5,January,PAYROLL,3829,F1FD2590-BBB8-4410-8E31-1BA6833903DE,,28/01/2022 08:24:25 a. m.,28/01/2022,,,,1228.51,0,0,0.00,"8,847.81",,2,31/01/2022,Stamping
5,January,PAYROLL,3830,D15B8B06-F7D5-4924-9267-A2CEF18CB017,,28/01/2022 08:24:26 a. m.,28/01/2022,,,,33634.18,0,0,0.00,"76,964.25",,2,31/01/2022,Stamping
5,January,PAYROLL,3831,58056DBD-15B2-4072-99D5-B149B53AD584,,28/01/2022 08:24:26 a. m.,28/01/2022,,,,795.39,0,0,0.00,"6,101.77",,2,31/01/2022,Stamping
5,January,PAYROLL,3832,75BB1FFE-DD1D-48DA-900B-BC1FF7681B5A,,28/01/2022 08:24:26 a. m.,28/01/2022,,,,1878.22,0,0,0.00,"9,951.89",,2,31/01/2022,Stamping
5,January,PAYROLL,3833,5F2D1D60-402F-4F91-BA1F-6DBA96B1C125,,28/01/2022 08:24:26 a. m.,28/01/2022,,,,427.98,0,0,0.00,"4,498.07",,2,31/01/2022,Stamping
5,January,PAYROLL,3834,5C5B28C1-D220-4CFA-A878-C3DB7DDFE9E0,,28/01/2022 08:24:26 a. m.,28/01/2022,,,,1228.51,0,0,0.00,"7,647.81",,2,31/01/2022,Stamping
5,January,PAYROLL,3835,69587220-3E3D-47C5-ADB0-7F469DBE1AA9,,28/01/2022 08:24:26 a. m.,28/01/2022,,,,599.71,0,0,0.00,"5,309.45",,2,31/01/2022,Stamping
5,January,PAYROLL,3836,B5D04568-D286-4011-815D-01968C648C89,,28/01/2022 08:24:27 a. m.,28/01/2022,,,,599.71,0,0,0.00,"5,309.45",,2,31/01/2022,Stamping
5,January,PAYROLL,3837,DF41D80E-1221-48E2-8062-486ED762C8A9,,28/01/2022 08:24:27 a. m.,28/01/2022,,,,903.66,0,0,0.00,"6,482.17",,2,31/01/2022,Stamping
5,January,PAYROLL,3838,8464C1D8-AC4D-4D88-9327-9D9562E874B6,,28/01/2022 08:24:27 a. m.,28/01/2022,,,,1661.64,0,0,0.00,"9,183.51",,2,31/01/2022,Stamping
5,January,PAYROLL,3839,8483A9A0-8A6C-45E0-B67C-28E0235C7753,,28/01/2022 08:24:27 a. m.,28/01/2022,,,,635.91,0,0,0.00,"5,485.20",,2,31/01/2022,Stamping
5,January,PAYROLL,3840,A9000D7A-FB97-4A68-A93E-D923354FD629,,28/01/2022 08:24:27 a. m.,28/01/2022,,,,1661.63,0,0,0.00,"9,183.95",,2,31/01/2022,Stamping
5,January,PAYROLL,3841,D3981CAC-9B3C-46F8-B2E1-A70FCD269F80,,28/01/2022 08:24:27 a. m.,28/01/2022,,,,1190.12,0,0,0.00,"7,229.10",,2,31/01/2022,Stamping
5,January,PAYROLL,3842,8175C98B-1287-46C5-BFBC-E40D4753C9B6,,28/01/2022 08:24:28 a. m.,28/01/2022,,,,3161.07,0,0,0.00,"14,083.58",,2,31/01/2022,Stamping
5,January,PAYROLL,3843,B30E32ED-3BBA-4F8B-8CB5-10DD01E067B3,,28/01/2022 08:24:28 a. m.,28/01/2022,,,,1228.51,0,0,0.00,"7,069.90",,2,31/01/2022,Stamping
5,January,PAYROLL,3844,C8AE2E88-02F4-47CB-A3DE-291DE9776CBB,,28/01/2022 08:24:28 a. m.,28/01/2022,,,,953.89,0,0,0.00,"6,653.67",,2,31/01/2022,Stamping
5,January,PAYROLL,3845,62AD489D-EEC3-47A2-93D8-3BB275BEC1CD,,28/01/2022 08:24:28 a. m.,28/01/2022,,,,946.81,0,0,0.00,"6,647.52",,2,31/01/2022,Stamping
5,January,PAYROLL,3846,C711EB68-8A13-4BD7-B14B-96B820B63541,,28/01/2022 08:24:28 a. m.,28/01/2022,,,,1499.24,0,0,0.00,"8,608.13",,2,31/01/2022,Stamping
