16,LOMAS DE ZAMORA," $  1,615,400.00 "," $  1,079,980.65 "," $  7,077,671.70 "," $  6,755,959.35 "," $  13,519,218.30 "," $  12,231,673.70 "," $  6,437,723.00 "," $  1,594,943.00 "," $  12,875,446.00 "," $  12,875,446.00 "," $  12,875,446.00 "," $  13,519,218.30 "," $  6,437,723.00 "," $  535,600.00 "
17,MALVINAS ARGENTINAS," $  924,345.00 "," $  600,373.35 "," $  2,911,297.40 "," $  2,778,965.70 "," $  5,598,705.00 "," $  4,798,890.00 "," $  2,666,050.00 "," $  712,278.00 "," $  5,332,100.00 "," $  5,332,100.00 "," $  5,332,100.00 "," $  5,598,705.00 "," $  2,666,050.00 "," $  550,494.00 "
18,MERLO," $  1,152,510.00 "," $  759,250.10 "," $  5,738,034.50 "," $  5,477,214.75 "," $  10,954,429.50 "," $  9,911,150.50 "," $  5,216,395.00 "," $  876,159.00 "," $  10,432,790.00 "," $  10,432,790.00 "," $  10,432,790.00 "," $  10,954,429.50 "," $  5,216,395.00 "," $  800,412.00 "
19,MORENO ," $  1,316,715.00 "," $  855,222.45 "," $  5,871,630.60 "," $  5,604,738.30 "," $  11,209,476.60 "," $  10,141,907.40 "," $  5,337,846.00 "," $  971,460.00 "," $  10,675,692.00 "," $  10,675,692.00 "," $  9,608,122.80 "," $  11,209,476.60 "," $  5,337,846.00 "," $  708,246.00 "
20,MORON," $  108,445.00 "," $  70,436.35 "," $  1,778,209.40 "," $  1,697,381.70 "," $  3,421,458.60 "," $  3,095,605.40 "," $  1,629,266.00 "," $  80,530.00 "," $  3,258,532.00 "," $  3,258,532.00 "," $  3,095,605.40 "," $  3,421,458.60 "," $  1,629,266.00 "," $  73,584.00 "
21,PRESIDENTE PERON," $  605,570.00 "," $  393,325.10 "," $  1,353,766.70 "," $  1,302,471.45 "," $  2,604,942.90 "," $  2,356,853.10 "," $  1,240,449.00 "," $  208,530.00 "," $  2,480,898.00 "," $  2,480,898.00 "," $  2,356,853.10 "," $  2,480,898.00 "," $  1,240,449.00 "," $  225,288.00 "
22,QUILMES," $  1,401,175.00 "," $  910,080.25 "," $  6,110,751.90 "," $  5,832,990.45 "," $  11,665,980.90 "," $  10,554,935.10 "," $  5,555,229.00 "," $  443,268.00 "," $  11,110,458.00 "," $  11,161,460.00 "," $  11,161,460.00 "," $  11,719,533.00 "," $  5,580,730.00 "," $  802,620.00 "
23,SAN FERNANDO," $  414,510.00 "," $  256,490.70 "," $  1,499,267.00 "," $  1,536,214.05 "," $  3,072,428.10 "," $  2,779,815.90 "," $  1,463,061.00 "," $  256,788.00 "," $  2,926,122.00 "," $  2,779,815.90 "," $  2,779,815.90 "," $  3,072,428.10 "," $  1,463,061.00 "," $  242,802.00 "
24,SAN ISIDRO," $  83,640.00 "," $  58,638.60 "," $  1,325,512.10 "," $  1,265,261.55 "," $  2,530,523.10 "," $  2,289,520.90 "," $  1,205,011.00 "," $  75,841.00 "," $  2,410,022.00 "," $  2,410,022.00 "," $  2,410,022.00 "," $  2,530,523.10 "," $  1,205,011.00 "," $  81,106.00 "
25,SAN MIGUEL," $  374,535.00 "," $  243,265.05 "," $  2,345,586.10 "," $  2,246,318.55 "," $  4,492,637.10 "," $  4,193,193.60 "," $  2,206,944.00 "," $  288,036.00 "," $  4,414,046.00 "," $  4,193,343.70 "," $  4,414,046.00 "," $  4,414,046.00 "," $  2,207,023.00 "," $  296,478.00 "
26,SAN VICENTE," $  495,280.00 "," $  321,690.40 "," $  1,374,399.40 "," $  1,249,454.00 "," $  2,623,853.40 "," $  2,373,962.60 "," $  1,249,454.00 "," $  221,760.00 "," $  2,498,908.00 "," $  2,498,908.00 "," $  2,522,508.00 "," $  2,648,633.40 "," $  1,261,254.00 "," $  349,524.00 "
27,TIGRE," $  1,008,395.00 "," $  654,964.85 "," $  3,487,048.40 "," $  3,328,546.20 "," $  6,808,412.10 "," $  6,159,991.90 "," $  3,242,101.00 "," $  861,714.00 "," $  6,484,202.00 "," $  6,484,202.00 "," $  6,484,202.00 "," $  6,808,412.10 "," $  3,242,101.00 "," $  674,226.00 "
28,TRES DE FEBRERO ," $  390,115.00 "," $  260,059.95 "," $  2,085,600.00 "," $  2,095,201.50 "," $  4,190,403.00 "," $  3,791,317.00 "," $  1,995,430.00 "," $  10,455.00 "," $  3,990,860.00 "," $  3,990,860.00 "," $  3,990,860.00 "," $  4,190,403.00 "," $  1,995,430.00 "," $  126,126.00 "
29,VICENTE LOPEZ," $  125,665.00 "," $  81,620.95 "," $  626,379.60 "," $  597,907.80 "," $  1,195,815.60 "," $  1,081,928.40 "," $  569,436.00 "," $  23,688.00 "," $  1,458,618.00 "," $  1,458,618.00 "," $  1,458,618.00 "," $  1,531,548.90 "," $  729,309.00 "," $  77,238.00 "
30,ADOLFO ALSINA," $  50,245.50 "," $  34,352.70 "," $  285,950.50 "," $  272,820.45 "," $  562,233.00 "," $  514,079.20 "," $  270,568.00 "," $  30,958.20 "," $  541,136.00 "," $  541,136.00 "," $  541,136.00 "," $  568,192.80 "," $  270,568.00 "," $  30,366.00 "
31,ALBERTI," $  30,750.00 "," $  19,972.50 "," $  165,988.90 "," $  158,443.95 "," $  374,310.30 "," $  320,837.40 "," $  178,243.00 "," $  17,892.00 "," $  356,486.00 "," $  356,486.00 "," $  338,661.70 "," $  374,310.30 "," $  178,243.00 "," $  20,286.00 "
32,ARRECIFES," $  33,210.00 "," $  21,570.30 "," $  418,954.80 "," $  399,911.40 "," $  799,822.80 "," $  723,649.20 "," $  380,868.00 "," $  36,792.00 "," $  809,582.00 "," $  817,142.00 "," $  776,284.90 "," $  857,999.10 "," $  408,571.00 "," $  26,712.00 "
33,AYACUCHO," $  34,440.00 "," $  20,647.20 "," $  199,903.00 "," $  190,816.50 "," $  381,633.00 "," $  327,114.00 "," $  181,730.00 "," $  17,872.00 "," $  363,460.00 "," $  363,460.00 "," $  363,460.00 "," $  381,633.00 "," $  181,730.00 "," $  28,460.00 "
34,AZUL," $  120,130.00 "," $  83,777.10 "," $  561,900.90 "," $  536,359.95 "," $  1,072,719.90 "," $  970,556.10 "," $  510,819.00 "," $  73,332.00 "," $  1,021,638.00 "," $  1,021,638.00 "," $  970,556.10 "," $  1,072,719.90 "," $  510,819.00 "," $  80,920.00 "
35,BAHIA BLANCA," $  167,280.00 "," $  108,650.40 "," $  1,905,076.80 "," $  1,731,888.00 "," $  3,636,964.80 "," $  3,290,587.20 "," $  1,731,888.00 "," $  98,406.00 "," $  3,463,776.00 "," $  3,463,776.00 "," $  3,463,776.00 "," $  3,635,620.80 "," $  1,731,248.00 "," $  62,244.00 "
36,BALCARCE," $  53,095.00 "," $  34,485.85 "," $  353,548.80 "," $  337,478.40 "," $  674,956.80 "," $  610,675.20 "," $  321,408.00 "," $  18,774.00 "," $  610,675.20 "," $  642,816.00 "," $  642,816.00 "," $  674,956.80 "," $  321,408.00 "," $  34,650.00 "
37,BARADERO," $  31,775.00 "," $  27,057.00 "," $  250,296.20 "," $  238,919.10 "," $  477,838.20 "," $  432,329.80 "," $  227,542.00 "," $  6,804.00 "," $  455,084.00 "," $  455,084.00 "," $  457,296.00 "," $  480,160.80 "," $  228,648.00 "," $  15,828.00 "
38,BENITO JUAREZ," $  95,940.00 "," $  62,314.20 "," $  290,648.60 "," $  277,437.30 "," $  554,874.60 "," $  502,029.40 "," $  264,226.00 "," $  65,646.00 "," $  528,452.00 "," $  528,452.00 "," $  502,029.40 "," $  554,874.60 "," $  264,226.00 "," $  49,140.00 "
39,BOLIVAR," $  64,780.00 "," $  54,810.20 "," $  438,029.55 "," $  438,029.55 "," $  936,660.90 "," $  855,560.50 "," $  450,295.00 "," $  84,875.00 "," $  900,590.00 "," $  904,912.00 "," $  859,666.40 "," $  904,912.00 "," $  452,456.00 "," $  81,485.00 "
40,BRAGADO," $  66,830.00 "," $  43,406.90 "," $  454,597.00 "," $  433,933.50 "," $  867,867.00 "," $  785,213.00 "," $  413,270.00 "," $  98,154.00 "," $  815,379.30 "," $  858,294.00 "," $  815,379.30 "," $  901,208.70 "," $  429,147.00 "," $  71,946.00 "
41,CAMPANA," $  66,010.00 "," $  42,874.30 "," $  967,676.60 "," $  923,691.30 "," $  1,836,691.50 "," $  1,661,768.50 "," $  787,153.50 "," $  41,580.00 "," $  1,749,230.00 "," $  1,749,230.00 "," $  1,749,230.00 "," $  1,836,691.50 "," $  874,615.00 "," $  36,162.00 "
42,CAÑUELAS," $  291,735.50 "," $  199,458.70 "," $  835,883.40 "," $  797,888.70 "," $  1,595,857.20 "," $  1,443,870.80 "," $  759,932.00 "," $  134,568.00 "," $  1,519,864.00 "," $  1,519,864.00 "," $  1,621,412.00 "," $  1,702,482.60 "," $  810,706.00 "," $  154,980.00 "
43,CAPITAN SARMIENTO," $  68,265.00 "," $  44,338.95 "," $  268,296.60 "," $  277,880.40 "," $  555,760.80 "," $  469,463.40 "," $  260,813.00 "," $  42,084.00 "," $  521,626.00 "," $  521,626.00 "," $  521,626.00 "," $  521,626.00 "," $  260,813.00 "," $  40,950.00 "
44,CARLOS CASARES," $  34,665.50 "," $  23,700.70 "," $  340,286.10 "," $  324,818.55 "," $  649,637.10 "," $  582,978.90 "," $  306,831.00 "," $  33,516.00 "," $  613,662.00 "," $  613,662.00 "," $  613,662.00 "," $  644,345.10 "," $  306,831.00 "," $  33,264.00 "
45,CARLOS TEJEDOR," $  92,045.00 "," $  68,719.25 "," $  257,796.00 "," $  246,078.00 "," $  496,274.10 "," $  449,009.90 "," $  236,321.00 "," $  46,633.00 "," $  472,642.00 "," $  449,009.90 "," $  472,642.00 "," $  509,770.80 "," $  242,748.00 "," $  58,431.00 "
46,CARMEN DE ARECO," $  82,615.00 "," $  53,659.45 "," $  218,870.30 "," $  208,921.65 "," $  417,843.30 "," $  378,048.70 "," $  198,973.00 "," $  53,172.00 "," $  397,946.00 "," $  378,048.70 "," $  434,186.00 "," $  455,895.30 "," $  217,093.00 "," $  37,296.00 "
47,CASTELLI," $  32,185.00 "," $  20,904.55 "," $  137,910.30 "," $  131,641.65 "," $  291,776.10 "," $  271,793.10 "," $  143,049.00 "," $  23,562.00 "," $  257,488.20 "," $  286,098.00 "," $  286,098.00 "," $  300,402.90 "," $  143,049.00 "," $  22,554.00 "
48,CHACABUCO," $  46,740.00 "," $  30,358.20 "," $  316,465.60 "," $  302,080.80 "," $  604,161.60 "," $  546,622.40 "," $  287,696.00 "," $  42,462.00 "," $  563,475.40 "," $  593,132.00 "," $  593,132.00 "," $  622,788.60 "," $  296,566.00 "," $  48,258.00 "
49,CHASCOMUS," $  152,520.00 "," $  99,063.60 "," $  620,159.10 "," $  591,970.05 "," $  1,149,610.00 "," $  1,092,129.50 "," $  574,805.00 "," $  29,610.00 "," $  1,149,610.00 "," $  1,149,610.00 "," $  1,149,610.00 "," $  1,207,090.50 "," $  574,805.00 "," $  86,814.00 "
50,CHIVILCOY," $  187,780.00 "," $  121,965.40 "," $  653,161.30 "," $  623,472.15 "," $  1,246,944.30 "," $  1,218,502.30 "," $  641,317.00 "," $  136,137.00 "," $  1,282,634.00 "," $  1,282,634.00 "," $  1,282,634.00 "," $  1,346,765.70 "," $  641,317.00 "," $  79,506.00 "
51,COLON," $  68,060.00 "," $  44,205.80 "," $  230,645.80 "," $  220,161.90 "," $  472,974.60 "," $  427,929.40 "," $  225,226.00 "," $  10,962.00 "," $  450,452.00 "," $  450,452.00 "," $  427,929.40 "," $  472,974.60 "," $  225,226.00 "," $  21,672.00 "
52,CORONEL BRANDSEN," $  167,895.00 "," $  122,246.80 "," $  432,230.70 "," $  412,583.85 "," $  877,478.70 "," $  794,203.80 "," $  418,002.00 "," $  61,865.00 "," $  836,162.00 "," $  836,162.00 "," $  794,353.90 "," $  877,970.10 "," $  418,081.00 "," $  49,689.00 "
53,CORONEL DORREGO," $  27,060.00 "," $  19,732.50 "," $  163,935.20 "," $  156,483.60 "," $  312,967.20 "," $  283,160.80 "," $  149,032.00 "," $  18,600.00 "," $  298,064.00 "," $  329,486.00 "," $  329,486.00 "," $  345,960.30 "," $  164,743.00 "," $  5,166.00 "
54,CORONEL PRINGLES," $  20,295.00 "," $  13,181.85 "," $  216,205.00 "," $  206,377.50 "," $  412,755.00 "," $  373,445.00 "," $  196,550.00 "," $  19,782.00 "," $  373,445.00 "," $  393,100.00 "," $  393,100.00 "," $  412,755.00 "," $  196,550.00 "," $  17,388.00 "
55,CORONEL ROSALES," $  38,745.00 "," $  25,165.35 "," $  629,762.10 "," $  601,136.55 "," $  1,145,022.00 "," $  1,120,604.80 "," $  589,792.00 "," $  29,988.00 "," $  1,179,584.00 "," $  1,179,584.00 "," $  1,179,584.00 "," $  1,238,563.20 "," $  589,792.00 "," $  22,050.00 "
56,CORONEL SUAREZ," $  51,455.00 "," $  33,420.65 "," $  261,572.30 "," $  249,682.65 "," $  499,365.30 "," $  451,806.70 "," $  237,793.00 "," $  34,020.00 "," $  475,586.00 "," $  475,586.00 "," $  475,586.00 "," $  499,365.30 "," $  237,793.00 "," $  28,098.00 "
57,DAIREAUX," $  18,450.00 "," $  16,605.00 "," $  263,286.10 "," $  251,344.80 "," $  502,689.60 "," $  454,814.40 "," $  215,438.40 "," $  37,530.00 "," $  478,752.00 "," $  478,752.00 "," $  478,752.00 "," $  502,689.60 "," $  239,376.00 "," $  10,710.00 "
58,DE LA COSTA," $  200,900.00 "," $  130,487.00 "," $  797,292.10 "," $  761,051.55 "," $  1,522,103.10 "," $  1,377,140.90 "," $  724,811.00 "," $  112,770.00 "," $  1,449,622.00 "," $  1,449,622.00 "," $  1,468,582.00 "," $  1,542,011.10 "," $  734,291.00 "," $  99,288.00 "
59,DOLORES," $  63,960.00 "," $  41,542.80 "," $  257,249.30 "," $  240,652.65 "," $  481,305.30 "," $  435,466.70 "," $  229,193.00 "," $  38,556.00 "," $  458,386.00 "," $  435,466.70 "," $  458,386.00 "," $  481,305.30 "," $  229,193.00 "," $  25,326.00 "
60,ESCOBAR," $  249,690.00 "," $  162,176.70 "," $  1,969,071.50 "," $  1,960,956.90 "," $  3,921,913.80 "," $  3,548,398.20 "," $  1,867,578.00 "," $  98,784.00 "," $  3,735,156.00 "," $  3,735,156.00 "," $  3,735,116.00 "," $  3,921,871.80 "," $  1,867,558.00 "," $  128,898.00 "
61,EXALTACION DE LA CRUZ," $  42,640.00 "," $  27,695.20 "," $  355,842.30 "," $  339,667.65 "," $  679,335.30 "," $  614,636.70 "," $  323,493.00 "," $  25,326.00 "," $  646,986.00 "," $  614,636.70 "," $  646,986.00 "," $  679,335.30 "," $  323,493.00 "," $  26,208.00 "
62,FLORENTINO AMEGHINO," $  55,350.00 "," $  35,950.50 "," $  152,713.05 "," $  152,713.05 "," $  328,906.20 "," $  297,581.80 "," $  156,622.00 "," $  27,720.00 "," $  297,581.80 "," $  313,244.00 "," $  313,244.00 "," $  328,906.20 "," $  156,622.00 "," $  30,996.00 "
63,GENERAL ALVARADO," $  85,895.00 "," $  55,789.85 "," $  442,373.80 "," $  422,265.90 "," $  844,531.80 "," $  764,100.20 "," $  402,158.00 "," $  73,962.00 "," $  804,316.00 "," $  723,884.40 "," $  804,316.00 "," $  804,316.00 "," $  402,158.00 "," $  45,990.00 "
64,GENERAL ALVEAR," $  22,550.00 "," $  18,497.75 "," $  177,411.30 "," $  187,979.40 "," $  375,958.80 "," $  340,153.20 "," $  179,028.00 "," $  17,123.40 "," $  358,056.00 "," $  358,056.00 "," $  358,056.00 "," $  375,958.80 "," $  179,028.00 "," $  19,659.00 "
65,GENERAL ARENALES," $  69,290.00 "," $  52,142.35 "," $  186,947.20 "," $  178,449.60 "," $  356,899.20 "," $  322,908.80 "," $  169,952.00 "," $  33,138.00 "," $  339,904.00 "," $  322,908.80 "," $  339,904.00 "," $  356,899.20 "," $  169,952.00 "," $  33,115.00 "
66,GENERAL BELGRANO," $  93,070.00 "," $  60,450.10 "," $  206,222.50 "," $  191,325.75 "," $  382,651.50 "," $  346,208.50 "," $  182,215.00 "," $  27,216.00 "," $  346,208.50 "," $  364,430.00 "," $  364,430.00 "," $  382,651.50 "," $  182,215.00 "," $  31,878.00 "
67,GENERAL GUIDO," $  22,550.00 "," $  14,646.50 "," $  59,418.45 "," $  59,418.45 "," $  118,836.90 "," $  107,519.10 "," $  56,589.00 "," $  8,568.00 "," $  113,178.00 "," $  113,178.00 "," $  113,178.00 "," $  118,836.90 "," $  56,589.00 "," $  17,136.00 "
68,GENERAL LA MADRID," $  35,260.00 "," $  22,901.80 "," $  218,497.40 "," $  210,357.00 "," $  420,714.00 "," $  380,646.00 "," $  200,340.00 "," $  34,680.00 "," $  400,680.00 "," $  400,680.00 "," $  400,680.00 "," $  420,714.00 "," $  200,340.00 "," $  30,240.00 "
69,GENERAL LAS HERAS," $  89,175.00 "," $  57,920.25 "," $  271,883.70 "," $  259,525.35 "," $  519,050.70 "," $  469,617.30 "," $  247,167.00 "," $  23,940.00 "," $  494,334.00 "," $  469,617.30 "," $  469,617.30 "," $  519,050.70 "," $  247,167.00 "," $  27,216.00 "
70,GENERAL LAVALLE," $  44,485.00 "," $  28,893.55 "," $  120,288.30 "," $  114,820.65 "," $  229,641.30 "," $  207,770.70 "," $  109,353.00 "," $  39,186.00 "," $  218,706.00 "," $  218,706.00 "," $  221,550.00 "," $  232,627.50 "," $  110,775.00 "," $  31,626.00 "
71,GENERAL MADARIAGA," $  20,910.00 "," $  13,581.30 "," $  236,533.00 "," $  231,069.30 "," $  462,138.60 "," $  396,118.80 "," $  220,066.00 "," $  12,348.00 "," $  440,132.00 "," $  440,132.00 "," $  440,132.00 "," $  462,138.60 "," $  220,066.00 "," $  18,018.00 "
72,GENERAL PAZ," $  21,617.25 "," $  14,779.65 "," $  207,507.30 "," $  198,075.15 "," $  396,150.30 "," $  358,421.70 "," $  188,643.00 "," $  17,388.00 "," $  377,286.00 "," $  358,421.70 "," $  358,421.70 "," $  396,150.30 "," $  188,643.00 "," $  17,010.00 "
73,GENERAL PINTO," $  53,505.00 "," $  34,752.15 "," $  230,638.10 "," $  220,154.55 "," $  440,309.10 "," $  398,374.90 "," $  209,671.00 "," $  40,950.00 "," $  419,342.00 "," $  419,342.00 "," $  419,342.00 "," $  440,309.10 "," $  209,671.00 "," $  36,540.00 "
74,GENERAL PUEYRREDON," $  473,140.00 "," $  292,769.80 "," $  3,347,058.00 "," $  3,278,063.25 "," $  6,765,591.00 "," $  6,121,249.00 "," $  3,221,710.00 "," $  246,960.00 "," $  6,452,084.00 "," $  6,452,084.00 "," $  6,452,084.00 "," $  6,452,084.00 "," $  3,226,042.00 "," $  244,944.00 "
75,GENERAL RODRIGUEZ," $  418,610.00 "," $  271,892.30 "," $  1,233,191.30 "," $  1,177,137.15 "," $  2,361,882.00 "," $  2,243,787.90 "," $  1,180,941.00 "," $  107,226.00 "," $  2,382,106.00 "," $  2,382,106.00 "," $  2,263,000.70 "," $  2,501,211.30 "," $  1,191,053.00 "," $  212,436.00 "
76,GENERAL VIAMONTE," $  94,505.00 "," $  61,382.15 "," $  294,739.50 "," $  281,342.25 "," $  562,684.50 "," $  509,095.50 "," $  267,945.00 "," $  70,308.00 "," $  535,890.00 "," $  535,890.00 "," $  509,095.50 "," $  562,684.50 "," $  267,945.00 "," $  62,370.00 "
77,GENERAL VILLEGAS," $  64,370.00 "," $  48,844.05 "," $  374,048.40 "," $  357,046.20 "," $  714,092.40 "," $  665,047.50 "," $  350,025.00 "," $  43,772.40 "," $  742,650.00 "," $  747,178.00 "," $  747,178.00 "," $  807,027.90 "," $  384,299.00 "," $  59,094.00 "
78,GONZALES CHAVES," $  38,540.00 "," $  25,032.20 "," $  164,841.60 "," $  157,348.80 "," $  314,697.60 "," $  284,726.40 "," $  149,856.00 "," $  9,198.00 "," $  284,726.40 "," $  299,712.00 "," $  299,712.00 "," $  314,697.60 "," $  149,856.00 "," $  21,672.00 "
79,GUAMINI," $  72,365.00 "," $  47,001.95 "," $  274,441.65 "," $  274,441.65 "," $  542,856.30 "," $  491,155.70 "," $  258,503.00 "," $  30,618.00 "," $  523,484.00 "," $  523,484.00 "," $  523,484.00 "," $  549,658.20 "," $  261,742.00 "," $  65,820.00 "
80,HIPOLITO YRIGOYEN," $  21,422.50 "," $  19,319.35 "," $  143,113.30 "," $  136,608.15 "," $  268,188.90 "," $  242,647.10 "," $  127,709.00 "," $  29,520.00 "," $  255,418.00 "," $  255,418.00 "," $  255,418.00 "," $  255,418.00 "," $  127,709.00 "," $  23,020.00 "
81,JUNIN," $  144,730.00 "," $  94,003.90 "," $  695,273.70 "," $  663,670.35 "," $  1,327,340.70 "," $  1,200,927.30 "," $  632,067.00 "," $  31,626.00 "," $  1,264,134.00 "," $  1,264,134.00 "," $  1,264,134.00 "," $  1,327,340.70 "," $  632,067.00 "," $  35,028.00 "
82,LAPRIDA," $  41,000.00 "," $  26,630.00 "," $  201,223.00 "," $  192,076.50 "," $  401,022.30 "," $  362,829.70 "," $  190,963.00 "," $  4,082.40 "," $  381,926.00 "," $  362,829.70 "," $  381,926.00 "," $  401,022.30 "," $  190,963.00 "," $  23,940.00 "
83,LAS FLORES," $  45,510.00 "," $  29,559.30 "," $  258,165.60 "," $  246,430.80 "," $  492,861.60 "," $  445,922.40 "," $  234,696.00 "," $  7,686.00 "," $  469,392.00 "," $  469,392.00 "," $  469,392.00 "," $  492,861.60 "," $  234,696.00 "," $  26,334.00 "
84,LEANDRO N. ALEM," $  64,985.00 "," $  50,373.20 "," $  395,322.40 "," $  377,353.20 "," $  718,768.00 "," $  682,829.60 "," $  359,384.00 "," $  71,412.00 "," $  718,768.00 "," $  682,829.60 "," $  682,829.60 "," $  754,706.40 "," $  359,384.00 "," $  46,116.00 "
85,LEZAMA," $  50,225.00 "," $  32,621.75 "," $  101,585.00 "," $  96,967.50 "," $  203,928.90 "," $  184,507.10 "," $  97,109.00 "," $  34,235.00 "," $  194,218.00 "," $  194,218.00 "," $  194,218.00 "," $  203,928.90 "," $  97,109.00 "," $  30,870.00 "
86,LINCOLN," $  182,655.00 "," $  118,636.65 "," $  607,491.50 "," $  579,878.25 "," $  1,159,756.50 "," $  1,049,303.50 "," $  552,265.00 "," $  64,638.00 "," $  1,104,530.00 "," $  1,104,530.00 "," $  1,104,530.00 "," $  1,159,756.50 "," $  552,265.00 "," $  100,548.00 "
