Order Item Id,Order Type,Daraz Id,Seller SKU,Daraz SKU,Created at,Updated at,Order Number,Invoice Required,Customer Name,Shipping City,Shipping Postcode,Shipping Country,Billing City,Billing Country,Payment Method,Paid Price,Shipping Fee,Wallet Credits,Item Name,Variation,Shipping Provider,Shipment Type Name,Shipping Provider Type,Premium,Status,Cancel / Return Initiator,Reason,Reason Detail,Editor,Bundle ID,Bundle Discount,Refund Amount
175036443500928,Normal,175036443500928,T127781-Yellow,434372966_PK-2141547355,2023-12-16 6:41:04,2023-12-18 16:51:06,175036443400928,No,Customer 24,Bagh,,Pakistan,Bagh,Pakistan,COD,589,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Yellow,PK-CALLCOURIER,Dropshipping,standard,No,Shipped,,,,,,,
175036443600928,Normal,175036443600928,T367199-Blue,434372966_PK-2141547358,2023-12-16 6:41:04,2023-12-18 16:51:06,175036443400928,No,Customer 24,Bagh,,Pakistan,Bagh,Pakistan,COD,579,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Blue,PK-CALLCOURIER,Dropshipping,standard,No,Shipped,,,,,,,
175036443700928,Normal,175036443700928,T127781-Mehroon,434372966_PK-2141547359,2023-12-16 6:41:04,2023-12-18 16:51:06,175036443400928,No,Customer 24,Bagh,,Pakistan,Bagh,Pakistan,COD,589,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Maroon,PK-CALLCOURIER,Dropshipping,standard,No,Shipped,,,,,,,
175845524125208,Normal,175845524125208,T127781-Aqua,434372966_PK-2141547360,2023-12-16 2:55:21,2023-12-20 15:56:44,175845523825208,No,Customer 25,Karachi - Gulshan-e-Iqbal,,Pakistan,Karachi - Gulshan-e-Iqbal,Pakistan,COD,549,119,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Aqua,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
175021686412891,Normal,175021686412891,T127781-Coffee,434372966_PK-2141547357,2023-12-16 0:29:06,2023-12-20 22:38:22,175021686312891,No,Customer 26,Islamabad - Bahria Enclave,,Pakistan,Islamabad - Bahria Enclave,Pakistan,COD,589,109,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Coffee,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
174997478842840,Normal,174997478842840,T127781-Yellow,434372966_PK-2141547355,2023-12-15 21:04:13,2023-12-19 19:13:14,174997478742840,No,Customer 28,Wah Cantt,,Pakistan,Wah Cantt,Pakistan,COD,589,109,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Yellow,PK-TCS,Dropshipping,standard,No,Shipped,,,,,,,
175819714652204,Normal,175819714652204,T367199-Pink,434372966_PK-2141547361,2023-12-15 20:33:38,2023-12-20 20:02:43,175819714552204,No,Customer 29,Kotli,,Pakistan,Kotli,Pakistan,COD,596,109,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Pink,PK-TCS,Dropshipping,standard,No,Delivered,,,,,,,
174983635532775,Normal,174983635532775,T367199-Pink,434372966_PK-2141547361,2023-12-15 18:21:14,2023-12-20 18:07:56,174983635432775,No,Customer 30,Karachi - Garden,,Pakistan,Karachi - Garden,Pakistan,COD,596,119,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Pink,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
174967842264130,Normal,174967842264130,T367199-Blue,434372966_PK-2141547358,2023-12-15 16:18:28,2023-12-15 16:21:40,174967842164130,No,Customer 31,Lahore - Chungi Amer Sidhu,,Pakistan,Lahore - Chungi Amer Sidhu,Pakistan,COD,579,99,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Blue,,Dropshipping,standard,No,Canceled,cancellation-customer,Decided for alternative product,,,,,
174963251464130,Normal,174963251464130,T367199-Blue,434372966_PK-2141547358,2023-12-15 15:18:33,2023-12-18 17:11:52,174963251364130,No,Customer 31,Lahore - Chungi Amer Sidhu,,Pakistan,Lahore - Chungi Amer Sidhu,Pakistan,COD,579,99,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Blue,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
175783119720701,Normal,175783119720701,T127781-Coffee,434372966_PK-2141547357,2023-12-15 14:41:08,2023-12-16 14:39:22,175783119620701,No,Customer 32,Lahore - Cantt,,Pakistan,Lahore - Cantt,Pakistan,COD,589,99,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Coffee,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
174946890980078,Normal,174946890980078,T127781-Coffee,434372966_PK-2141547357,2023-12-15 13:56:57,2023-12-22 13:23:09,174946890880078,No,Customer 33,Sanghar,,Pakistan,Sanghar,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Coffee,PK-LCS,Dropshipping,standard,No,Delivered,,,,,,,
174941288363708,Normal,174941288363708,T127781-Mehroon,434372966_PK-2141547359,2023-12-15 12:32:06,2023-12-18 20:35:08,174941288263708,No,Customer 34,Karachi - North Karachi,,Pakistan,Karachi - North Karachi,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Maroon,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
175749995711301,Normal,175749995711301,T127781-Mehroon,434372966_PK-2141547359,2023-12-15 9:57:41,2023-12-19 5:38:15,175749995611301,No,Customer 35,Wah Cantt,,Pakistan,Wah Cantt,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Maroon,PK-RIDER-API,Dropshipping,standard,No,Delivered,,,,,,,
175752916380863,Normal,175752916380863,T127781-Coffee,434372966_PK-2141547357,2023-12-15 8:00:22,2023-12-17 16:27:13,175752916280863,No,Customer 36,Rawalpindi - Adyala,,Pakistan,Rawalpindi - Adyala,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Coffee,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
174920871556311,Normal,174920871556311,T127781-Yellow,434372966_PK-2141547355,2023-12-15 7:38:32,2023-12-19 18:51:40,174920871456311,No,Customer 37,Islamabad - Ali Pur,,Pakistan,Kamra,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Yellow,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
174908209524256,Normal,174908209524256,T127781-Mehroon,434372966_PK-2141547359,2023-12-14 23:27:17,2023-12-18 21:11:24,174908209424256,No,Customer 38,Narowal,,Pakistan,Narowal,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Maroon,PK-CALLCOURIER,Dropshipping,standard,No,Delivered,,,,,,,
174904047404084,Normal,174904047404084,T127781-Coffee,434372966_PK-2141547357,2023-12-14 23:15:23,2023-12-20 13:57:45,174904047304084,No,Customer 39,Karachi - F.B Area,,Pakistan,Karachi - F.B Area,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Coffee,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
175727531296950,Normal,175727531296950,T127781-Coffee,434372966_PK-2141547357,2023-12-14 22:58:18,2023-12-18 18:05:33,175727531196950,No,Customer 40,Rahim Yar Khan,,Pakistan,Rahim Yar Khan,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Coffee,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
174896270427326,Normal,174896270427326,T127781-Black,434372966_PK-2141547354,2023-12-14 22:23:35,2023-12-19 14:35:25,174896270327326,No,Customer 41,Karachi - Scheme 33,,Pakistan,Karachi - Scheme 33,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Black,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
175717381248861,Normal,175717381248861,T127781-Yellow,434372966_PK-2141547355,2023-12-14 22:10:25,2023-12-18 15:30:51,175717381148861,No,Customer 42,Sargodha - Bhalwal,,Pakistan,Sargodha - Bhalwal,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Yellow,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
174896436955606,Normal,174896436955606,T127781-Coffee,434372966_PK-2141547357,2023-12-14 21:58:54,2023-12-20 12:19:32,174896436855606,No,Customer 43,Kotri,,Pakistan,Kotri,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Coffee,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
175715570072275,Normal,175715570072275,T127781-Yellow,434372966_PK-2141547355,2023-12-14 21:41:03,2023-12-18 21:24:41,175715569972275,No,Customer 44,Zahir Pir,,Pakistan,Zahir Pir,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Yellow,PK-TCS,Dropshipping,standard,No,Delivered,,,,,,,
175717916347669,Normal,175717916347669,T127781-Yellow,434372966_PK-2141547355,2023-12-14 21:22:11,2023-12-20 19:48:02,175717916247669,No,Customer 45,Sialkot - City,,Pakistan,Sialkot - City,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Yellow,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
174894009416570,Normal,174894009416570,T127781-Black,434372966_PK-2141547354,2023-12-14 21:20:49,2023-12-19 22:51:12,174894009316570,No,Customer 46,Mustafa Abad,,Pakistan,Mustafa Abad,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Black,PK-TCS,Dropshipping,standard,No,Shipped,,,,,,,
175711733412088,Normal,175711733412088,T127781-Coffee,434372966_PK-2141547357,2023-12-14 20:35:57,2023-12-19 20:38:37,175711733312088,No,Customer 47,Karachi - Liaquatabad,,Pakistan,Karachi - Liaquatabad,Pakistan,PAYMENT_ACCOUNT,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Coffee,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
175708338191010,Normal,175708338191010,T127781-Coffee,434372966_PK-2141547357,2023-12-14 20:27:24,2023-12-16 14:57:06,175708338091010,No,Customer 48,Gujrat,,Pakistan,Gujrat,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Coffee,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
175710125960983,Normal,175710125960983,T127781-Black,434372966_PK-2141547354,2023-12-14 20:15:40,2023-12-18 17:36:00,175710125860983,No,Customer 49,Islamabad - I - 10,,Pakistan,Rawalpindi - Humak,Pakistan,MIXEDCARD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Black,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
174885803736466,Normal,174885803736466,T127781-Aqua,434372966_PK-2141547360,2023-12-14 19:55:53,2023-12-16 0:37:15,174885803636466,No,Customer 50,Islamabad - Chatta Bakhtawar,,Pakistan,Islamabad - Chatta Bakhtawar,Pakistan,COD,549,109,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Aqua,,Dropshipping,standard,No,Canceled,cancellation-customer,Change of mind,,,,,
175703373303214,Normal,175703373303214,T127781-Aqua,434372966_PK-2141547360,2023-12-14 19:51:57,2023-12-18 13:52:26,175703373203214,No,Customer 51,Shahdadpur,,Pakistan,Shahdadpur,Pakistan,COD,549,109,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Aqua,PK-LCS,Dropshipping,standard,No,Shipped,,,,,,,
174876086500381,Normal,174876086500381,T127781-Mehroon,434372966_PK-2141547359,2023-12-14 19:43:02,2023-12-16 11:24:32,174876086400381,No,Customer 52,Hasilpur,,Pakistan,Hasilpur,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Maroon,PK-TCS,Dropshipping,standard,No,Shipped,,,,,,,
175700983726713,Normal,175700983726713,T127781-Black,434372966_PK-2141547354,2023-12-14 19:40:32,2023-12-17 16:24:46,175700983126713,No,Customer 53,Rawalpindi - Bahria Town,,Pakistan,Rawalpindi - Bahria Town,Pakistan,MIXEDCARD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Black,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
175700983826713,Normal,175700983826713,T127781-Yellow,434372966_PK-2141547355,2023-12-14 19:40:32,2023-12-17 16:24:46,175700983126713,No,Customer 53,Rawalpindi - Bahria Town,,Pakistan,Rawalpindi - Bahria Town,Pakistan,MIXEDCARD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Yellow,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
175694525284996,Normal,175694525284996,T127781-Aqua,434372966_PK-2141547360,2023-12-14 18:09:13,2023-12-18 13:35:17,175694525184996,No,Customer 54,Sialkot - City,,Pakistan,Sialkot - City,Pakistan,COD,549,109,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Aqua,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
174847694640067,Normal,174847694640067,T127781-Black,434372966_PK-2141547354,2023-12-14 15:25:21,2023-12-21 0:42:05,174847694540067,No,Customer 55,Faisalabad - Ghulam Muhammad Abad,,Pakistan,Faisalabad - Ghulam Muhammad Abad,Pakistan,COD,599,109,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Black,PK-DEX,Dropshipping,standard,No,Shipped,,,,,,,
175673740140067,Normal,175673740140067,T127781-Black,434372966_PK-2141547354,2023-12-14 15:24:38,2023-12-18 17:51:16,175673740040067,No,Customer 55,Faisalabad - Ghulam Muhammad Abad,,Pakistan,Faisalabad - Ghulam Muhammad Abad,Pakistan,COD,599,109,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Black,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
174850437093493,Normal,174850437093493,T127781-Black,434372966_PK-2141547354,2023-12-14 15:18:58,2023-12-14 15:33:14,174850436993493,No,Customer 56,Faisalabad - Sargodha Road,,Pakistan,Faisalabad - Sargodha Road,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Black,,Dropshipping,standard,No,Canceled,cancellation-customer,Change/combine order,,,,,
174850437193493,Normal,174850437193493,T127781-Black,434372966_PK-2141547354,2023-12-14 15:18:58,2023-12-14 15:33:14,174850436993493,No,Customer 56,Faisalabad - Sargodha Road,,Pakistan,Faisalabad - Sargodha Road,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Black,,Dropshipping,standard,No,Canceled,cancellation-customer,Change/combine order,,,,,
175668570896740,Normal,175668570896740,T127781-Aqua,434372966_PK-2141547360,2023-12-14 14:43:29,2023-12-20 18:20:31,175668570796740,No,Customer 57,Karachi - F.B Area,,Pakistan,Karachi - F.B Area,Pakistan,COD,549,119,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Aqua,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
174844640997432,Normal,174844640997432,T127781-Black,434372966_PK-2141547354,2023-12-14 14:13:22,2023-12-20 0:40:39,174844640897432,No,Customer 58,Lahore - Daroghawala,,Pakistan,Lahore - Daroghawala,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Black,PK-DEX,Dropshipping,standard,No,Shipped,,,,,,,
175666533293156,Normal,175666533293156,T127781-Coffee,434372966_PK-2141547357,2023-12-14 13:36:47,2023-12-14 13:39:46,175666533193156,No,Customer 59,Karachi - Malir,,Pakistan,Karachi - Malir,Pakistan,PAYMENT_ACCOUNT,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Coffee,,Dropshipping,standard,No,Canceled,cancellation-customer,Change of mind,,,,,
175663712722864,Normal,175663712722864,T127781-Black,434372966_PK-2141547354,2023-12-14 13:13:53,2023-12-18 14:17:31,175663712622864,No,Customer 60,Mansehra,,Pakistan,Mansehra,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Black,PK-DEX,Dropshipping,standard,No,Delivered,,,,,,,
174827281122864,Normal,174827281122864,T127781-Aqua,434372966_PK-2141547360,2023-12-14 12:38:25,2023-12-14 13:09:59,174827281022864,No,Customer 60,Mansehra,,Pakistan,Mansehra,Pakistan,COD,549,109,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Aqua,,Dropshipping,standard,No,Canceled,cancellation-customer,Change of mind,,,,,
175659305120300,Normal,175659305120300,T127781-Brown,434372966_PK-2141547356,2023-12-14 12:11:37,2023-12-20 23:35:44,175659305020300,No,Customer 61,Burewala,,Pakistan,Burewala,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Brown,PK-TCS,Dropshipping,standard,No,Delivered,,,,,,,
174831825887207,Normal,174831825887207,T127781-Black,434372966_PK-2141547354,2023-12-14 12:10:18,2023-12-20 23:03:52,174831825787207,No,Customer 62,Mirpur Khas,,Pakistan,Mirpur Khas,Pakistan,COD,599,0,,GT Mini Buket Bags For Girls Cross Body Shoulder Bag Long shoulder strap,Color Family:Black,PK-TCS,Dropshipping,standard,No,Delivered,,,,,,,
