BAR_CODE,PRODUCT_NAME,SHELF_NAME,MEASURE_UNIT,PACKAGE_QUANTITY,COST,TAX,COST w/tax,MARGIN,SALE_PRICE,last_price_modification,BRAND,CATEGORY
779325300443,AYUDIN BLEACH CLASSIC 1 LTS,AYUDIN LAVANDINA CLA,1,0,300.026,21.0,363.031,51.5,550.0,29-Nov-23 13:53:18,46.0,House Cleaning
779013900031,BURNING ALCOHOL 1 L,ALCOHOL DE QUEMAR,1,0,835.537,21.0,1011.0,49.36,1510.0,04-Dec-23 13:34:05,27.0,House Cleaning
779599100057,BAGORT DESINFECTANT FLUID BAGORT 250 CC,BAGORT FLUIDO DESINF,250,0,0.0,21.0,0.0,0.0,48.5,  -   -  : :,81.0,House Cleaning
779113068375,PROCINEX ORIGINAL LIQUID PROCINEX 900 CC,PROCENEX LIQUIDO ORI,900,0,217.447,21.0,263.111,71.03,450.0,18-Oct-23 11:45:13,83.0,House Cleaning
779800838145,PATITO MOP,PATITO MOPA,1,0,0.0,21.0,0.0,0.0,48.5,  -   -  : :,86.0,House Cleaning
779806572041,HACINDOSA WAX APPLICATOR ANGEMAN,HACENDOSA PASA CERA,1,0,226.116,21.0,273.6,101.02,550.0,23-Jun-23 13:55:53,87.0,House Cleaning
779206600354,DILON WHITE RUBBER N 50,DILON GOMA BLANCA N,1,0,0.0,21.0,0.0,0.0,44.8,  -   -  : :,88.0,House Cleaning
779052001751,RAID TABLET HOLDERS RAID,RAID APARATO P/ TABL,1,0,35.694,21.0,43.19,50.03,64.8,  -   -  : :,41.0,House Cleaning
779059000058,FRAGATA MATCH BOX X 220 FRAGATA,FRAGATA FOSFORO X 22,1,0,14.124,21.0,17.09,104.8,35.0,  -   -  : :,91.0,House Cleaning
779059000084,TRES PATITOS MATCH BOXS  X 220 TRES PATITOS,TRES PATITOS FOSFORO,1,0,55.372,21.0,67.0,49.25,100.0,13-Jul-22 15:23:13,92.0,House Cleaning
779129001082,DRIVE POWDER DETERGENT DRIVE  ROSES AND LILAS X 4,DRIVE JABON EN POLVO,1,0,36.116,21.0,43.7,60.18,70.0,  -   -  : :,59.0,House Cleaning
779129001087,DRIVE POWDER DETERGENT DRIVE  HYDRANGEA,DRIVE JABON EN POLVO,1,0,26.926,21.0,32.58,68.82,55.0,  -   -  : :,59.0,House Cleaning
779129079064,ALA POWDER DETERGENT ALA X 400 GRS,ALA JABON EN POLVO A,1,0,56.055,21.0,67.827,62.18,110.0,01-Feb-22 13:06:43,28.0,House Cleaning
779129001189,ALA POWDER DETERGENT ALA  W/VIVERE X 400 GRS,ALA JABON EN POLVO A,1,0,80.992,21.0,98.0,53.06,150.0,03-May-22 12:01:05,28.0,House Cleaning
779129001196,ALA POWDER DETERGENT ALA  CLASSIC BY HAND X 400,ALA JABON EN POLVO A,1,0,217.768,21.0,263.499,78.37,470.0,21-Nov-23 10:07:58,28.0,House Cleaning
779335099304,WASSINGTON SHOE POLISH TRANSPARENT WASSI,WASSINGTON POMADA PA,32,0,0.0,21.0,0.0,0.0,32.6,  -   -  : :,94.0,House Cleaning
779335000046,WASSINGTON SHOE POLISH BLACK WASSINGT,WASSINGTON POMADA PA,30,0,18.0,21.0,21.78,56.11,34.0,  -   -  : :,94.0,House Cleaning
779052001046,RAID RAID SPIRALS X 4,RAID RAID ESPIRALES,4,0,127.273,21.0,154.0,55.84,240.0,04-Dec-23 21:03:13,41.0,House Cleaning
779335000047,WASSINGTON SHOE POLISH BROWN WASSING,WASSINGTON POMADA PA,1,0,0.0,21.0,0.0,0.0,32.6,  -   -  : :,94.0,House Cleaning
779802445011,MISTER FLOOR DUSTER 62X48 CM GRAY,MISTER TRAPO TRAPO P,1,0,58.421,21.0,70.689,55.61,110.0,05-Apr-22 10:46:46,95.0,House Cleaning
779811758002,LEYINDA FLOOR DUSTER WHITE,LEYENDA TRAPO P/PISO,1,0,0.0,21.0,0.0,0.0,27.6,  -   -  : :,96.0,House Cleaning
779800838323,PATITO CLEANING CLOTH,PATITO FRANELA,1,0,0.0,21.0,0.0,0.0,29.5,  -   -  : :,86.0,House Cleaning
779025002354,ELITE NAPKINS X 140 UNID ELITE,ELITE SERVILLETAS X,140,0,15.397,21.0,18.63,60.49,29.9,  -   -  : :,99.0,House Cleaning
779025005768,SUSSEX NAPKINS ULTRAMAX X 140 SUSSEX,SUSSEX SEVILLETAS UL,140,0,13.992,21.0,16.93,53.57,26.0,  -   -  : :,7.0,House Cleaning
761328723645,MAGGI MASH POTATOES MAGGI 125GR,MAGGI PURE DE PAPAS,125,0,558.0,21.0,675.18,40.7,950.0,09-Nov-23 16:12:08,101.0,Groceries
779400059880,KNORR MASH POTATOES 125 GRS,KNORR PURE DE PAPAS,125,0,338.421,21.0,409.489,75.83,720.0,29-Nov-23 14:46:57,102.0,Groceries
779147602200,EGRAN CORNFLOUR 500 GRS COC FAST EGRAN,EGRAN POLENTA 500 GR,500,0,181.818,21.0,220.0,63.64,360.0,17-Aug-23 17:55:59,103.0,Groceries
779058066000,PRESTO PRONTA CORNFLOUR 500 G,PRESTO PRONTA POLENT,500,0,273.0,21.0,330.33,57.42,520.0,15-Nov-23 17:21:34,104.0,Groceries
779400096046,SAVORA ORIGINAL 250 W/TAPAGRS,SAVORA SAVORA ORIGIN,200,0,212.463,21.0,257.08,51.7,390.0,06-Dec-23 11:40:41,107.0,Groceries
779400096042,SAVORA SAVORA 60 GRS,SAVORA SAVORA 60 GRS,60,0,195.099,21.0,236.07,-19.52,190.0,23-Nov-23 20:41:43,107.0,Groceries
779400000482,HELLMANNS MAYONNAISE CLASSIC 237 GRS,MAYONESA HELLMANS CL,,12,268.074,21.0,324.37,66.48,540.0,06-Dec-23 11:39:45,108.0,Groceries
779400000481,HELLMANNS MAYONNAISE CLASSIC 125,HELLMANNS MAYONESA C,118,0,171.116,21.0,207.05,49.72,310.0,29-Nov-23 13:54:59,108.0,Groceries
779813855282,MOLTO SUNFLOWER OIL SPRAY MOLTO 150 CC,MOLTO ROCIO VEGETAL,150,0,126.364,21.0,152.9,50.43,230.0,21-Oct-21 12:04:58,109.0,Groceries
779007050734,MINERVA LEMON JUICE 500 G,MINERVA JUGO DE LIMO,500,0,412.066,21.0,498.6,50.42,750.0,05-Dec-23 10:41:59,110.0,Groceries
779162018732,DANICA SAUCE GOLF W/ PICO,DANICA SALSA GOLF DA,209,0,194.455,21.0,235.291,48.75,350.0,17-Aug-23 15:24:38,106.0,Groceries
779290000025,DOS ANCLAS ACETO BALSAMICO DOS ANCLAS 250 CC,DOS ANCLAS ACETO BAL,250,0,70.248,21.0,85.0,52.94,130.0,  -   -  : :,113.0,Groceries
779027200096,NATURA SPECIAL SELECTION OLIVE OIL NAT,NATURA ACEITE DE OLI,500,0,309.0,21.0,373.89,49.78,560.0,  -   -  : :,62.0,Groceries
779074823506,PUGLISI MACKEREL IN OIL PUGLISI,PUGLISI CABALLA EN A,225,0,727.273,21.0,880.0,50.0,1320.0,13-Sep-23 10:13:37,115.0,Groceries
779074823509,PUGLISI MACKEREL PUGLISI 255 GRS,PUGLISI CABALLA AL N,255,0,402.21,21.0,486.674,50.0,730.0,01-Mar-23 10:02:56,115.0,Groceries
779336000506,LA CAMPAGNOLA TUNA IN OIL 170 G,LA CAMPAGNOLA ATUN E,120,0,1110.744,21.0,1344.0,48.07,1990.0,23-Nov-23 17:45:40,117.0,Groceries
779336000508,LA CAMPAGNOLA TUNA 170 G,LA CAMPAGNOLA ATUN A,120,0,1091.23,21.0,1320.388,50.71,1990.0,25-Nov-23 11:30:39,117.0,Groceries
779074826616,PUGLISI TUNA IN OIL PUGLISI,PUGLISI ATUN EN ACEI,170,0,355.372,21.0,430.0,55.81,670.0,24-Nov-22 14:18:55,115.0,Groceries
779400096010,HELLMANS MAYONNAISE  CLASSIC 500 GRS,HELLMANS HELLMANS MA,250,0,409.793,21.0,495.85,51.26,750.0,06-Dec-23 11:41:26,121.0,Groceries
779400096014,HELLMANS MAYONNAISE LIGHT 250 GRS,HELLMANS HELLMANS MA,250,0,155.372,21.0,188.0,54.26,290.0,17-Apr-23 13:35:20,121.0,Groceries
779186600120,NATURA MAYONNAISE 250 GRS,NATURA MAYONESA,250,0,317.355,21.0,384.0,48.44,570.0,16-Nov-23 13:01:10,62.0,Groceries
779290000013,DOS ANCLAS FINE SALT  BOX 500 GRS,DOS ANCLAS SAL FINA,500,0,220.851,21.0,267.23,49.68,400.0,06-Nov-23 10:11:09,113.0,Groceries
779007200101,CELUSAL FINE SALT 500 GRS,CELUSAL SAL FINA CEL,500,0,189.66,21.0,229.489,52.51,350.0,14-Nov-23 11:26:44,122.0,Groceries
779817737001,SAL DE CAMPO W/HIERBAS ESPECIALE,SAL DE CAMPO SAL DE,250,0,369.211,21.0,446.745,56.69,700.0,11-Oct-23 10:58:20,123.0,Groceries
779817737003,SAL DE CAMPO SAL DE CAMPO LIGHT HIERBAS ESPEC,SAL DE CAMPO SAL DE,250,0,144.628,21.0,175.0,25.71,220.0,  -   -  : :,123.0,Groceries
779058098330,ARCOR JARDINERA 205 GRS,ARCOR JARDINERA ARCO,205,0,209.21,21.0,253.144,50.11,380.0,24-Aug-23 10:59:30,124.0,Groceries
779235000457,INALPA LENTILS INALPA 205 GRS,INALPA LENTEJAS INAL,205,0,454.545,21.0,549.999,50.91,830.0,29-Nov-23 17:06:12,125.0,Groceries
779058098080,ARCOR CREAM CORN ARCOR,ARCOR CHOCLO CREMOSO,300,0,228.0,21.0,275.88,52.24,420.0,04-Aug-23 09:54:19,124.0,Groceries
779235000456,INALPA JARDINERA INALPA 350 GRS,INALPA JARDINERA INA,350,0,327.12,21.0,395.815,56.64,620.0,14-Nov-23 11:25:42,125.0,Groceries
779058098000,ARCOR CORN,ARCOR CHOCLO ENTERO,203,0,413.223,21.0,500.0,50.0,750.0,23-Nov-23 17:42:55,124.0,Groceries
779036072011,SWIFT MINCE,SWIFT PICADILLO SWIF,90,0,187.603,21.0,227.0,54.19,350.0,14-Nov-23 09:42:44,131.0,Groceries
779637300016,LA PARMESANA SAUCE HOT HABANERO DULCE PAR,LA PARMESANA SALSA P,180,0,145.438,21.0,175.98,47.74,260.0,21-Jan-22 12:25:30,133.0,Groceries
779637300294,LA PARMESANA SAUCE ENGLISH LA PARMESANA,LA PARMESANA SALSA I,180,0,124.322,21.0,150.43,52.9,230.0,26-Nov-21 12:39:55,133.0,Groceries
779637300270,LA PARMESANA SAUCE CRIOLLA LA PARMESANA,LA PARMESANA SALSA C,300,0,111.157,21.0,134.5,37.55,185.0,  -   -  : :,133.0,Groceries
779637300287,LA PARMESANA SAUCE CESAR LA PARMESANA,LA PARMESANA SALSA C,300,0,190.083,21.0,230.0,52.17,350.0,26-Nov-21 12:44:20,133.0,Groceries
779637300291,LA PARMESANA SAUCE SOFT MUSTARD LA PARMESAN,LA PARMESANA SALSA M,300,0,161.157,21.0,195.0,48.72,290.0,26-Nov-21 12:46:54,133.0,Groceries
779637300065,LA PARMESANA SAUCE BBQ LA PARMESANA,LA PARMESANA SALSA B,300,0,154.545,21.0,186.999,49.73,280.0,26-Nov-21 12:42:59,133.0,Groceries
779637300049,LA PARMESANA SAUCE MUSTAD WITH HONEY LA PARMES,LA PARMESANA SALSA M,300,0,166.942,21.0,202.0,53.47,310.0,27-Nov-21 13:15:30,133.0,Groceries
779058056790,ARCOR TOMATOES 400 G,ARCOR TOMATE PERITAS,400,0,277.686,21.0,336.0,48.81,500.0,23-Nov-23 17:18:40,124.0,Groceries
779518400390,NOEL TOMATOES NOEL,NOEL TOMATES PERITAS,400,0,225.62,21.0,273.0,50.18,410.0,27-Sep-23 09:45:26,135.0,Groceries
779336000048,LA CAMPAGNOLA TOMATO PURE 520 G,LA CAMPOGNOLA PURE D,520,0,280.165,21.0,339.0,44.54,490.0,23-Nov-23 17:18:17,136.0,Groceries
779058022190,ARCOR TOMATO PURE ARCOR,ARCOR PURE DE TOMATE,520,0,281.11,21.0,340.143,49.94,510.0,06-Dec-23 14:12:42,124.0,Groceries
779058095660,ARCOR SAUCE 340 GRS,ARCOR SALSA LISTA IT,340,0,250.05,21.0,302.561,52.04,460.0,06-Dec-23 10:31:11,124.0,Groceries
779003697303,DE LA HUERTA TOMATO PURES 210,DE LA HUERTA PURE DE,210,0,104.234,21.0,126.123,74.43,220.0,28-Aug-23 09:40:07,137.0,Groceries
779058016080,ARCOR OIL OF CORN 890 G,ARCOR ACEITE DE MAIZ,900,1,1235.537,21.0,1495.0,50.5,2250.0,22-Nov-23 15:02:08,124.0,Groceries
779027200102,NATURA OIL DE SUNFLOWER NATURA 1.5 LTS,NATURA ACEITE DE GIR,1500,0,409.091,21.0,495.0,51.52,750.0,28-Nov-22 10:28:41,62.0,Groceries
779027200100,NATURA OIL DE SUNFLOWER 900 CC,NATURA ACEITE DE GIR,900,0,446.281,21.0,540.0,50.0,810.0,04-May-23 20:50:37,62.0,Groceries
779007001205,COCINERO OIL SUNFLOWER 900 CC,COCINERO ACEITE GIRA,900,0,660.331,21.0,799.001,50.19,1200.0,05-Dec-23 08:22:29,143.0,Groceries
779007022840,IDEAL OIL IDEAL MIX,IDEAL ACEITE MEZCLA,1500,0,0.0,21.0,0.0,0.0,30.5,  -   -  : :,144.0,House Cleaning
779006002368,COCINERO SUNFLOWER OIL  1.5 L,COCINERO ACEITE DE G,1500,0,400.826,21.0,484.999,64.95,800.0,02-Feb-23 14:09:25,143.0,Groceries
779170800151,VINEZIANA WHITE BREAD BIG,VENEZIANA PAN LACTAL,600,0,867.769,21.0,1050.0,50.48,1580.0,23-Nov-23 09:37:49,6.0,Groceries
779312316001,OBLITA OBLITA VANILLA,OBLITA OBLITA VAINIL,50,0,115.702,21.0,139.999,57.14,220.0,22-Nov-23 14:28:56,147.0,Groceries
779312316005,OBLITA OBLITA CHOCOLATE,OBLITA OBLITA CHOCOL,50,0,42.975,21.0,52.0,53.85,80.0,08-Mar-23 15:43:04,147.0,Groceries
77995681,TERRABUSI RHODESIA 22 G,TERRABUSI RHODESIA T,22,0,139.529,21.0,168.83,54.0,260.0,09-Nov-23 09:45:51,153.0,General
779217055532,QUAKER OATS INSTANT QUAKER,QUAKER AVENA INSTANT,400,0,694.215,21.0,840.0,50.0,1260.0,23-Nov-23 18:28:05,105.0,Groceries
779217000066,QUAKER OATS TRADICIONAL QUAKER,QUAKER AVENA TRADICI,300,0,644.628,21.0,780.0,51.28,1180.0,23-Nov-23 18:34:10,105.0,Groceries
779008003771,SANCOR LOW LACTOSE LEVEL MILK,SANCOR LECHE REDUCID,1000,0,445.6,21.0,539.176,57.65,850.0,17-Nov-23 11:17:26,156.0,Dairy
