id,recount,route,period,fee,electric meter,addresses,longitude,latitude,date,time,previous consumption,accumulated consumption,consumption,kw/h price,kw/h <2500,kw/h <7500,kw/h > 7500,total
191418,1,7565,5,t1,60023139,BO. LLAMARADA,"-28,257974","-58,130271",22/10/2021,15:43:00,103306,125028,21722,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 14.597,41","$ 26.427,76"
189158,1,7565,1,t1,60023139,Bº LLAMARADA,"-28,257934","-58,130262",25/2/2021,17:01:00,125028,137748,12720,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 3.387,22","$ 15.217,57"
190837,1,7565,4,t1,60023139,BO. LLAMARADA,"-28,257926","-58,130244",23/8/2021,15:19:00,137748,158474,20726,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 13.357,09","$ 25.187,44"
191995,1,7565,6,t1,60023139,BO. LLAMARADA,"-28,257889","-58,130313",22/12/2021,10:13:00,158474,182393,23919,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 17.333,33","$ 29.163,68"
189705,1,7565,2,t1,60023139,Bº LLAMARADA,"-28,25786","-58,130248",22/4/2021,10:25:00,182393,199508,17115,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 8.860,31","$ 20.690,66"
1456755,7,7155,5,t1,60045486,Bº JUANA BARREYRO,"-29,100811","-56,553288",22/10/2021,14:00:00,568344,586185,17841,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 9.764,40","$ 21.594,75"
1456528,7,7155,4,t1,60045486,Bº JUANA BARREYRO,"-29,094671","-56,541926",30/8/2021,11:53:00,586185,607392,21207,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 13.956,08","$ 25.786,43"
770397,4,6145,2,t2,10612071,A.BONPLAND S/N,"-28,040546","-56,018087",18/3/2021,12:19:00,394960,413303,18343,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 11.288,08","$ 24.141,58"
775494,4,6145,6,t2,10612071,A.BONPLAND S/N,"-28,040506","-56,017943",18/11/2021,13:10:00,413303,430736,17433,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 10.056,85","$ 22.910,35"
769332,4,6145,1,t2,10612071,A.BONPLAND S/N,"-28,040423","-56,017994",20/1/2021,16:07:00,430736,447564,16828,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 9.238,28","$ 22.091,78"
774301,4,6145,5,t2,10612071,A.BONPLAND S/N,"-28,040383","-56,017871",20/9/2021,9:41:00,447564,467936,20372,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 14.033,32","$ 26.886,82"
773010,4,6145,4,t2,10612071,A.BONPLAND S/N,"-28,040132","-56,017947",19/7/2021,10:44:00,467936,481044,13108,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 4.205,12","$ 17.058,62"
771714,4,6145,3,t2,10612071,A.BONPLAND S/N,"-28,040111","-56,017938",18/5/2021,12:11:00,481044,497559,16515,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 8.814,80","$ 21.668,30"
751777,4,5840,5,t4,60038918,BELGRANO,"-29,785748","-58,053416",18/9/2021,11:19:00,508685,531909,23224,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 21.859,27","$ 37.562,77"
752009,4,5840,6,t4,60038918,BELGRANO,"-29,78566","-58,053317",17/11/2021,17:52:00,531909,553834,21925,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 19.712,03","$ 35.415,53"
750644,4,5840,1,t4,60038918,BELGRANO,"-29,785368","-58,05331",21/1/2021,14:42:00,553834,571363,17529,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 12.445,44","$ 28.148,94"
751499,4,5840,4,t4,60038918,BELGRANO,"-29,785285","-58,053285",21/7/2021,13:52:00,571363,592051,20688,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 17.667,26","$ 33.370,76"
750917,4,5840,2,t4,60038918,BELGRANO,"-29,785221","-58,053278",18/3/2021,14:39:00,592051,614085,22034,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 19.892,20","$ 35.595,70"
751222,4,5840,3,t4,60038918,BELGRANO,"-29,783704","-58,053311",31/5/2021,17:23:00,614085,628089,14004,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 6.618,61","$ 22.322,11"
775990,4,6145,6,t4,10535360,MANUEL OCAMPO,"-28,039762","-56,01679",19/11/2021,10:54:00,297017,315919,18902,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 14.715,01","$ 30.418,51"
772122,4,6145,3,t4,10535360,MANUEL OCAMPO,"-28,039648","-56,016619",19/5/2021,12:48:00,315919,337132,21213,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 18.535,09","$ 34.238,59"
774748,4,6145,5,t4,10535360,MANUEL OCAMPO,"-28,039638","-56,016623",22/9/2021,8:12:00,337132,355213,18081,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 13.357,89","$ 29.061,39"
773455,4,6145,4,t4,10535360,MANUEL OCAMPO,"-28,039633","-56,016743",20/7/2021,9:53:00,355213,375312,20099,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 16.693,65","$ 32.397,15"
769667,4,6145,1,t4,10535360,MANUEL OCAMPO,"-28,039623","-56,016742",21/1/2021,11:42:00,375312,389298,13986,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 6.588,86","$ 22.292,36"
770654,4,6145,2,t4,10535360,MANUEL OCAMPO,"-28,03941","-56,016549",18/3/2021,18:30:00,389298,412029,22731,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 21.044,34","$ 36.747,84"
1154552,6,4840,5,t2,10108203,ANGEL SOTO,"-29,148628","-59,260782",4/10/2021,17:12:00,330352,347710,17358,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 9.955,37","$ 22.808,87"
1153781,6,4840,1,t2,10108203,GDOR.ANGEL SOTO,"-29,148621","-59,260714",5/2/2021,11:57:00,347710,363420,15710,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 7.725,63","$ 20.579,13"
1154746,6,4840,6,t2,10108203,ANGEL SOTO,"-29,148607","-59,260753",3/12/2021,11:54:00,363420,377345,13925,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 5.310,53","$ 18.164,03"
1153970,6,4840,2,t2,10108203,GDOR.ANGEL SOTO,"-29,148605","-59,260754",7/4/2021,14:56:00,377345,394769,17424,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 10.044,67","$ 22.898,17"
1154357,6,4840,4,t2,10108203,GDOR.ANGEL SOTO,"-29,148595","-59,260568",5/8/2021,15:41:00,394769,408674,13905,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 5.283,47","$ 18.136,97"
1154165,6,4840,3,t2,10108203,GDOR.ANGEL SOTO,"-29,148576","-59,260584",2/6/2021,10:00:00,408674,422790,14116,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 5.568,95","$ 18.422,45"
522744,3,6045,2,t2,10194334,Bº SAN FERNANDO,"-30,007156","-59,520166",12/3/2021,8:40:00,501258,520341,19083,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 12.289,30","$ 25.142,80"
524207,3,6045,5,t2,10194334,Bº SAN FERNANDO,"-30,006566","-59,520225",15/9/2021,11:52:00,520341,537973,17632,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 10.326,10","$ 23.179,60"
524998,3,6045,6,t2,10194334,Bº SAN FERNANDO,"-30,006565","-59,52022",13/11/2021,11:40:00,537973,558653,20680,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 14.450,04","$ 27.303,54"
522291,3,6045,1,t2,10194334,Bº SAN FERNANDO,"-30,006416","-59,520196",12/1/2021,10:56:00,558653,581153,22500,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 16.912,50","$ 29.766,00"
523714,3,6045,4,t2,10194334,Bº SAN FERNANDO,"-30,006356","-59,52068",16/7/2021,11:10:00,581153,602208,21055,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 14.957,42","$ 27.810,92"
523222,3,6045,3,t2,10194334,Bº SAN FERNANDO,"-30,006178","-59,52075",14/5/2021,12:06:00,602208,621719,19511,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 12.868,38","$ 25.721,88"
490603,3,5595,4,t4,10134383,PJE. BRUZZO Y AYACUCHO,"-28,511427","-59,033359",14/7/2021,9:03:00,490625,508174,17549,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 12.478,50","$ 28.182,00"
491050,3,5595,5,t4,10134383,PJE. BRUZZO Y AYACUCHO,"-28,511406","-59,033402",9/9/2021,8:49:00,508174,525437,17263,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 12.005,74","$ 27.709,24"
490325,3,5595,3,t4,10134383,PJE. BRUZZO Y AYACUCHO,"-28,511386","-59,033522",13/5/2021,10:13:00,525437,544415,18978,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 14.840,63","$ 30.544,13"
491325,3,5595,6,t4,10134383,PJE. BRUZZO Y AYACUCHO,"-28,511326","-59,033482",9/11/2021,7:01:00,544415,561296,16881,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 11.374,29","$ 27.077,79"
490045,3,5595,2,t4,10134383,PJE. BRUZZO Y AYACUCHO,"-28,511299","-59,033434",9/3/2021,7:24:00,561296,578415,17119,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 11.767,71","$ 27.471,21"
489761,3,5595,1,t4,10134383,PJE. BRUZZO Y AYACUCHO,"-28,511294","-59,033424",14/1/2021,7:27:00,578415,594816,16401,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 10.580,85","$ 26.284,35"
131600,1,6260,6,t3,60091374,TACUARI Y BELGRANO,"-29,032078","-59,184114",30/12/2021,18:58:00,464555,485895,21340,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 16.477,02","$ 30.280,52"
130717,1,6260,5,t3,60091374,TACUARI Y BELGRANO,"-29,032012","-59,184359",8/11/2021,12:27:00,485895,498798,12903,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 4.218,06","$ 18.021,56"
1289117,6,7540,4,t3,10201137,SAN MARTIN,"-30,087369","-58,788421",18/8/2021,7:02:00,96015,115646,19631,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 13.993,84","$ 27.797,34"
1290233,6,7540,6,t3,10201137,SAN MARTIN,"-30,08453","-58,789784",13/12/2021,9:47:00,115646,133660,18014,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 11.644,34","$ 25.447,84"
1289674,6,7540,5,t3,10201137,SAN MARTIN,"-30,084517","-58,789794",19/10/2021,10:07:00,133660,155994,22334,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 17.921,30","$ 31.724,80"
1288563,6,7540,3,t3,10201137,SAN MARTIN,"-30,084482","-58,789772",11/6/2021,13:43:00,155994,174186,18192,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 11.902,98","$ 25.706,48"
1288017,6,7540,2,t3,10201137,SAN MARTIN,"-30,084415","-58,789781",14/4/2021,10:06:00,174186,195360,21174,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 16.235,82","$ 30.039,32"
1287477,6,7540,1,t3,10201137,SAN MARTIN,"-30,084413","-58,789816",10/2/2021,9:12:00,195360,211976,16616,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 9.613,05","$ 23.416,55"
469664,3,4630,3,t1,10582569,BARTOLOME MITRE,"-29,133949","-59,2592",10/5/2021,8:17:00,454557,469198,14641,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 5.779,44","$ 17.609,79"
470225,3,4630,6,t1,10582569,BARTOLOME MITRE,"-29,133935","-59,259097",11/11/2021,8:49:00,469198,489882,20684,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 13.304,79","$ 25.135,14"
469289,3,4630,1,t1,10582569,BARTOLOME MITRE,"-29,133808","-59,2592",11/1/2021,8:31:00,489882,503830,13948,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 4.916,44","$ 16.746,79"
469478,3,4630,2,t1,10582569,BARTOLOME MITRE,"-29,133805","-59,259158",11/3/2021,7:10:00,503830,520909,17079,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 8.815,48","$ 20.645,83"
469853,3,4630,4,t1,10582569,BARTOLOME MITRE,"-29,133799","-59,259186",12/7/2021,9:39:00,520909,540647,19738,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 12.126,73","$ 23.957,08"
470038,3,4630,5,t1,10582569,BARTOLOME MITRE,"-29,133752","-59,25917",10/9/2021,7:45:00,540647,557260,16613,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 8.235,17","$ 20.065,52"
1147757,6,4790,4,t4,60125456,JUAN XXIII,"-29,146242","-59,251782",4/8/2021,9:01:00,531903,545475,13572,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 5.904,52","$ 21.608,02"
1147107,6,4790,2,t4,60125456,JUAN XXIII,"-29,14623","-59,25162",7/4/2021,12:17:00,545475,558522,13047,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 5.036,69","$ 20.740,19"
1146784,6,4790,1,t4,60125456,JUAN XXIII,"-29,146221","-59,251602",1/2/2021,13:01:00,558522,579402,20880,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 17.984,64","$ 33.688,14"
1148089,6,4790,5,t4,60125456,JUAN XXIII,"-29,146205","-59,251611",4/10/2021,7:53:00,579402,602375,22973,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 21.444,37","$ 37.147,87"
1148424,6,4790,6,t4,60125456,JUAN XXIII,"-29,146124","-59,252049",1/12/2021,14:30:00,602375,626252,23877,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 22.938,68","$ 38.642,18"
1147432,6,4790,3,t4,60125456,JUAN XXIII,"-29,146124","-59,252006",4/6/2021,10:47:00,626252,645188,18936,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 14.771,21","$ 30.474,71"
205967,1,7265,1,t2,10233910,SAN CAYETANO,"-27,568311","-58,695134",22/2/2021,10:06:00,103326,122797,19471,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 12.814,26","$ 25.667,76"
207023,1,7265,4,t2,10233910,SAN CAYETANO,"-27,568235","-58,695043",23/8/2021,12:16:00,122797,136243,13446,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 4.662,44","$ 17.515,94"
207851,1,7265,5,t2,10233910,SAN CAYETANO,"-27,56803","-58,694859",26/10/2021,9:44:00,136243,159099,22856,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 17.394,17","$ 30.247,67"
206557,1,7265,2,t2,10233910,SAN CAYETANO,"-27,567963","-58,694881",26/4/2021,9:46:00,159099,181077,21978,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 16.206,23","$ 29.059,73"
206706,1,7265,3,t2,10233910,SAN CAYETANO,"-27,566932","-58,694758",23/6/2021,10:52:00,181077,193632,12555,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 3.456,92","$ 16.310,42"
713920,4,4685,3,t3,10504444,AV. JOSE JACINTO ROLON,"-29,154157","-59,259854",17/5/2021,9:11:00,466085,487261,21176,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 16.238,73","$ 30.042,23"
715117,4,4685,6,t3,10504444,AV. JOSE JACINTO ROLON,"-29,154054","-59,25984",25/11/2021,13:59:00,487261,508635,21374,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 16.526,42","$ 30.329,92"
713119,4,4685,1,t3,10504444,AV. JOSE JACINTO ROLON,"-29,154046","-59,25984",25/1/2021,15:17:00,508635,525966,17331,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 10.651,94","$ 24.455,44"
714722,4,4685,5,t3,10504444,AV. JOSE JACINTO ROLON,"-29,154036","-59,259823",18/9/2021,10:11:00,525966,543059,17093,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 10.306,13","$ 24.109,63"
714320,4,4685,4,t3,10504444,AV. JOSE JACINTO ROLON,"-29,154027","-59,259884",19/7/2021,9:28:00,543059,557535,14476,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 6.503,63","$ 20.307,13"
713517,4,4685,2,t3,10504444,AV. JOSE JACINTO ROLON,"-29,154019","-59,259803",16/3/2021,8:04:00,557535,576994,19459,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 13.743,93","$ 27.547,43"
111851,1,6130,5,t2,10612281,F.BLANCO,"-28,051587","-56,017674",22/10/2021,10:28:00,371039,388546,17507,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 10.156,97","$ 23.010,47"
111478,1,6130,4,t2,10612281,F.BLANCO,"-28,051578","-56,017664",23/8/2021,10:32:00,388546,404627,16081,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 8.227,59","$ 21.081,09"
112222,1,6130,6,t2,10612281,F.BLANCO,"-28,051573","-56,017663",22/12/2021,9:10:00,404627,418765,14138,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 5.598,71","$ 18.452,21"
110384,1,6130,1,t2,10612281,F.BLANCO,"-28,051571","-56,017656",22/2/2021,10:03:00,418765,431647,12882,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 3.899,35","$ 16.752,85"
111113,1,6130,3,t2,10612281,F.BLANCO,"-28,051565","-56,017667",22/6/2021,12:42:00,431647,453157,21510,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 15.573,03","$ 28.426,53"
110742,1,6130,2,t2,10612281,F.BLANCO,"-28,051552","-56,017685",22/4/2021,10:30:00,453157,471392,18235,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 11.141,96","$ 23.995,46"
1283923,6,7530,4,t1,10201131,Calle 25 de Mayo,"-30,092965","-58,791971",14/8/2021,16:38:00,211454,226893,15439,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 6.773,19","$ 18.603,54"
1282226,6,7530,1,t1,10201131,Calle 25 de Mayo,"-30,090531","-58,783976",9/2/2021,8:28:00,226893,244644,17751,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 9.652,32","$ 21.482,67"
1283355,6,7530,3,t1,10201131,Calle 25 de Mayo,"-30,090479","-58,784022",10/6/2021,10:28:00,244644,268531,23887,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 17.293,48","$ 29.123,83"
1284494,6,7530,5,t1,10201131,Calle 25 de Mayo,"-30,090476","-58,783969",14/10/2021,13:27:00,268531,286715,18184,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 10.191,54","$ 22.021,89"
1282787,6,7530,2,t1,10201131,Calle 25 de Mayo,"-30,090464","-58,783982",13/4/2021,8:44:00,286715,304083,17368,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 9.175,37","$ 21.005,72"
1285067,6,7530,6,t1,10201131,Calle 25 de Mayo,"-30,090453","-58,783954",10/12/2021,8:08:00,304083,321817,17734,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 9.631,15","$ 21.461,50"
710020,4,4676,6,t1,10097775,BO. VIV. MZ,"-29,138028","-59,249076",17/11/2021,8:29:00,174163,190469,16306,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 7.852,86","$ 19.683,21"
709928,4,4676,5,t1,10097775,BO. VIV. MZ,"-29,137947","-59,249319",16/9/2021,12:01:00,190469,211008,20539,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 13.124,22","$ 24.954,57"
709841,4,4676,4,t1,10097775,BO. VIV. MZ,"-29,137942","-59,249312",16/7/2021,9:31:00,211008,226073,15065,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 6.307,44","$ 18.137,79"
709753,4,4676,3,t1,10097775,BO. VIV. MZ,"-29,137932","-59,249286",17/5/2021,10:38:00,226073,241520,15447,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 6.783,15","$ 18.613,50"
709577,4,4676,1,t1,10097775,BO. VIV. MZ,"-29,13793","-59,249297",18/1/2021,7:45:00,241520,260027,18507,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 10.593,77","$ 22.424,12"
709665,4,4676,2,t1,10097775,BO. VIV. MZ,"-29,137892","-59,249486",18/3/2021,8:26:00,260027,279276,19249,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 11.517,78","$ 23.348,13"
1427842,7,6956,4,t3,60067760,R. PROV. 19 PJE.PAIRIRI,"-28,651887","-58,785989",19/8/2021,18:33:00,625200,647307,22107,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 17.591,47","$ 31.394,97"
1427428,7,6956,1,t3,60067760,R. PROV. 19 PJE.PAIRIRI,"-28,635331","-58,761519",12/2/2021,10:14:00,647307,663028,15721,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 8.312,61","$ 22.116,11"
1427703,7,6956,3,t3,60067760,R. PROV. 19 PJE.PAIRIRI,"-28,634358","-58,762483",16/6/2021,10:22:00,663028,686529,23501,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 19.616,95","$ 33.420,45"
1427969,7,6956,5,t3,60067760,R. PROV. 19 PJE.PAIRIRI,"-28,632002","-58,757792",19/10/2021,9:19:00,686529,703270,16741,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 9.794,67","$ 23.598,17"
1427564,7,6956,2,t3,60067760,R. PROV. 19 PJE.PAIRIRI,"-28,574345","-58,709484",16/4/2021,11:47:00,703270,717195,13925,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 5.703,03","$ 19.506,53"
1428107,7,6956,6,t3,60067760,R. PROV. 19 PJE.PAIRIRI,"-28,574333","-58,709547",17/12/2021,11:55:00,717195,738589,21394,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 16.555,48","$ 30.358,98"
