Sale Date,Item Name,Quantity,Price,Coupon Code,Coupon Details,Discount Amount,Shipping Discount,Order Shipping,Order Sales Tax,Item Total,Currency,Transaction ID,Listing ID,Date Paid,Date Shipped,Order ID,Variations,Order Type,Listings Type,Payment Type,InPerson Discount,InPerson Location,VAT Paid by Buyer,SKU
05/21/22,Jack's Bar Virgin River Racerback Tank Top Merchandise Merch T-shirt TV Show Book Apparel Gift,1,24.95,DSGERG23RFG43,DSGERG23RFG43 - % off,4.99,0,10,0,24.95,USD,3023499281,1186124930,05/21/2022,,2481664041,"Colors:Solid Black,Sizes:L",online,listing,online_cc,,,0,25410490656165942612
05/21/22,Free Mom Hugs Gay Pride Racerback Tank Top Rainbow Flag T-shirt Parade outfit for women say gay lgbtq apparel nobody should live in a closet,1,24.95,DSGERG23RFG43,DSGERG23RFG43 - % off,4.99,0,4.95,0,24.95,USD,3019297900,1221684775,05/21/2022,05/22/2022,2481565143,"Colors:Solid Purple Rush,Sizes:2XL",online,listing,online_cc,,,0,28550357626080200144
05/21/22,Tequila May Not Be Answer But Its Worth Shot Racerback Tank Top  pitch please shirt hola bitchacho nacho average bride mamacita mexico trip,1,24.95,DSGERG23RFG43,DSGERG23RFG43 - % off,4.99,0,4.95,0,24.95,USD,3019157746,1194363924,05/21/2022,05/22/2022,2481503012,"Colors:Solid White,Sizes:XS",online,listing,online_cc,,,0,23316379847477522480
05/21/22,Camp Half Blood Percy Jackson Infant Fine Jersey Bodysuit T-shirt Onsie Baby Merchandise Merch Orange  Jupiter Pajamas creeper,1,24.95,DSGERG23RFG43,DSGERG23RFG43 - % off,4.99,0,4.95,0,24.95,USD,3023204497,1224573009,05/21/2022,,2481446531,"Colors:Orange,Sizes:6M",online,listing,online_cc,,,0,16236803954448716046
05/21/22,Feeling Willie Good Infant Fine Jersey Bodysuit Romper onsie beg your parton nelson country music gift merchandise merch newborn baby clothe,1,24.95,DSGERG23RFG43,DSGERG23RFG43 - % off,4.99,0,4.95,0,24.95,USD,3019010476,1210630840,05/21/2022,,2481390354,"Colors:Pink,Sizes:6M",online,listing,online_cc,,,0,21910862374725017161
05/21/22,Free Mom Hugs Gay Pride Flag Parade Racerback Tank Top  trans Lesbian progress bisexual move im legalize free college stuff t-shirt,1,24.95,DSGERG23RFG43,DSGERG23RFG43 - % off,4.99,0,4.95,0,24.95,USD,3023021071,1185675230,05/21/2022,,2481331836,"Colors:Solid Midnight Navy,Sizes:M",online,listing,online_cc,,,0,10477765927316767940
05/21/22,Just Regular Dad Trying Not To Raise Liberal Coffee Mug Cup Insulated Tumbler white straight republican male MAGA Merch Gift let go brandon,1,39.95,DSGERG23RFG43,DSGERG23RFG43 - % off,7.99,0,4.95,0,39.95,USD,3018825266,1191258789,05/21/2022,,2481246896,Colors:Gray,online,listing,online_cc,,,0,30172808388006110975
05/21/22,Beth Dutton For President 2024 Dont Speak Dip Sh*t Yellowstone Merchandise T-shirt TV show / make me go on you are trailer park am tornado,1,24.95,DSGERG23RFG43,DSGERG23RFG43 - % off,4.99,0,4.95,0,24.95,USD,3018786020,1176700568,05/21/2022,05/22/2022,2481216486,"Colors:Athletic Heather,Sizes:2XL",online,listing,online_cc,,,0,24001157319824516880
05/21/22,Camp Walden Parent Trap Insulated Tumbler supernatural got salt  Merchandise merch gift coffee mug travel container gift,1,39.95,DSGERG23RFG43,DSGERG23RFG43 - % off,7.99,0,4.95,0,39.95,USD,3022778919,1191275555,05/21/2022,,2481135463,,online,listing,online_cc,,,0,54775890591178017869
05/21/22,Boats And Hoes Prestige Worldwide Unisex T-Shirt/Step Brothers/Brennan and Dale 24/Movies/Merchandise/Apparel/Shirt/tee/funny,1,24.95,DSGERG23RFG43,DSGERG23RFG43 - % off,4.99,0,4.95,0,24.95,USD,3022645429,1172782728,05/21/2022,,2481036185,"Colors:Heather True Royal,Sizes:2XL",online,listing,online_cc,,,0,30081043237959472993
05/21/22,Little Bit Dramatic Tank Top Mean Merchandise Girl Movie Gift Dump Him costume regina george women dont owe you gretchen weiner so fetch,1,24.95,DSGERG23RFG43,DSGERG23RFG43 - % off,4.99,0,4.95,0,24.95,USD,3022591491,1199650455,05/21/2022,05/23/2022,2480994731,Sizes:S,online,listing,online_cc,,,0,17313401467926619814
05/21/22,DIllon Panthers Friday Night Lights Unisex T-Shirt / tim riggins jersey Merchandise Merch Tee Football Team Riggins / FNL gift  East Lions,1,24.95,DSGERG23RFG43,DSGERG23RFG43 - % off,4.99,0,10,0,24.95,USD,3022566007,1186644195,05/21/2022,,2480974871,"Colors:Heather True Royal,Sizes:L",online,listing,online_cc,,,0,34562331985325027355
05/21/22,I Went From Mama Mommy to Mom To Bruh Racerback Tank Top f bomb mom t-shirt mothers day gift  super mommio hustler present mode life tee,1,24.95,5432RRR;5432RRR,5432RRR - % off;5432RRR - % off,9.98,4.95,0,0,24.95,USD,3022459387,1194392038,05/21/2022,05/23/2022,2480877128,"Colors:Solid Purple Rush,Sizes:M",online,listing,online_cc,,,0,30139323718219654420
05/21/22,Tired As Mother Women's Ideal Racerback Tank momming ain't easy tough advocate like strong skeleton messy bun gift mom mode life mama day,1,24.95,5432RRR;5432RRR,5432RRR - % off;5432RRR - % off,0,0,0,0,24.95,USD,3018346000,1185797062,05/21/2022,05/23/2022,2480877128,"Colors:Heather Grey,Sizes:M",online,listing,online_cc,,,0,31373606336275996425
05/20/22,1883 Yellowstone Merchandise Unisex Short Sleeve T-shirt / Merch/ 6666 series get ripped / bull skull / dutton ranch apparel / rip wheeler,1,24.95,5432RRR,5432RRR - % off,4.99,0,4.95,0,24.95,USD,3018265658,1175348918,05/20/2022,05/21/2022,2480841641,"Colors:Heather Mauve,Sizes:2XL",online,listing,online_cc,,,0,22957522265058335127
05/20/22,Maverick Goose Bring Back That Loving Feeling 2024 Women's Ideal Racerback Tank Top 20 Top Merchandise Gun Merch Goose talk to me movie 80,1,24.95,5432RRR,5432RRR - % off,4.99,0,4.95,0,24.95,USD,3022382335,1200104485,05/20/2022,05/21/2022,2480817212,"Colors:Solid Midnight Navy,Sizes:L",online,listing,online_cc,,,0,46154408112579900260
05/20/22,Dillon Panthers Riggins 33 Unisex Twill Hat Friday night lights tv show movie football merchandise merch gift team tim riggins east lion,1,27.95,5432RRR;5432RRR,5432RRR - % off;5432RRR - % off,10.58,4.95,0,0,27.95,USD,3022282977,1184191104,05/20/2022,,2480768121,Colors:True Royal,online,listing,online_cc,,,0,18812827760907568599
05/20/22,DIllon Panthers Friday Night Lights Unisex T-Shirt / tim riggins jersey Merchandise Merch Tee Football Team Riggins / FNL gift  East Lions,1,24.95,5432RRR;5432RRR,5432RRR - % off;5432RRR - % off,0,0,0,0,24.95,USD,3018155774,1186644195,05/20/2022,,2480768121,"Colors:Heather True Royal,Sizes:S",online,listing,online_cc,,,0,29766937047219973134
05/20/22,You Are the Trailer Park I am The Tornado Beth Dutton Yellowstone Insulated Wine Tumbler,1,32.95,5432RRR,5432RRR - % off,6.59,0,4.95,0,32.95,USD,3022167751,1236295903,05/20/2022,,2480684693,,online,listing,online_cc,,,0,37477715989007090223
05/20/22,Friday Night Lights Merchandise Dillon Panthers Unisex Crewneck Sweatshirt / Team Tim Riggin 33 / Merch Movie Gift T-shirt TV Show East Lion,1,34.95,5432RRR,5432RRR - % off,6.99,0,10,0,34.95,USD,3017827510,1186735635,05/20/2022,,2480553033,"Sizes:M,Colors:Sport Grey",online,listing,online_cc,,,0,11088482347335520968
05/20/22,Dillon Panthers Riggins 33 Unisex Twill Hat Friday night lights tv show movie football merchandise merch gift team tim riggins east lion,1,27.95,5432RRR,5432RRR - % off,5.59,0,4.95,0,27.95,USD,3021878121,1184191104,05/20/2022,,2480476523,Colors:True Royal,online,listing,online_cc,,,0,18812827760907568599
05/20/22,Back it Up Terry Put It In Reverse Infant Baby Rib Bodysuit,1,22.95,5432RRR,5432RRR - % off,4.59,0,4.95,0,22.95,USD,3017626262,1210942648,05/20/2022,,2480320948,"Colors:Pink,Sizes:12M",online,listing,online_cc,,,0,23031172780411340133
05/20/22,1883 Unisex Heavy Blend Crewneck Sweatshirt Yellowstone Dutton Ranch Apparel Merch Gift 6666 gift T-shirt get ripped beth john merchandise,1,34.95,5432RRR,5432RRR - % off,6.99,0,4.95,0,34.95,USD,3017560804,1194976433,05/20/2022,,2480268850,"Sizes:L,Colors:Black",online,listing,online_cc,,,0,24670015215229801494
05/20/22,Dillon Panthers Riggins 33 Unisex Twill Hat Friday night lights tv show movie football merchandise merch gift team tim riggins east lion,1,27.95,5432RRR;5432RRR,5432RRR - % off;5432RRR - % off,10.58,4.95,0,0,27.95,USD,3021645097,1184191104,05/20/2022,05/23/2022,2480183250,Colors:True Royal,online,listing,online_cc,,,0,18812827760907568599
05/20/22,DIllon Panthers Friday Night Lights Unisex T-Shirt / tim riggins jersey Merchandise Merch Tee Football Team Riggins / FNL gift  East Lions,1,24.95,5432RRR;5432RRR,5432RRR - % off;5432RRR - % off,0,0,0,0,24.95,USD,3017452574,1186644195,05/20/2022,05/23/2022,2480183250,"Colors:Heather True Royal,Sizes:XL",online,listing,online_cc,,,0,21788661129526083437
05/20/22,Lets Go Brandon Racerback Tank Top T-Shirt FJB Bandon bradson american flag donald trump 2024 won MAGA Merchandise GOP foxtrot juliet bravo,1,24.95,5432RRR;5432RRR,5432RRR - % off;5432RRR - % off,9.98,4.95,0,0,24.95,USD,3021579839,1200088253,05/20/2022,05/21/2022,2480128422,"Colors:Solid Midnight Navy,Sizes:M",online,listing,online_cc,,,0,44015876858423348069
05/20/22,Suck It England George Washington Racerback Tank Top teddy boozedevelt shirt george sloshington you free tonight shirt party like its 1776,1,24.95,5432RRR;5432RRR,5432RRR - % off;5432RRR - % off,0,0,0,0,24.95,USD,3017382602,1207880222,05/20/2022,05/21/2022,2480128422,"Colors:Solid Black,Sizes:M",online,listing,online_cc,,,0,32038920447108859539
05/20/22,"Heartland Ranch TV Show Merchandise  Insulated Tumbler, 22oz Coffee Mug Travel Cup Water Bottle Merch",1,39.95,5432RRR,5432RRR - % off,7.99,0,4.95,0,39.95,USD,3021561085,1177311826,05/20/2022,,2480112200,Colors:Black,online,listing,online_cc,,,0,50499455595363587286
05/20/22,Purple Parrot Legend Hidden Temple Costume T-shirt pendant of life silver snake medallion red jaguar part spill your gut gift merchandise,1,24.95,5432RRR,5432RRR - % off,4.99,0,4.95,0,24.95,USD,3017281696,1198347992,05/21/2022,05/21/2022,2480049416,"Colors:Team Purple,Sizes:XL",online,listing,online_cc,,,0,23941894855885112253
05/20/22,Make America Great Again MAGA  Can Cooler Slim and Regular Hard Seltzer Beer,4,9.95,5432RRR,5432RRR - % off,7.96,0,4.95,0,39.8,USD,3021463069,1219903026,05/20/2022,05/23/2022,2480028168,Size:Regular Can,online,listing,online_cc,,,0,19188612909239332864
05/20/22,Let's Go Brandon FJB Baby Onsie Infant Bodysuit trump guess what chicken butt  storm pooper reagan bush 84 buck fiden desantis 2024 gift,1,22.95,5432RRR,5432RRR - % off,4.59,0,4.95,0,22.95,USD,3017252266,1213991759,05/20/2022,05/21/2022,2480026484,"Colors:Black,Sizes:6M",online,listing,online_cc,,,0,20882916198710905018
05/20/22,Heartland Ranch Unisex T-Shirt Merchandise TV Show Apparel Gift Tee / yellowstone teen girl horses birthday present 1883 1893 clothing,1,24.95,5432RRR,5432RRR - % off,4.99,0,4.95,0,24.95,USD,3017242522,1186698095,05/20/2022,,2480019078,"Colors:Maroon,Sizes:L",online,listing,online_cc,,,0,18613354248567820487
05/19/22,Free Mom Hugs Gay Pride Racerback Tank Top Rainbow Flag T-shirt Parade outfit for women say gay lgbtq apparel nobody should live in a closet,1,24.95,FASE3,FASE3 - % off,4.99,0,4.95,0,24.95,USD,3016961496,1221684775,05/19/2022,05/21/2022,2479954071,"Colors:Solid Midnight Navy,Sizes:M",online,listing,online_cc,,,0,23245802425026444372
05/19/22,No One Should Live in A Closet LBGTQ Ally Rainbow Flag Baby Onsie Infant Bodysuit lesbian gay pride  say apparel trans-gender merch outfit,1,22.95,FASE3,FASE3 - % off,4.59,0,4.95,0,22.95,USD,3016917344,1200043626,05/19/2022,05/21/2022,2479774116,"Colors:Black,Sizes:12M",online,listing,online_cc,,,0,23396607052258442041
05/19/22,"Jobus Rum Major League  Insulated Tumbler, 22oz Coffee Mug Merchandise Merch Movie needs a refill t-shirt 90s 80s gift Cup",1,39.95,FASE3,FASE3 - % off,7.99,0,4.95,0,39.95,USD,3021124003,1177995424,05/19/2022,05/23/2022,2479769960,Colors:White,online,listing,online_cc,,,0,28940517342427047247
05/19/22,Parker Knolls Parent Trap Insulated Wine Tumbler Camp Walden gift merchandise merch t-shirt tee costume 90s y2k movie,1,24.95,FASE3,FASE3 - % off,4.99,0,4.95,0,24.95,USD,3021109861,1217596067,05/19/2022,,2479912505,,online,listing,online_cc,,,0,19883295312946856747
05/19/22,1883 Yellowstone Weekender Bag,1,39.95,FASE3,FASE3 - % off,7.99,0,4.95,0,39.95,USD,3016889310,1189979084,05/19/2022,,2479908377,,online,listing,online_cc,,,0,19361858451638718562
05/19/22,You and Tequila Make Me Crazy Racerback Tank Top t-shirt sunrise sunburn sunset repeat mama tried country music concert apparel merchandise,1,24.95,FASE3,FASE3 - % off,4.99,0,4.95,0,24.95,USD,3020903227,1207741640,05/19/2022,05/21/2022,2479764163,"Colors:Solid Royal,Sizes:XL",online,listing,online_cc,,,0,24250302323803909096
05/19/22,Perkis Power Toddler Kid's T-shirt,1,22.95,FASE3,FASE3 - % off,4.59,0,4.95,0,22.95,USD,3020901903,1219537361,05/19/2022,05/20/2022,2479763247,"Colors:Black,Sizes:2T",online,listing,online_cc,,,0,24928590058784680433
05/19/22,Because I Was Inverted Insulated Tumbler 22oz Top Merchandise Gun 80s movie merchandise goose talk to me negative gift ghostrider Coffee Cup,1,39.95,FASE3,FASE3 - % off,7.99,0,4.95,0,39.95,USD,3020750057,1178329950,05/19/2022,05/23/2022,2479444362,Colors:Gray,online,listing,online_cc,,,0,28243108524131130498
05/19/22,LBGTQ Gay Pride Rainbow Flag Proud Ally Trucker Hat tran parade apparel move im nonbinary lesbian stuff free mom hug straight but not narrow,1,29.95,FASE3,FASE3 - % off,5.99,0,4.95,0,29.95,USD,3020659355,1190992378,05/19/2022,05/20/2022,2479585901,Colors:Black,online,listing,online_cc,,,0,13450841695102303909
05/19/22,Dutton Rip 24 Take Them All To The Train Station Yellowstone Ranch Enamel Camping Mug,1,19.95,FASE3,FASE3 - % off,3.99,0,4.95,0,19.95,USD,3016351204,1234860527,05/19/2022,05/23/2022,2479325882,,online,listing,online_cc,,,0,32550777932949601031
05/19/22,Parker Knolls Parent Trap Insulated Wine Tumbler Camp Walden gift merchandise merch t-shirt tee costume 90s y2k movie,1,24.95,FASE3,FASE3 - % off,4.99,0,4.95,0,24.95,USD,3016296894,1217596067,05/19/2022,05/23/2022,2479282442,,online,listing,online_cc,,,0,19883295312946856747
05/19/22,Abide Big Lebowski Trucker Hat The Dude Merchandise Merch Gift T-Shirt Bowling Movie kick buttowski pendelton trail shirt sweater flag towel,1,29.95,FASE3,FASE3 - % off,5.99,0,10,0,29.95,USD,3016252372,1189669180,05/19/2022,05/20/2022,2479482485,Colors:Black,online,listing,online_cc,,,0,33458010316440570515
05/19/22,Prestige Worldwide Unisex T-Shirt Step Brothers Movie Merchandise Merch gift catalina mixer troop beverly hills boat hoes better call saul,1,24.95,FASE3;FASE3;FASE3;FASE3,FASE3 - % off;FASE3 - % off;FASE3 - % off;FASE3 - % off,30.94,4.95,0,0,24.95,USD,3020448969,1172782678,05/19/2022,05/22/2022,2479187216,"Colors:Heather True Royal,Sizes:L",online,listing,online_cc,,,0,25700063802534314418
05/19/22,Prestige Worldwide Unisex T-Shirt Step Brothers Movie Merchandise Merch gift catalina mixer troop beverly hills boat hoes better call saul,3,24.95,FASE3;FASE3;FASE3;FASE3,FASE3 - % off;FASE3 - % off;FASE3 - % off;FASE3 - % off,0,0,0,0,74.85,USD,3020448967,1172782678,05/19/2022,05/22/2022,2479187216,"Colors:Heather True Royal,Sizes:M",online,listing,online_cc,,,0,30355243036953142105
05/19/22,Prestige Worldwide Boats and Hoes Step Brothers  Embroidered Unisex Distressed Trucker Hat Merchandise Gift Apparel Tee Cataline Wine Merch,1,29.95,FASE3;FASE3;FASE3;FASE3,FASE3 - % off;FASE3 - % off;FASE3 - % off;FASE3 - % off,0,0,0,0,29.95,USD,3016176662,1204420571,05/19/2022,05/22/2022,2479187216,Colors:Black,online,listing,online_cc,,,0,30675840077627861655
05/19/22,Prestige Worldwide Unisex T-Shirt Step Brothers Movie Merchandise Merch gift catalina mixer troop beverly hills boat hoes better call saul,1,24.95,FASE3;FASE3;FASE3;FASE3,FASE3 - % off;FASE3 - % off;FASE3 - % off;FASE3 - % off,0,0,0,0,24.95,USD,3016176660,1172782678,05/19/2022,05/22/2022,2479187216,"Colors:Heather True Royal,Sizes:XL",online,listing,online_cc,,,0,29942315697873288438
05/19/22,Super Daddio I Don't Get Old I Level Up Embroidered Unisex Trucker Hat Fathers Day Gift Daddysaurus funny from daughter Son Present Dad cap,1,34.95,FASE3,FASE3 - % off,6.99,0,4.95,0,34.95,USD,3020339489,1220038458,05/19/2022,05/20/2022,2479090222,Colors:Black,online,listing,online_cc,,,0,23160212285761706277
05/19/22,Bad Moms Club Wine Provided Racerback Tank Top skeleton messy hair bun good say bad word f bomb zero fuch given women skull  mother day gift,1,24.95,FASE3;FASE3;FASE3,FASE3 - % off;FASE3 - % off;FASE3 - % off,19.96,4.95,0,0,24.95,USD,3020320427,1185785214,05/19/2022,05/22/2022,2479336965,"Colors:Solid White,Sizes:2XL",online,listing,online_cc,,,0,19334553845621548012
05/19/22,Bad Moms Club Wine Provided Racerback Tank Top skeleton messy hair bun good say bad word f bomb zero fuch given women skull  mother day gift,2,24.95,FASE3;FASE3;FASE3,FASE3 - % off;FASE3 - % off;FASE3 - % off,0,0,0,0,49.9,USD,3016033272,1185785214,05/19/2022,05/22/2022,2479336965,"Colors:Solid White,Sizes:M",online,listing,online_cc,,,0,10581950720003601053
05/19/22,Bad Moms Club Wine Provided Racerback Tank Top skeleton messy hair bun good say bad word f bomb zero fuch given women skull  mother day gift,1,24.95,FASE3;FASE3;FASE3,FASE3 - % off;FASE3 - % off;FASE3 - % off,0,0,0,0,24.95,USD,3016033270,1185785214,05/19/2022,05/22/2022,2479336965,"Colors:Solid White,Sizes:XL",online,listing,online_cc,,,0,27648934095512627128
05/18/22,Yellowstone Dutton Ranch Unisex Short Sleeve V-Neck Tee /Beth/Rip Wheeler/John Dutton/Train station Tours/Merchandise/Apparel/TV,1,24.99,G134G2354,G134G2354 - % off,5,0,4.95,0,24.99,USD,3019778827,1165320870,05/18/2022,05/22/2022,2478625036,"Sizes:L,Colors:Athletic Heather",online,listing,online_cc,,,0,31895341493227018433
