Date hour,General Band T0 kWh,General Band T0 kVARh,Band Section T1 kWh,Band Section T1 kVARh,Band Section T2 kWh,Band Section T2 kVARh,Band Section T3 kWh,Band Section T3 kVARh,Band Section T4 kWh,Band Section T4 kVARh,Band Section T5 kWh,Band Section T5 kVARh,Band Section T6 kWh,Band Section T6 kVARh
01/11/23 07:08:18,3853243.980,2397573.460,427767.620,267207.400,2450727.720,1496394.600,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 07:13:18,3853246.020,2397575.220,427767.620,267207.400,2450729.760,1496396.360,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 07:18:20,3853247.680,2397576.640,427767.620,267207.400,2450731.420,1496397.780,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 07:23:20,3853249.880,2397578.560,427767.620,267207.400,2450733.620,1496399.700,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 07:28:20,3853251.700,2397580.180,427767.620,267207.400,2450735.440,1496401.320,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 07:33:20,3853253.780,2397581.880,427767.620,267207.400,2450737.520,1496403.020,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 07:38:22,3853255.480,2397583.320,427767.620,267207.400,2450739.220,1496404.460,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 07:43:21,3853257.320,2397584.900,427767.620,267207.400,2450741.060,1496406.040,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 07:48:21,3853259.360,2397586.620,427767.620,267207.400,2450743.100,1496407.760,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 07:53:21,3853261.100,2397588.060,427767.620,267207.400,2450744.840,1496409.200,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 07:58:23,3853263.260,2397589.840,427767.620,267207.400,2450747.000,1496410.980,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 08:03:22,3853265.080,2397591.300,427767.620,267207.400,2450748.820,1496412.440,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 08:08:22,3853267.780,2397592.820,427767.620,267207.400,2450751.520,1496413.960,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 08:13:22,3853270.380,2397593.840,427767.620,267207.400,2450754.120,1496414.980,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 08:18:26,3853273.000,2397595.100,427767.620,267207.400,2450756.740,1496416.240,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 08:23:26,3853276.280,2397596.200,427767.620,267207.400,2450760.020,1496417.340,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 08:28:26,3853279.740,2397597.400,427767.620,267207.400,2450763.480,1496418.540,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 08:33:26,3853283.260,2397598.600,427767.620,267207.400,2450767.000,1496419.740,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 08:38:28,3853286.120,2397599.580,427767.620,267207.400,2450769.860,1496420.720,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 08:43:28,3853288.960,2397600.540,427767.620,267207.400,2450772.700,1496421.680,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 08:48:28,3853291.880,2397601.580,427767.620,267207.400,2450775.620,1496422.720,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 08:53:28,3853294.820,2397602.660,427767.620,267207.400,2450778.560,1496423.800,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 08:58:30,3853298.060,2397603.820,427767.620,267207.400,2450781.800,1496424.960,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 09:03:31,3853301.440,2397604.980,427767.620,267207.400,2450785.180,1496426.120,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 09:08:30,3853304.560,2397606.040,427767.620,267207.400,2450788.300,1496427.180,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 09:13:30,3853307.680,2397607.120,427767.620,267207.400,2450791.420,1496428.260,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 09:18:31,3853310.980,2397608.220,427767.620,267207.400,2450794.720,1496429.360,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 09:23:31,3853314.240,2397609.360,427767.620,267207.400,2450797.980,1496430.500,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 09:28:31,3853317.540,2397610.480,427767.620,267207.400,2450801.280,1496431.620,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 09:33:31,3853320.980,2397611.680,427767.620,267207.400,2450804.720,1496432.820,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 09:38:35,3853323.780,2397613.220,427767.620,267207.400,2450807.520,1496434.360,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 09:43:34,3853325.980,2397615.340,427767.620,267207.400,2450809.720,1496436.480,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 09:48:34,3853328.040,2397617.340,427767.620,267207.400,2450811.780,1496438.480,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 09:53:34,3853330.260,2397619.160,427767.620,267207.400,2450814.000,1496440.300,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 09:58:37,3853332.520,2397620.400,427767.620,267207.400,2450816.260,1496441.540,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 10:03:37,3853334.840,2397621.340,427767.620,267207.400,2450818.580,1496442.480,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 10:08:37,3853337.040,2397622.900,427767.620,267207.400,2450820.780,1496444.040,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 10:13:37,3853339.300,2397625.000,427767.620,267207.400,2450823.040,1496446.140,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 10:18:40,3853341.720,2397626.980,427767.620,267207.400,2450825.460,1496448.120,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 10:23:40,3853344.120,2397629.280,427767.620,267207.400,2450827.860,1496450.420,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 10:28:40,3853346.660,2397631.740,427767.620,267207.400,2450830.400,1496452.880,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 10:33:40,3853349.140,2397634.120,427767.620,267207.400,2450832.880,1496455.260,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 10:38:46,3853351.880,2397636.080,427767.620,267207.400,2450835.620,1496457.220,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 10:43:45,3853354.460,2397638.300,427767.620,267207.400,2450838.200,1496459.440,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 10:48:45,3853356.920,2397640.540,427767.620,267207.400,2450840.660,1496461.680,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 10:53:45,3853359.340,2397642.700,427767.620,267207.400,2450843.080,1496463.840,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 10:58:48,3853361.720,2397644.600,427767.620,267207.400,2450845.460,1496465.740,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 11:03:48,3853364.600,2397645.600,427767.620,267207.400,2450848.340,1496466.740,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 11:08:48,3853367.120,2397646.820,427767.620,267207.400,2450850.860,1496467.960,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 11:13:48,3853369.540,2397647.900,427767.620,267207.400,2450853.280,1496469.040,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 11:18:50,3853371.900,2397648.660,427767.620,267207.400,2450855.640,1496469.800,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 11:23:49,3853374.540,2397649.540,427767.620,267207.400,2450858.280,1496470.680,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 11:28:49,3853376.680,2397651.480,427767.620,267207.400,2450860.420,1496472.620,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 11:33:49,3853379.320,2397653.200,427767.620,267207.400,2450863.060,1496474.340,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 11:38:53,3853382.120,2397654.900,427767.620,267207.400,2450865.860,1496476.040,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 11:43:53,3853385.220,2397656.120,427767.620,267207.400,2450868.960,1496477.260,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 11:48:53,3853388.440,2397657.300,427767.620,267207.400,2450872.180,1496478.440,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 11:53:54,3853391.680,2397658.580,427767.620,267207.400,2450875.420,1496479.720,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 11:58:56,3853395.060,2397660.340,427767.620,267207.400,2450878.800,1496481.480,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 12:03:56,3853398.400,2397661.740,427767.620,267207.400,2450882.140,1496482.880,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 12:08:56,3853401.380,2397663.640,427767.620,267207.400,2450885.120,1496484.780,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 12:13:56,3853404.300,2397665.260,427767.620,267207.400,2450888.040,1496486.400,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 12:18:58,3853407.160,2397666.580,427767.620,267207.400,2450890.900,1496487.720,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 12:23:58,3853410.320,2397667.720,427767.620,267207.400,2450894.060,1496488.860,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 12:28:58,3853413.420,2397668.820,427767.620,267207.400,2450897.160,1496489.960,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 12:33:58,3853416.180,2397670.640,427767.620,267207.400,2450899.920,1496491.780,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 12:38:58,3853418.740,2397672.900,427767.620,267207.400,2450902.480,1496494.040,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 12:44:00,3853421.420,2397675.260,427767.620,267207.400,2450905.160,1496496.400,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 12:49:00,3853424.020,2397677.560,427767.620,267207.400,2450907.760,1496498.700,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 12:54:00,3853426.440,2397679.780,427767.620,267207.400,2450910.180,1496500.920,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 12:59:00,3853429.040,2397681.880,427767.620,267207.400,2450912.780,1496503.020,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 13:04:04,3853431.660,2397684.060,427767.620,267207.400,2450915.400,1496505.200,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 13:09:04,3853434.360,2397686.420,427767.620,267207.400,2450918.100,1496507.560,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 13:14:04,3853436.960,2397688.800,427767.620,267207.400,2450920.700,1496509.940,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 13:19:04,3853439.700,2397690.880,427767.620,267207.400,2450923.440,1496512.020,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 13:24:04,3853443.220,2397693.240,427767.620,267207.400,2450926.960,1496514.380,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 13:29:08,3853446.360,2397696.060,427767.620,267207.400,2450930.100,1496517.200,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 13:34:07,3853449.320,2397698.780,427767.620,267207.400,2450933.060,1496519.920,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 13:39:07,3853452.360,2397701.100,427767.620,267207.400,2450936.100,1496522.240,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 13:44:07,3853455.420,2397703.060,427767.620,267207.400,2450939.160,1496524.200,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 13:49:09,3853458.520,2397704.800,427767.620,267207.400,2450942.260,1496525.940,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 13:54:09,3853461.580,2397706.000,427767.620,267207.400,2450945.320,1496527.140,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 13:59:09,3853464.280,2397707.100,427767.620,267207.400,2450948.020,1496528.240,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 14:04:09,3853467.620,2397708.340,427767.620,267207.400,2450951.360,1496529.480,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 14:09:13,3853470.440,2397709.420,427767.620,267207.400,2450954.180,1496530.560,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 14:14:12,3853473.200,2397710.440,427767.620,267207.400,2450956.940,1496531.580,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 14:19:12,3853476.340,2397711.460,427767.620,267207.400,2450960.080,1496532.600,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
01/11/23 14:24:12,3853479.480,2397712.520,427767.620,267207.400,2450963.220,1496533.660,974706.580,633930.640,0.000,0.000,0.000,0.000,0.000,0.000
