Processes_Time,RunQueue,Swap-in,pswitch,syscall,read,write,fork,exec,sem,msg,asleep_bufio,asleep_rawio,asleep_diocio
0:50:08,"2,13",0,1011,33968,1161,151,12,12,0,0,0,0,0
0:50:38,"1,7",0,919,25515,582,129,1,1,0,0,0,0,0
0:51:08,"1,83",0,894,26438,657,103,1,1,0,0,0,0,0
0:51:38,2,0,903,25912,622,103,1,1,0,0,0,0,0
0:52:08,"2,13",0,964,30599,877,141,6,7,0,0,0,0,0
0:52:38,"0,27",0,934,25778,654,103,1,1,0,0,0,0,0
0:53:08,"1,53",0,1345,87681,1413,6651,40,24,0,0,0,0,0
0:53:38,"1,1",0,941,26100,661,123,1,1,0,0,0,0,0
0:54:08,"1,63",0,956,30421,848,141,6,7,0,0,0,0,0
0:54:38,1,0,917,26304,656,104,1,1,0,0,0,0,0
0:55:08,"0,77",0,959,30123,866,139,7,7,0,0,0,0,0
0:55:38,"0,33",0,900,25891,611,129,1,1,0,0,0,0,0
0:56:08,"0,47",0,922,30817,915,115,6,7,0,0,0,0,0
0:56:38,"0,43",0,906,26129,589,129,1,1,0,0,0,0,0
0:57:08,"0,8",0,918,25992,654,103,1,1,0,0,0,0,0
0:57:38,"0,17",0,898,26159,614,103,1,1,0,0,0,0,0
0:58:08,"0,03",0,941,30148,894,141,6,7,0,0,0,0,0
0:58:38,"0,17",0,953,43776,644,121,2,2,0,0,0,0,0
0:59:08,"0,27",0,921,26920,626,130,3,3,0,0,0,0,0
0:59:38,"0,3",0,918,25812,664,103,1,1,0,0,0,0,0
1:00:08,"0,93",0,1053,36911,1217,189,16,17,0,0,0,0,0
1:00:38,"0,3",0,921,26190,662,103,1,1,0,0,0,0,0
1:01:08,"0,27",0,901,26702,617,103,1,1,0,0,0,0,0
1:01:38,"0,3",0,898,25184,619,129,1,1,0,0,0,0,0
1:02:08,"0,7",0,963,30317,910,115,6,7,0,0,0,0,0
1:02:38,"0,17",0,925,25728,596,130,1,1,0,0,0,0,0
1:03:08,"0,2",0,906,27172,675,103,1,1,0,0,0,0,0
1:03:38,"0,4",0,906,26198,592,129,1,1,0,0,0,0,0
1:04:08,"0,77",0,949,30260,894,115,6,7,0,0,0,0,0
1:04:38,"0,43",0,926,25551,627,103,1,1,0,0,0,0,0
1:05:08,"0,97",0,943,31513,872,164,7,7,0,0,0,0,0
1:05:38,"0,63",0,913,25593,647,103,1,1,0,0,0,0,0
1:06:08,"2,37",0,938,31715,863,141,6,7,0,0,0,0,0
1:06:38,"3,63",0,897,24813,664,103,1,1,0,0,0,0,0
1:07:08,"3,03",0,887,26626,595,129,1,1,0,0,0,0,0
1:07:38,"5,13",0,898,25306,676,103,1,1,0,0,0,0,0
1:08:08,"2,1",0,958,30819,855,116,6,7,0,0,0,0,0
1:08:38,"2,73",0,891,25470,656,129,1,1,0,0,0,0,0
1:09:08,"0,97",0,917,26545,623,103,1,1,0,0,0,0,0
1:09:38,"0,2",0,900,25960,626,129,1,1,0,0,0,0,0
1:10:08,"0,4",0,999,34631,1138,151,12,12,0,0,0,0,0
1:10:38,"0,4",0,896,25440,612,129,1,1,0,0,0,0,0
1:11:08,"1,3",0,931,27021,663,103,1,1,0,0,0,0,0
1:11:38,"4,3",0,894,25484,584,129,1,1,0,0,0,0,0
1:12:08,"3,27",0,925,30609,930,115,6,7,0,0,0,0,0
1:12:38,"1,23",0,935,25542,602,103,1,1,0,0,0,0,0
1:13:08,"2,63",0,899,27235,650,129,1,1,0,0,0,0,0
1:13:38,"2,3",0,898,25369,629,103,1,1,0,0,0,0,0
1:14:08,"1,2",0,967,30422,862,159,8,9,0,0,0,0,0
1:14:38,"1,67",0,913,24923,675,103,1,1,0,0,0,0,0
1:15:08,"1,37",0,983,33242,977,147,11,10,0,0,0,0,0
1:15:38,1,0,919,25185,620,129,1,1,0,0,0,0,0
1:16:08,"0,73",0,946,31391,895,115,6,7,0,0,0,0,0
1:16:38,"0,3",0,911,25149,585,129,1,1,0,0,0,0,0
1:17:08,"0,27",0,911,25553,673,103,1,1,0,0,0,0,0
1:17:38,"0,17",0,919,25123,601,104,1,1,0,0,0,0,0
1:18:08,"0,47",0,948,30494,889,141,6,7,0,0,0,0,0
1:18:38,"0,07",0,938,25572,656,104,1,1,0,0,0,0,0
1:19:08,"0,47",0,928,25387,584,129,1,1,0,0,0,0,0
1:19:38,"0,37",0,917,24896,662,103,1,1,0,0,0,0,0
1:20:08,"0,47",0,991,34779,1102,151,12,12,0,0,0,0,0
1:20:38,"0,17",0,921,24940,620,129,1,1,0,0,0,0,0
1:21:08,"0,3",0,923,26384,657,103,1,1,0,0,0,0,0
1:21:38,"0,1",0,898,25154,593,129,1,1,0,0,0,0,0
1:22:08,"1,2",0,961,30215,919,115,6,7,0,0,0,0,0
1:22:38,"1,27",0,900,24783,597,103,1,1,0,0,0,0,0
1:23:08,"0,6",0,1315,86340,1499,6902,40,24,0,0,0,0,0
1:23:38,"2,23",0,933,25151,592,120,1,1,0,0,0,0,0
1:24:08,"3,07",0,947,30960,895,141,6,7,0,0,0,0,0
1:24:38,"2,03",0,903,25291,629,104,1,1,0,0,0,0,0
1:25:08,"2,13",0,965,30948,862,164,7,7,0,0,0,0,0
1:25:38,"2,3",0,910,24936,662,103,1,1,0,0,0,0,0
1:26:08,"1,4",0,939,31800,824,140,6,7,0,0,0,0,0
1:26:38,"1,17",0,909,25113,669,103,1,1,0,0,0,0,0
1:27:08,"1,2",0,904,25405,607,103,1,1,0,0,0,0,0
1:27:38,"1,37",0,891,25053,640,129,1,1,0,0,0,0,0
1:28:08,"1,03",0,933,30833,882,115,6,7,0,0,0,0,0
1:28:38,"2,23",0,935,25035,624,145,1,1,0,0,0,0,0
1:29:08,"2,77",0,914,25344,684,105,3,3,0,0,0,0,0
1:29:38,"0,9",0,928,25258,624,129,1,1,0,0,0,0,0
1:30:08,"1,3",0,1054,37434,1281,161,15,16,0,0,0,0,0
1:30:38,"3,63",0,915,25339,609,129,1,1,0,0,0,0,0
1:31:08,"4,97",0,906,26248,671,103,1,1,0,0,0,0,0
1:31:38,"2,8",0,914,25155,613,129,1,1,0,0,0,0,0
1:32:08,"2,27",0,944,31489,909,115,6,7,0,0,0,0,0
1:32:38,"1,17",0,922,25770,602,129,1,1,0,0,0,0,0
1:33:08,"1,67",0,893,25590,676,103,1,1,0,0,0,0,0
1:33:38,"2,6",0,903,25635,589,129,1,1,0,0,0,0,0
1:34:08,"1,8",0,942,31369,931,115,6,7,0,0,0,0,0
1:34:38,"1,23",0,888,24521,600,129,1,1,0,0,0,0,0
1:35:08,"1,43",0,969,31707,936,139,7,7,0,0,0,0,0
1:35:38,"1,67",0,910,25274,595,129,1,1,0,0,0,0,0
1:36:08,"2,3",0,942,31003,944,115,6,7,0,0,0,0,0
1:36:38,"1,33",0,909,25211,596,103,1,1,0,0,0,0,0
1:37:08,"1,47",0,910,25647,665,129,1,1,0,0,0,0,0
1:37:38,"1,5",0,913,25122,617,103,1,1,0,0,0,0,0
1:38:08,"1,9",0,955,30161,899,141,6,7,0,0,0,0,0
1:38:38,"0,27",0,916,25408,622,103,1,1,0,0,0,0,0
1:39:08,"0,03",0,919,26241,668,129,1,1,0,0,0,0,0
1:39:38,"0,63",0,906,25707,614,104,1,1,0,0,0,0,0
1:40:08,"2,17",0,963,34963,1140,176,12,12,0,0,0,0,0
1:40:38,"2,1",0,933,24958,631,104,1,1,0,0,0,0,0
1:41:08,"1,87",0,905,26483,653,129,1,1,0,0,0,0,0
1:41:38,"1,3",0,906,25131,626,103,1,1,0,0,0,0,0
1:42:08,"1,63",0,938,29892,875,141,6,7,0,0,0,0,0
1:42:38,"1,6",0,904,25146,647,103,1,1,0,0,0,0,0
1:43:08,"1,43",0,894,25796,634,129,1,1,0,0,0,0,0
1:43:38,"1,5",0,893,25090,662,120,1,1,0,0,0,0,0
1:44:08,"0,4",0,969,29412,745,138,7,7,0,0,0,0,0
1:44:38,"0,63",0,908,25163,689,103,1,1,0,0,0,0,0
1:45:08,"2,07",0,988,35697,1095,177,12,12,0,0,0,0,0
1:45:38,"2,4",0,919,25108,676,103,1,1,0,0,0,0,0
1:46:08,"3,6",0,916,29469,728,111,5,5,0,0,0,0,0
1:46:38,"3,57",0,912,24675,660,129,1,1,0,0,0,0,0
1:47:08,"1,53",0,920,28137,733,108,2,3,0,0,0,0,0
1:47:38,"1,3",0,905,25356,640,129,1,1,0,0,0,0,0
1:48:08,"2,8",0,936,29001,777,111,5,5,0,0,0,0,0
1:48:38,"0,27",0,907,25776,638,129,1,1,0,0,0,0,0
1:49:08,"0,17",0,915,26361,642,103,1,1,0,0,0,0,0
1:49:38,"0,53",0,917,25074,619,129,1,1,0,0,0,0,0
1:50:08,"0,67",0,1005,35640,1165,151,12,12,0,0,0,0,0
1:50:38,"0,03",0,933,25192,613,129,1,1,0,0,0,0,0
1:51:08,"1,07",0,904,26279,675,103,1,1,0,0,0,0,0
1:51:38,"0,5",0,913,24999,588,129,1,1,0,0,0,0,0
1:52:08,"1,8",0,947,29500,934,115,6,7,0,0,0,0,0
1:52:38,"1,07",0,917,25119,591,129,1,1,0,0,0,0,0
1:53:08,"0,73",0,1145,75697,1265,4186,17,11,0,0,0,0,0
1:53:38,"0,3","0,03",1113,37829,841,2664,24,14,0,0,0,0,0
1:54:08,"0,9",0,952,30442,919,115,6,7,0,0,0,0,0
1:54:38,"2,73",0,912,25784,601,104,1,1,0,0,0,0,0
1:55:08,"3,83",0,940,30680,910,164,7,7,0,0,0,0,0
1:55:38,"1,3",0,906,25012,616,103,1,1,0,0,0,0,0
1:56:08,"1,27",0,935,30690,890,141,6,7,0,0,0,0,0
1:56:38,"0,8",0,920,25248,630,103,1,1,0,0,0,0,0
1:57:08,"0,2",0,917,26347,631,129,1,1,0,0,0,0,0
1:57:38,"1,67",0,881,25093,648,103,1,1,0,0,0,0,0
1:58:08,"1,63",0,928,30006,879,141,6,7,0,0,0,0,0
1:58:38,"1,5",0,937,42553,654,104,2,2,0,0,0,0,0
1:59:08,"1,27",0,933,26914,636,147,3,3,0,0,0,0,0
1:59:38,"1,8",0,911,25046,672,103,1,1,0,0,0,0,0
2:00:08,"0,4",0,1021,37005,1237,188,16,17,0,0,0,0,0
2:00:38,"0,13",0,942,25327,663,103,1,1,0,0,0,0,0
2:01:08,"0,13",0,909,26549,626,129,1,1,0,0,0,0,0
2:01:38,"2,33",0,919,25493,655,104,1,1,0,0,0,0,0
2:02:08,"2,7",0,960,31309,866,141,6,7,0,0,0,0,0
2:02:38,"4,4",0,925,25865,667,104,1,1,0,0,0,0,0
2:03:08,"5,03",0,909,25884,627,129,1,1,0,0,0,0,0
2:03:38,"1,87",0,909,25524,652,104,1,1,0,0,0,0,0
2:04:08,"1,27",0,952,30064,859,140,6,7,0,0,0,0,0
2:04:38,"2,57",0,912,24939,663,103,1,1,0,0,0,0,0
2:05:08,"1,97",0,954,32679,873,164,7,7,0,0,0,0,0
2:05:38,"0,07",0,900,24892,650,103,1,1,0,0,0,0,0
2:06:08,"0,73",0,988,67247,894,145,7,8,0,0,0,0,0
2:06:38,"1,47",0,932,25178,658,104,1,1,0,0,0,0,0
2:07:08,"1,37",0,905,25649,613,129,1,1,0,0,0,0,0
2:07:38,"1,07",0,914,25150,669,103,1,1,0,0,0,0,0
2:08:08,"1,47",0,930,30227,875,141,6,7,0,0,0,0,0
2:08:38,1,0,901,25378,663,103,1,1,0,0,0,0,0
2:09:08,"1,3",0,920,26465,624,129,1,1,0,0,0,0,0
2:09:38,"1,2",0,921,25545,657,104,1,1,0,0,0,0,0
2:10:08,"1,7","0,03",989,34865,1106,176,12,12,0,0,0,0,0
2:10:38,"1,3",0,926,25031,654,103,1,1,0,0,0,0,0
2:11:08,"1,3",0,898,26734,621,129,1,1,0,0,0,0,0
2:11:38,"3,57",0,926,24919,659,103,1,1,0,0,0,0,0
2:12:08,"2,57",0,947,30861,860,141,6,7,0,0,0,0,0
2:12:38,"2,37",0,917,25042,669,103,1,1,0,0,0,0,0
2:13:08,"1,87",0,919,25946,616,129,1,1,0,0,0,0,0
2:13:38,"0,97",0,924,25051,665,103,1,1,0,0,0,0,0
2:14:08,"1,43",0,961,31067,863,159,8,9,0,0,0,0,0
2:14:38,"1,57",0,920,25105,693,103,1,1,0,0,0,0,0
2:15:08,"0,87",0,1016,34020,964,161,11,10,0,0,0,0,0
2:15:38,"0,4",0,918,24720,637,129,1,1,0,0,0,0,0
2:16:08,"0,87",0,926,31324,893,116,6,7,0,0,0,0,0
2:16:38,"0,73",0,909,25261,626,129,1,1,0,0,0,0,0
2:17:08,"0,3",0,919,25669,656,103,1,1,0,0,0,0,0
2:17:38,"0,27",0,924,25794,618,129,1,1,0,0,0,0,0
2:18:08,"0,7",0,953,29956,913,115,6,7,0,0,0,0,0
2:18:38,"0,57",0,919,25763,614,129,1,1,0,0,0,0,0
2:19:08,"1,7",0,899,25635,665,103,1,1,0,0,0,0,0
2:19:38,"1,53",0,894,25373,626,129,1,1,0,0,0,0,0
2:20:08,"1,47",0,972,34174,1153,151,12,12,0,0,0,0,0
2:20:38,"1,17",0,909,25326,606,129,1,1,0,0,0,0,0
2:21:08,"1,07",0,887,25511,671,103,1,1,0,0,0,0,0
2:21:38,"1,13",0,932,25357,607,129,1,1,0,0,0,0,0
2:22:08,"1,37",0,928,30538,930,116,6,7,0,0,0,0,0
2:22:38,"1,2",0,910,25444,620,129,1,1,0,0,0,0,0
2:23:08,"1,77",0,889,26113,668,103,1,1,0,0,0,0,0
2:23:38,"2,6",0,1308,90130,1401,5710,40,24,0,0,0,0,0
2:24:08,"1,73",0,977,31446,872,135,6,7,0,0,0,0,0
2:24:38,"1,2",0,946,25698,623,129,1,1,0,0,0,0,0
2:25:08,"1,57",0,965,32729,902,139,7,7,0,0,0,0,0
2:25:38,"1,03",0,909,25002,619,129,1,1,0,0,0,0,0
2:26:08,"1,1",0,944,31127,905,115,6,7,0,0,0,0,0
2:26:38,"0,57",0,919,24992,615,129,1,1,0,0,0,0,0
2:27:08,"1,27",0,888,26795,665,104,1,1,0,0,0,0,0
2:27:38,"1,47",0,892,24936,624,129,1,1,0,0,0,0,0
2:28:08,"0,83",0,946,30277,916,116,6,7,0,0,0,0,0
2:28:38,"0,33",0,919,25086,623,129,1,1,0,0,0,0,0
2:29:08,"0,3",0,943,26002,672,105,3,3,0,0,0,0,0
2:29:38,"0,17",0,948,25291,624,145,1,1,0,0,0,0,0
2:30:08,"1,47",0,1036,36688,1284,161,15,16,0,0,0,0,0
2:30:38,"1,77",0,926,25532,609,129,1,1,0,0,0,0,0
2:31:08,"2,4",0,916,26250,670,103,1,1,0,0,0,0,0
2:31:38,"2,47",0,908,25403,597,129,1,1,0,0,0,0,0
2:32:08,"1,63",0,954,29793,930,115,6,7,0,0,0,0,0
2:32:38,"1,37",0,918,25934,596,129,1,1,0,0,0,0,0
2:33:08,"1,2",0,888,26301,680,103,1,1,0,0,0,0,0
2:33:38,"1,3",0,915,25659,584,129,1,1,0,0,0,0,0
2:34:08,"2,07",0,929,32089,928,115,6,7,0,0,0,0,0
2:34:38,"1,2",0,893,24979,592,103,1,1,0,0,0,0,0
2:35:08,"1,47",0,961,31546,915,165,7,7,0,0,0,0,0
2:35:38,"2,03",0,905,25092,615,103,1,1,0,0,0,0,0
2:36:08,"2,17",0,940,29611,783,136,5,5,0,0,0,0,0
2:36:38,"1,53",0,912,25189,628,103,1,1,0,0,0,0,0
2:37:08,"2,03",0,915,27554,760,133,2,3,0,0,0,0,0
2:37:38,"1,33",0,912,25009,630,103,1,1,0,0,0,0,0
2:38:08,"2,67",0,922,27786,792,137,5,5,0,0,0,0,0
2:38:38,"1,33",0,899,25079,644,103,1,1,0,0,0,0,0
2:39:08,"2,13",0,892,25620,621,129,1,1,0,0,0,0,0
2:39:38,"2,63",0,919,27918,773,108,2,3,0,0,0,0,0
2:40:08,"1,43",0,1008,34292,999,172,11,10,0,0,0,0,0
2:40:38,"0,2",0,912,25588,655,104,1,1,0,0,0,0,0
2:41:08,"0,47",0,898,25663,610,129,1,1,0,0,0,0,0
2:41:38,"0,4",0,902,25022,669,103,1,1,0,0,0,0,0
2:42:08,"0,67",0,936,30592,856,141,6,7,0,0,0,0,0
2:42:38,"0,07",0,902,24733,659,103,1,1,0,0,0,0,0
2:43:08,"0,27",0,913,25396,610,129,1,1,0,0,0,0,0
2:43:38,"0,37",0,931,25138,673,120,1,1,0,0,0,0,0
2:44:08,"0,23",0,940,30653,871,142,8,9,0,0,0,0,0
2:44:38,"0,27",0,916,25264,690,103,1,1,0,0,0,0,0
2:45:08,"0,2",0,985,33658,981,173,11,10,0,0,0,0,0
2:45:38,"0,23",0,921,25258,686,104,1,1,0,0,0,0,0
2:46:08,"0,53",0,944,31110,857,141,6,7,0,0,0,0,0
2:46:38,"0,03",0,936,25120,677,103,1,1,0,0,0,0,0
2:47:08,"0,7",0,944,25825,605,129,1,1,0,0,0,0,0
2:47:38,"0,1",0,909,25918,685,104,1,1,0,0,0,0,0
2:48:08,"0,37",0,940,31016,856,141,6,7,0,0,0,0,0
2:48:38,"0,53",0,903,25020,673,104,1,1,0,0,0,0,0
2:49:08,"2,93",0,917,25702,611,129,1,1,0,0,0,0,0
2:49:38,"1,57",0,882,24955,670,103,1,1,0,0,0,0,0
2:50:08,"2,63",0,997,36132,1100,176,12,12,0,0,0,0,0
2:50:38,"0,2",0,919,25263,678,103,1,1,0,0,0,0,0
2:51:08,"0,13",0,916,25807,608,129,1,1,0,0,0,0,0
2:51:38,"0,3",0,914,25043,674,103,1,1,0,0,0,0,0
2:52:08,"0,57",0,971,31601,852,141,6,7,0,0,0,0,0
2:52:38,"1,03",0,923,25181,672,103,1,1,0,0,0,0,0
2:53:08,"1,27",0,929,25720,616,129,1,1,0,0,0,0,0
2:53:38,"1,43",0,1377,80793,1427,5929,40,24,0,0,0,0,0
2:54:08,"1,6",0,932,28883,788,136,5,5,0,0,0,0,0
2:54:38,"1,83",0,936,28065,752,127,2,3,0,0,0,0,0
2:55:08,"1,2",0,950,31427,896,164,7,7,0,0,0,0,0
2:55:38,"1,37",0,900,25286,633,103,1,1,0,0,0,0,0
2:56:08,"1,07",0,950,28564,788,137,5,5,0,0,0,0,0
2:56:38,"1,43",0,914,25454,632,103,1,1,0,0,0,0,0
2:57:08,"1,37",0,920,27220,765,133,2,3,0,0,0,0,0
2:57:38,"2,53",0,887,25218,626,103,1,1,0,0,0,0,0
2:58:08,"1,83",0,965,28909,807,137,5,5,0,0,0,0,0
2:58:38,"2,17",0,897,42736,627,104,2,2,0,0,0,0,0
2:59:08,"1,4",0,917,25349,668,147,3,3,0,0,0,0,0
2:59:38,"0,93",0,982,62507,769,112,3,4,0,0,0,0,0
3:00:08,"1,73",0,1031,36143,1190,185,15,15,0,0,0,0,0
3:00:38,"1,07",0,930,25595,628,103,1,1,0,0,0,0,0
3:01:08,"1,43",0,895,25656,653,129,1,1,0,0,0,0,0
3:01:38,"1,03",0,889,25050,627,103,1,1,0,0,0,0,0
3:02:08,"0,57",0,942,30206,878,141,6,7,0,0,0,0,0
3:02:38,"2,1",0,900,25763,650,104,1,1,0,0,0,0,0
3:03:08,"1,23",0,904,25651,640,129,1,1,0,0,0,0,0
3:03:38,"1,87",0,915,25597,636,104,1,1,0,0,0,0,0
3:04:08,"2,53",0,920,29522,877,141,6,7,0,0,0,0,0
3:04:38,"2,13",0,911,24577,655,103,1,1,0,0,0,0,0
3:05:08,"2,3",0,945,31531,859,164,7,7,0,0,0,0,0
3:05:38,"2,2",0,914,24891,669,103,1,1,0,0,0,0,0
3:06:08,"1,4",0,946,30278,858,141,6,7,0,0,0,0,0
3:06:38,"0,23",0,930,24736,668,103,1,1,0,0,0,0,0
3:07:08,"0,7",0,921,25771,600,129,1,1,0,0,0,0,0
3:07:38,"0,1",0,914,24853,671,103,1,1,0,0,0,0,0
3:08:08,"1,7",0,942,31701,851,141,6,7,0,0,0,0,0
3:08:38,"0,37",0,916,24966,671,103,1,1,0,0,0,0,0
3:09:08,"0,2",0,899,25463,596,103,1,1,0,0,0,0,0
3:09:38,"0,77",0,891,25064,662,129,1,1,0,0,0,0,0
3:10:08,"0,73",0,993,36188,1107,151,12,12,0,0,0,0,0
3:10:38,"1,53",0,924,24996,660,129,1,1,0,0,0,0,0
3:11:08,"2,07",0,923,25651,629,103,1,1,0,0,0,0,0
3:11:38,"2,07",0,904,25162,650,129,1,1,0,0,0,0,0
