Checkout Date,Service Provider,Appointment Date,Customer,Service/Product/GC/Package/Membership/Class,Transaction Type,GiftCertificate No,Qty,Price,Tax,Tip,Disc,Amt paid,Cash,Check,GC redeem,Pkg,Mbsp,CC,BankAccount,Vagaro Pay Later,OtherAmount,IOU/Invoice,IOU/GC Status,Pnts Earned,Pnts Used,Pnts Refunded,Change Due
"Dec 8, 2023 10:55 AM",Service Provider,"Dec 8, 2023 10:00 AM",Customer,Womens Haircut,Services,,1,70,0,14,0,84,0,0,0,0,0,84,0,0,0,0,---,70,0,0,0
"Dec 8, 2023 10:55 AM",Service Provider,"Dec 8, 2023 11:00 AM",Customer,Moisturized Mane,Service Add-on,,1,15,0,3,0,18,0,0,0,0,0,18,0,0,0,0,---,150,0,0,0
"Dec 7, 2023 11:58 AM",Service Provider,"Dec 7, 2023 11:00 AM",Customer,Hair Color (Roots),Services,,1,85,0,25,0,110,0,0,0,0,0,110,0,0,0,0,---,135,0,0,0
"Dec 6, 2023 6:22 PM",Service Provider,"Dec 6, 2023 3:45 PM",Customer,Double Process,Services,,1,205,0,48.45,0,253.45,0,0,0,0,0,253.45,0,0,0,0,---,225,0,0,0
"Dec 6, 2023 6:22 PM",Service Provider,"Dec 6, 2023 6:40 PM",Customer,Womens Haircut,Services,,1,70,0,16.55,0,86.55,0,0,0,0,0,86.55,0,0,0,0,---,70,0,0,0
"Dec 6, 2023 3:02 PM",Service Provider,"Dec 6, 2023 1:30 PM",Customer,Root Color and a Blowout,Services,,1,90,0,5,0,95,0,0,0,0,0,95,0,0,0,0,---,90,0,0,0
"Dec 6, 2023 1:30 PM",Service Provider,"Dec 6, 2023 11:00 AM",Customer,Haircut and Highlights,Services,LGUJPKBERVEEZHII,1,155,0,25.13,0,180.13,0,0,155,0,0,25.13,0,0,0,0,---,185,0,0,0
"Dec 6, 2023 1:30 PM",Service Provider,"Dec 6, 2023 1:30 PM",Customer,Toner,Services,,1,30,0,4.87,0,34.87,0,0,0,0,0,34.87,0,0,0,0,---,30,0,0,0
"Dec 6, 2023 10:45 AM",Service Provider,"Dec 6, 2023 10:00 AM",Customer,Womens Haircut,Services,,1,60,0,12,0,72,0,0,0,0,0,72,0,0,0,0,---,60,0,0,0
"Dec 5, 2023 5:03 PM",Service Provider,"Dec 5, 2023 4:15 PM",Customer,Womens Haircut,Services,,1,70,0,21,0,91,0,0,0,0,0,91,0,0,0,0,---,70,0,0,0
"Dec 5, 2023 1:42 PM",Service Provider,"Dec 5, 2023 10:00 AM",Customer,Hairdreams Removal,Services,,1,50,0,17,0,67,0,0,0,0,0,67,0,0,0,0,---,0,0,0,0
"Dec 5, 2023 1:42 PM",Service Provider,"Dec 5, 2023 12:00 PM",Customer,Hairdreams Application,Services,,1,120,0,17,0,137,0,0,0,0,0,137,0,0,0,0,---,0,0,0,0
"Dec 2, 2023 12:36 PM",Service Provider,"Dec 2, 2023 11:00 AM",Customer,Hair Color (All Over),Services,,1,100,0,20,0,120,0,0,0,0,0,120,0,0,0,0,---,100,0,0,0
"Dec 2, 2023 12:36 PM",Service Provider,"Dec 2, 2023 12:40 PM",Customer,Womens Haircut,Services,,1,60,0,12,0,72,0,0,0,0,0,72,0,0,0,0,---,60,0,0,0
"Dec 2, 2023 10:53 AM",Service Provider,"Dec 2, 2023 10:00 AM",Customer,Womens Haircut,Services,,1,70,0,21,0,91,0,0,0,0,0,91,0,0,0,0,---,70,0,0,0
"Dec 2, 2023 10:53 AM",Service Provider,--,Customer,Handmade Earrings,In-House Products,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,0,1500,0,0
"Dec 1, 2023 6:00 PM",Service Provider,"Dec 1, 2023 3:30 PM",Customer,Junior Haircut,Services,,1,45,0,9,0,54,0,0,0,0,0,54,0,0,0,0,---,40,0,0,0
"Dec 1, 2023 6:00 PM",Service Provider,"Dec 1, 2023 4:30 PM",Customer,Haircut and Root Color,Services,,1,135,0,27,0,162,0,0,0,0,0,162,0,0,0,0,---,135,0,0,0
"Dec 1, 2023 1:21 PM",Service Provider,"Dec 1, 2023 1:00 PM",Customer,Mens Haircut,Services,,1,30,0,0,0,30,0,0,0,0,0,30,0,0,0,0,---,30,0,0,0
"Dec 1, 2023 12:30 PM",Service Provider,"Dec 1, 2023 12:00 PM",Customer,Mens Haircut,Services,,1,30,0,0,0,30,0,0,0,0,0,30,0,0,0,0,---,30,0,0,0
"Dec 1, 2023 11:34 AM",Service Provider,"Dec 1, 2023 11:00 AM",Customer,Mens Haircut,Services,,1,30,0,7.5,0,37.5,0,0,0,0,0,37.5,0,0,0,0,---,30,0,0,0
"Nov 30, 2023 12:46 PM",Service Provider,"Nov 30, 2023 10:00 AM",Customer,"Haircut ,Root Color, Highlights, and a Glaze",Services,,1,230,0,18.04,0,248.04,0,0,0,0,0,248.04,0,0,0,0,---,230,0,0,0
"Nov 30, 2023 12:46 PM",Service Provider,"Nov 30, 2023 1:00 PM",Customer,Kids Haircut,Services,,1,25,0,1.96,0,26.96,0,0,0,0,0,26.96,0,0,0,0,---,25,0,0,0
"Nov 29, 2023 4:34 PM",Service Provider,"Nov 29, 2023 4:15 PM",Customer,Womens Haircut,Services,,1,50,0,10,0,60,0,0,0,0,0,60,0,0,0,0,---,70,0,0,0
"Nov 29, 2023 1:02 PM",Service Provider,"Nov 29, 2023 11:45 AM",Customer,Womens Haircut,Services,,1,70,0,14,0,84,0,0,0,0,0,84,0,0,0,0,---,70,0,0,0
"Nov 29, 2023 1:02 PM",Service Provider,--,Customer,Handmade Earrings,In-House Products,,1,20,1.2,0,0,21.2,0,0,0,0,0,21.2,0,0,0,0,---,20,0,0,0
"Nov 28, 2023 12:20 PM",Service Provider,--,Customer,Lavender and Vanilla Lip Balm,In-House Products,,1,6,0.36,0,0,6.36,0,0,0,0,0,6.36,0,0,0,0,---,6,0,0,0
"Nov 28, 2023 12:18 PM",Service Provider,"Nov 28, 2023 10:00 AM",Customer,Hair Color (All Over),Services,,1,115,0,28.75,23,120.75,0,0,0,0,0,120.75,0,0,0,0,---,115,0,0,0
"Nov 28, 2023 12:18 PM",Service Provider,"Nov 28, 2023 11:00 AM",Customer,Womens Haircut,Services,,1,70,0,17.5,14,73.5,0,0,0,0,0,73.5,0,0,0,0,---,70,0,0,0
"Nov 27, 2023 3:07 PM",Service Provider,--,Customer,LGUJPKBERVEEZHII,Gift Cards,,1,155,0,0,0,155,0,0,0,0,0,155,0,0,0,0,---,0,0,0,0
"Nov 26, 2023 3:49 PM",Service Provider,--,Customer,REFUND,Refund,,1,-185,0,0,0,-185,0,0,0,0,0,-185,0,0,0,0,---,0,0,0,0
"Nov 26, 2023 3:43 PM",Service Provider,--,Customer,FFAYJMTGVFYYTPGQ (Refunded),Gift Cards,,1,185,0,0,0,185,0,0,0,0,0,185,0,0,0,0,---,0,0,0,0
"Nov 24, 2023 11:06 AM",Service Provider,--,Customer,Eco hair brush,In-House Products,,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,0,2000,0,0
"Nov 24, 2023 11:06 AM",Service Provider,"Nov 24, 2023 12:00 PM",Customer,Hair Color (All Over),Services,,1,105,0,15.75,0,120.75,0,0,0,0,0,120.75,0,0,0,0,---,115,0,0,0
"Nov 22, 2023 6:47 PM",Service Provider,"Nov 22, 2023 5:00 PM",Customer,Keratin Treatment,Services,,1,275,0,55,0,330,0,0,0,0,0,330,0,0,0,0,---,275,0,0,0
"Nov 22, 2023 4:09 PM",Service Provider,"Nov 22, 2023 12:30 PM",Customer,Hair Color (All Over),Services,,1,115,0,23,0,138,0,0,0,0,0,138,0,0,0,0,---,115,0,0,0
"Nov 22, 2023 4:09 PM",Service Provider,"Nov 22, 2023 2:10 PM",Customer,Womens Haircut,Services,,1,60,0,12,0,72,0,0,0,0,0,72,0,0,0,0,---,70,0,0,0
"Nov 22, 2023 2:31 PM",Service Provider,"Nov 22, 2023 12:30 PM",Customer,"Haircut, Root Color, and Highlights",Services,,1,215,0,43,0,258,0,0,0,0,0,258,0,0,0,0,---,215,0,0,0
"Nov 21, 2023 9:21 PM",Service Provider,"Nov 21, 2023 4:00 PM",Customer,Haircut and Root Color,Services,,1,125,0,0,0,125,125,0,0,0,0,0,0,0,0,0,---,135,0,0,0
"Nov 21, 2023 3:32 PM",Service Provider,"Nov 21, 2023 1:00 PM",Customer,"Haircut ,Root Color, Highlights, and a Glaze",Services,,1,230,0,0,0,230,0,0,0,0,0,230,0,0,0,0,---,230,0,0,0
"Nov 21, 2023 12:55 PM",Service Provider,"Nov 21, 2023 12:00 PM",Customer,Womens Haircut,Services,,1,70,0,0,0,70,0,0,0,0,0,70,0,0,0,0,---,70,0,0,0
"Nov 21, 2023 11:51 AM",Service Provider,"Nov 21, 2023 10:30 AM",Customer,Hair Color (All Over),Services,,1,115,0,23,0,138,0,0,0,0,0,138,0,0,0,0,---,115,0,0,0
"Nov 21, 2023 10:09 AM",Service Provider,"Nov 21, 2023 10:00 AM",Customer,Mens Haircut,Services,,1,30,0,0,0,30,0,0,0,0,0,30,0,0,0,0,---,30,0,0,0
"Nov 17, 2023 8:00 PM",Service Provider,"Nov 17, 2023 5:30 PM",Customer,Root Color and Highlights,Services,,1,175,0,35,0,210,0,0,0,0,0,210,0,0,0,0,---,185,0,0,0
"Nov 17, 2023 5:12 PM",Service Provider,"Nov 17, 2023 4:00 PM",Customer,Womens Haircut,Services,,1,70,0,0,0,70,0,0,0,0,0,70,0,0,0,0,---,70,0,0,0
"Nov 17, 2023 3:29 PM",Service Provider,"Nov 17, 2023 2:30 PM",Customer,Hair Color (Roots),Services,,1,85,0,21.25,0,106.25,0,0,0,0,0,106.25,0,0,0,0,---,85,0,0,0
"Nov 17, 2023 11:52 AM",Service Provider,"Nov 17, 2023 10:00 AM",Customer,Haircut and Root Color,Services,,1,125,0,18.75,0,143.75,0,0,0,0,0,143.75,0,0,0,0,---,125,0,0,0
"Nov 16, 2023 3:41 PM",Service Provider,"Nov 16, 2023 2:00 PM",Customer,"Haircut, Root Color, and Highlights",Services,,1,175,0,43.75,0,218.75,0,0,0,0,0,218.75,0,0,0,0,---,195,0,0,0
"Nov 16, 2023 1:53 PM",Service Provider,"Nov 16, 2023 1:00 PM",Customer,Mens Haircut,Services,,1,30,0,6,0,36,0,0,0,0,0,36,0,0,0,0,---,30,0,0,0
"Nov 16, 2023 12:37 PM",Service Provider,"Nov 16, 2023 11:30 AM",Customer,Womens Haircut,Services,,1,70,0,21,0,91,0,0,0,0,0,91,0,0,0,0,---,70,0,0,0
"Nov 16, 2023 11:57 AM",Service Provider,"Nov 16, 2023 10:30 AM",Customer,Root Color and a Blowout,Services,,1,100,0,0,0,100,0,0,0,0,0,100,0,0,0,0,---,100,0,0,0
"Nov 15, 2023 5:31 PM",Service Provider,"Nov 15, 2023 5:00 PM",Customer,Kids Haircut,Services,,1,25,0,5,0,30,0,0,0,0,0,30,0,0,0,0,---,25,0,0,0
"Nov 15, 2023 4:24 PM",Service Provider,"Nov 15, 2023 3:30 PM",Customer,Hair Color (Roots),Services,,1,85,0,20,0,105,0,0,0,0,0,105,0,0,0,0,---,85,0,0,0
"Nov 15, 2023 11:27 AM",Service Provider,"Nov 15, 2023 10:00 AM",Customer,Haircut and Root Color,Services,,1,125,0,25,0,150,0,0,0,0,0,150,0,0,0,0,---,125,0,0,0
"Nov 14, 2023 4:18 PM",Service Provider,"Nov 14, 2023 3:00 PM",Customer,Hair Color (Roots),Services,,1,75,0,0,0,75,0,0,0,0,0,75,0,0,0,0,---,75,0,0,0
"Nov 14, 2023 1:11 PM",Service Provider,"Nov 14, 2023 11:30 AM",Customer,Glaze / Gloss / Toner,Services,,1,65,0,9.75,0,74.75,0,0,0,0,0,74.75,0,0,0,0,---,65,0,0,0
"Nov 14, 2023 1:11 PM",Service Provider,"Nov 14, 2023 2:00 PM",Customer,Womens Haircut,Services,,1,50,0,7.5,0,57.5,0,0,0,0,0,57.5,0,0,0,0,---,70,0,0,0
"Nov 14, 2023 1:11 PM",Service Provider,"Nov 14, 2023 12:00 PM",Customer,Hair Color (All Over),Services,,1,115,0,17.25,0,132.25,0,0,0,0,0,132.25,0,0,0,0,---,115,0,0,0
"Nov 14, 2023 11:23 AM",Service Provider,"Nov 14, 2023 10:00 AM",Customer,Haircut and Root Color,Services,,1,135,0,0,0,135,0,0,0,0,0,135,0,0,0,0,---,135,0,0,0
"Nov 11, 2023 1:18 PM",Service Provider,"Nov 11, 2023 12:00 PM",Customer,Haircut and Root Color,Services,,1,125,0,25,0,150,0,0,0,0,0,150,0,0,0,0,---,125,0,0,0
"Nov 11, 2023 1:18 PM",Service Provider,--,Customer,Styling Spray Travel Size,In-House Products,,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,0,1000,0,0
"Nov 11, 2023 11:17 AM",Service Provider,"Nov 11, 2023 10:00 AM",Customer,Root Color and a Blowout,Services,,1,100,0,20,0,120,0,0,0,0,0,120,0,0,0,0,---,100,0,0,0
"Nov 10, 2023 5:22 PM",Service Provider,"Nov 10, 2023 2:45 PM",Customer,Halo Highlights,Services,,1,160,0,20,0,180,0,0,0,0,0,180,0,0,0,0,---,160,0,0,0
"Nov 10, 2023 1:49 PM",Service Provider,"Nov 10, 2023 12:30 PM",Customer,Root Color and a Blowout,Services,,1,100,0,15,0,115,0,0,0,0,0,115,0,0,0,0,---,100,0,0,0
"Nov 10, 2023 1:49 PM",Service Provider,"Nov 10, 2023 2:00 PM",Customer,Mens Haircut,Services,,1,30,0,4.5,0,34.5,0,0,0,0,0,34.5,0,0,0,0,---,30,0,0,0
"Nov 10, 2023 1:49 PM",Service Provider,--,Customer,Hydrate cleanser,In-House Products,,1,15,0.9,0,0,15.9,0,0,0,0,0,15.9,0,0,0,0,---,28,0,0,0
"Nov 10, 2023 1:49 PM",Service Provider,--,Customer,Hydrate mask,In-House Products,,1,15,0.9,0,0,15.9,0,0,0,0,0,15.9,0,0,0,0,---,32,0,0,0
"Nov 10, 2023 12:18 PM",Service Provider,"Nov 10, 2023 10:00 AM",Customer,Keratin Treatment,Services,,1,275,0,55,0,330,0,0,0,0,0,330,0,0,0,0,---,275,0,0,0
"Nov 9, 2023 5:56 PM",Service Provider,"Nov 9, 2023 2:30 PM",Customer,"Haircut, Root Color, and Highlights",Services,,1,215,0,0,0,215,0,0,0,0,0,215,0,0,0,0,---,215,0,0,0
"Nov 9, 2023 5:56 PM",Service Provider,"Nov 9, 2023 5:30 PM",Customer,Extra Bowl of Color,Services,,1,20,0,0,0,20,0,0,0,0,0,20,0,0,0,0,---,20,0,0,0
"Nov 9, 2023 5:56 PM",Service Provider,"Nov 9, 2023 5:45 PM",Customer,Toner,Services,,1,30,0,0,0,30,0,0,0,0,0,30,0,0,0,0,---,30,0,0,0
"Nov 9, 2023 12:08 PM",Service Provider,"Nov 9, 2023 11:00 AM",Customer,Haircut and Root Color,Services,,1,135,0,27,0,162,0,0,0,0,0,162,0,0,0,0,---,135,0,0,0
"Nov 9, 2023 12:08 PM",Service Provider,--,Customer,Handmade Earrings,In-House Products,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,0,1500,0,0
"Nov 9, 2023 10:41 AM",Service Provider,"Nov 9, 2023 10:00 AM",Customer,Womens Haircut,Services,,1,60,0,9,0,69,0,0,0,0,0,69,0,0,0,0,---,60,0,0,0
"Nov 8, 2023 11:54 AM",Service Provider,"Nov 8, 2023 2:00 PM",Customer,Root Color and Highlights,Services,,1,185,0,55.5,0,240.5,0,0,0,0,0,240.5,0,0,0,0,---,185,0,0,0
"Nov 7, 2023 5:35 PM",Service Provider,"Nov 7, 2023 4:00 PM",Customer,Hair Color (All Over),Services,,1,115,0,23,0,138,0,0,0,0,0,138,0,0,0,0,---,115,0,0,0
"Nov 7, 2023 5:35 PM",Service Provider,"Nov 7, 2023 5:40 PM",Customer,Bang / Neck Trim,Services,,1,20,0,4,0,4,0,0,0,0,0,4,0,0,0,0,---,0,1500,0,0
"Nov 7, 2023 1:17 PM",Service Provider,"Nov 7, 2023 12:00 PM",Customer,Hair Color (Roots),Services,,1,75,0,0,0,75,0,0,0,0,0,75,0,0,0,0,---,85,0,0,0
"Nov 7, 2023 11:46 AM",Service Provider,"Nov 7, 2023 11:00 AM",Customer,Womens Haircut,Services,,1,65,0,13,0,78,0,0,0,0,0,78,0,0,0,0,---,70,0,0,0
"Nov 4, 2023 1:47 PM",Service Provider,"Nov 4, 2023 10:15 AM",Customer,Hair Color (All Over),Services,,1,75,0,0,0,75,0,0,0,0,0,75,0,0,0,0,---,100,0,0,0
"Nov 4, 2023 1:47 PM",Service Provider,"Nov 4, 2023 1:00 PM",Customer,Keratin Treatment,Services,,1,275,0,0,0,275,0,0,0,0,0,275,0,0,0,0,---,275,0,0,0
"Nov 3, 2023 6:02 PM",Service Provider,"Nov 3, 2023 3:00 PM",Customer,"Haircut, Root Color, and Highlights",Services,,1,195,0,39,0,234,0,0,0,0,0,234,0,0,0,0,---,195,0,0,0
"Nov 3, 2023 6:02 PM",Service Provider,"Nov 3, 2023 5:15 PM",Customer,Toner,Services,,1,20,0,4,0,24,0,0,0,0,0,24,0,0,0,0,---,30,0,0,0
"Nov 3, 2023 12:41 PM",Service Provider,"Nov 3, 2023 12:00 PM",Customer,Mens Haircut,Services,,1,30,0,7.5,0,37.5,0,0,0,0,0,37.5,0,0,0,0,---,30,0,0,0
"Nov 3, 2023 11:30 AM",Service Provider,"Nov 3, 2023 10:00 AM",Customer,Haircut and Root Color,Services,,1,135,0,27,0,162,0,0,0,0,0,162,0,0,0,0,---,135,0,0,0
"Nov 3, 2023 11:30 AM",Service Provider,--,Customer,Eco hair brush,In-House Products,,1,8,0.48,0,0,8.48,0,0,0,0,0,8.48,0,0,0,0,---,8,0,0,0
"Nov 2, 2023 3:40 PM",Service Provider,--,Customer,Handmade Earrings,In-House Products,,1,20,1.2,0,0,21.2,0,0,0,0,0,21.2,0,0,0,0,---,20,0,0,0
